97.71999999991112,
207.39999999981137,
208.4599999998104,
100.23000000001684,
0.6800000000003479,
224.3999999997959,
169.2599999999768,
129.27999999997905,
40.93000000002094,
97.14999999996849,
251.4599999998715,
20.20999999998162,
101.12999999997055,
237.43999999978405,
108.51999999997378,
146.99999999997573,
60.27999999994944,
46.94999999999986,
58.08999999994859,
170.1099999999769,
42.07999999996173,
127.09999999997962,
53.36000000001968,
0.5100000000002609,
240.38999999978137,
162.27999999997567,
225.35999999979504,
157.86999999985642,
42.120000000004325,
206.40999999981227,
127.09999999997962,
251.39999999977135,
251.39999999977135,
114.28999999997706,
66.25999999995253,
1.0799999999990177,
97.14999999996849,
15.289999999986094,
55.09999999994989,
76.14999999995774,
129.27999999997905,
140.4199999998723,
170.1099999999769,
204.44999999981405,
13.459999999987758,
130.07999999997904,
196.56999999982122,
150.43999999986318,
71.26999999995508,
251.36999999977138,
1.0900000000005576,
251.41999999984665,
206.40999999981227,
1.0900000000005576,
19.09999999998263,
53.36000000001968,
231.57999999978938,
251.439999999831,
30.089999999972633,
107.36000000002244,
91.84999999991646,
169.2599999999768,
101.12999999997055,
183.07999999997665,
69.1099999999542,
22.269999999979746,
120.31999999989057,
148.61999999986483,
198.62999999981935,
170.1099999999769,
93.09999999996649,
64.06999999995168,
71.26999999995508,
25.430000000002224,
251.36999999977138,
42.390000000021686,
250.40999999977225,
175.23999999997667,
52.320000000019206,
229.3699999997914,
251.36999999977138,
251.38999999977136,
231.57999999978938,
154.0899999999746,
23.4199999999787,
209.5699999998094,
157.86999999985642,
4.6600000000016735,
111.14999999997565,
37.10999999996625,
29.06999999997356,
111.14999999997565,
203.36999999981504,
76.14999999995774,
108.51999999997378,
79.58999999995888,
227.3699999997932,
110.66999999989935,
57.08999999994808,
11.559999999989486,
241.4499999997804,
69.1099999999542,
241.4499999997804,
13.459999999987758,
164.08999999997616,
160.55999999985397,
23.4199999999787,
251.39999999977135,
251.39999999983246,
53.860000000024,
31.59999999997126,
25.430000000002224,
157.86999999985642,
83.92000000001913,
1.0799999999990177,
57.08999999994808,
130.07999999997904,
204.85999999981368,
251.3999999998623,
60.27999999994944,
246.3999999997759,
189.46999999982768,
112.33999999997599,
0.5100000000002609,
0.6800000000003479,
199.5699999998185,
209.5699999998094,
71.26999999995508,
60.27999999994944,
143.07999999997645,
227.3699999997932,
5.440000000001362,
200.40999999981773,
95.25999999996736,
114.28999999997706,
172.0699999999769,
135.09999999997802,
79.58999999995888,
130.07999999997904,
40.93000000002094,
138.66999999987388,
33.26999999996974,
217.54999999980214,
91.84999999991646,
52.320000000019206,
251.39999999983246,
47.08999999995717,
146.16999999997577,
251.38999999977136,
200.40999999981773,
120.31999999989057,
140.09999999997703,
97.14999999996849,
59.0899999999491,
26.08999999997627,
42.51999999999617,
60.27999999994944,
11.26999999998975,
132.06999999997865,
76.14999999995774,
37.10999999996625,
96.08999999996803,
153.2599999999743,
129.22999999988247,
175.23999999997667,
143.07999999997645,
1.0900000000005576,
42.07999999996173,
36.079999999967185,
164.08999999997616,
57.08999999994808,
30.089999999972633,
27.339999999975134,
53.860000000024,
129.27999999997905,
152.06999999997467,
182.44999999997634,
0.6100000000003121,
112.33999999997599,
230.51999999979034,
53.860000000024,
52.099999999952615,
85.0899999999624,
129.22999999988247,
91.84999999991646,
205.56999999981304,
41.07999999996264,
4.6600000000016735,
206.40999999981227,
200.40999999981773,
157.86999999985642,
16.269999999985203,
102.31999999997089,
89.1499999999644,
97.14999999996849,
11.26999999998975,
23.4199999999787,
204.44999999981405,
251.36999999977138,
142.27999999997647
