365.3899999996677,
87.45999999992046,
183.8499999998328,
261.72999999982164,
128.60999999988303,
255.21999999985314,
80.93999999992639,
216.61999999980299,
169.59999999984575,
83.6799999999239,
187.70999999982928,
99.89999999990914,
359.58999999967295,
62.07999999994354,
261.57999999979904,
235.92999999978542,
206.99999999981173,
241.95999999978847,
384.4799999996503,
237.48999999978685,
188.9099999998282,
201.7599999998165,
99.89999999990914,
361.55999999967116,
205.67999999981294,
217.72999999980198,
148.91999999986456,
74.94999999993183,
99.89999999990914,
275.8899999998059,
120.64999999989027,
74.91999999993186,
9.819999999991069,
308.7199999998166,
4.430000000002266,
5.159999999995307,
23.589999999978545,
163.62999999985118,
345.8299999998141,
57.78999999994744,
150.7399999998629,
69.67999999993663,
292.5699999998149,
54.59999999995034,
241.95999999978847,
4.2700000000021845,
333.56999999981247,
129.6199999998821,
89.7199999999184,
6.700000000003428,
20.389999999981455,
120.64999999989027,
128.03999999999724,
403.9699999996326,
134.6999999998775,
186.63999999983025,
245.1099999998126,
139.99999999987267,
389.5299999996457,
93.77999999991471,
236.7399999997861,
334.50999999969576,
206.56999999981213,
4.920000000002517,
81.29999999992606,
136.6799999998757,
46.64999999995757,
119.99999999989086,
2.64999999999759,
396.2599999996396,
122.06999999988898,
186.63999999983025,
57.78999999994744,
9.180000000004696,
237.48999999978685,
2.3900000000012227,
47.799999999956526,
316.1199999998148,
403.9399999996326,
3.559999999996762,
93.77999999991471,
7.190000000003678,
130.88999999988096,
323.9499999998276,
173.46999999984223,
337.0699999998286,
6.700000000003428,
205.67999999981294,
82.58999999992488,
250.66999999979333,
51.71999999995296,
82.70999999992478,
128.04999999988354,
142.73999999987018,
5.2099999999952615,
163.62999999985118,
253.7299999997948,
120.64999999989027,
326.8999999998281,
263.7199999998227,
177.009999999839,
161.76999999985287,
359.58999999967295,
32.92999999997005,
142.73999999987018,
2.330000000001192,
8.759999999992033,
58.200000000016274,
192.0699999998253,
300.55999999981833,
288.80999999981265,
205.91999999981272,
3.559999999996762,
17.71000000000906,
282.6999999998097,
163.67999999985113,
290.80999999983146,
80.72999999992658,
15.449999999985948,
314.6099999998155,
171.64999999984389,
87.52999999992039,
101.75000000000125,
291.5999999998144,
159.05999999985534,
22.939999999979136,
118.02999999989265,
195.42999999982226,
403.9299999996326,
123.56999999988761,
188.9099999998282,
329.44999999981263,
81.29999999992606,
3.999999999996362,
351.3999999996804,
91.46999999991681,
27.180000000013905,
330.55999999981236,
384.4799999996503,
163.67999999985113,
392.2899999996432,
311.9899999998271,
101.55999999990763,
403.9399999996326,
243.7299999997897,
330.73999999982885,
210.73999999980833,
348.1499999998141,
88.95999999991909,
3.800000000001944,
6.700000000003428,
101.75000000000125,
375.51999999965847,
403.9799999997651,
70.99999999993543,
330.73999999982885,
403.9299999996326,
217.62999999980207,
194.56999999982304,
80.93999999992639,
183.75999999983287,
403.9299999996326,
9.38999999999146,
275.01999999982803,
316.1199999998148,
76.70999999993023,
275.8899999998059,
368.319999999665,
302.1899999998289,
88.95999999991909,
403.91999999972074,
3.6499999999966803,
2.3900000000012227,
121.47999999988951,
122.06999999988898,
271.61999999982686,
336.6899999998128,
392.6399999996429,
36.639999999966676,
4.920000000002517,
80.93999999992639,
131.79999999988013,
234.88999999978637,
73.0099999999336,
276.6899999998066,
245.1099999998126,
241.95999999978847,
3.999999999996362,
62.07999999994354,
265.7499999998237,
184.65999999983205,
203.78999999981465,
110.55999999989945,
158.78999999985558,
186.63999999983025,
320.7399999998142,
131.79999999988013,
297.7699999998301,
263.6299999998,
403.93999999976694
