,times,crashes
0,11.16,0.0
1,10.65,0.0
2,10.43,0.0
3,10.55,0.0
4,10.5,0.0
5,10.69,0.0
6,10.54,0.0
7,10.41,0.0
8,10.73,0.0
9,10.7,0.0
10,10.27,0.0
11,10.33,0.0
12,10.71,0.0
13,10.69,0.0
14,10.61,0.0
15,10.67,0.0
16,10.61,0.0
17,10.6,0.0
18,10.28,0.0
19,10.55,0.0
20,10.63,0.0
