"Step","kind-glitter-492 - position_x","kind-glitter-492 - position_x__MIN","kind-glitter-492 - position_x__MAX","restful-moon-491 - position_x","restful-moon-491 - position_x__MIN","restful-moon-491 - position_x__MAX"
"26","0.5885198370258213","0.5885198370258213","0.5885198370258213","0.6028026281960858","0.6028026281960858","0.6028026281960858"
"27","0.5724738293449314","0.5724738293449314","0.5724738293449314","0.5885464594589482","0.5885464594589482","0.5885464594589482"
"28","0.5559829540902437","0.5559829540902437","0.5559829540902437","0.5739137009880787","0.5739137009880787","0.5739137009880787"
"29","0.5390693222267335","0.5390693222267335","0.5390693222267335","0.5588542177359916","0.5588542177359916","0.5588542177359916"
"30","0.5217593033292178","0.5217593033292178","0.5217593033292178","0.5433208275138274","0.5433208275138274","0.5433208275138274"
"31","0.504084302955321","0.504084302955321","0.504084302955321","0.5272698971670086","0.5272698971670086","0.5272698971670086"
"32","0.48607941451322034","0.48607941451322034","0.48607941451322034","0.5106602513587615","0.5106602513587615","0.5106602513587615"
"33","0.46778318057240775","0.46778318057240775","0.46778318057240775","0.49345209083258823","0.49345209083258823","0.49345209083258823"
"34","0.4492370388249244","0.4492370388249244","0.4492370388249244","0.47569253375693443","0.47569253375693443","0.47569253375693443"
"35","0.4304862146345647","0.4304862146345647","0.4304862146345647","0.45742631711669873","0.45742631711669873","0.45742631711669873"
"36","0.41149383555973307","0.41149383555973307","0.41149383555973307","0.4386952064990154","0.4386952064990154","0.4386952064990154"
"37","0.3922256836465283","0.3922256836465283","0.3922256836465283","0.4195409528771728","0.4195409528771728","0.4195409528771728"
"38","0.372648645968512","0.372648645968512","0.372648645968512","0.4000062032856584","0.4000062032856584","0.4000062032856584"
"39","0.352730560621996","0.352730560621996","0.352730560621996","0.3801338520672303","0.3801338520672303","0.3801338520672303"
"40","0.33243894961186843","0.33243894961186843","0.33243894961186843","0.3598806764768715","0.3598806764768715","0.3598806764768715"
"41","0.3117406228620154","0.3117406228620154","0.3117406228620154","0.33920671546509956","0.33920671546509956","0.33920671546509956"
"42","0.2906009244445649","0.2906009244445649","0.2906009244445649","0.3180737137699839","0.3180737137699839","0.3180737137699839"
"43","0.268983446192725","0.268983446192725","0.268983446192725","0.296442785173835","0.296442785173835","0.296442785173835"
"44","0.24693989831697494","0.24693989831697494","0.24693989831697494","0.2743637879405485","0.2743637879405485","0.2743637879405485"
"45","0.22451643578400365","0.22451643578400365","0.22451643578400365","0.25179326384409495","0.25179326384409495","0.25179326384409495"
"46","0.2017572972947717","0.2017572972947717","0.2017572972947717","0.22877780069898115","0.22877780069898115","0.22877780069898115"
"47","0.17870670991108092","0.17870670991108092","0.17870670991108092","0.20536039501044448","0.20536039501044448","0.20536039501044448"
"48","0.1554109036218238","0.1554109036218238","0.1554109036218238","0.18158460576962698","0.18158460576962698","0.18158460576962698"
"49","0.13191908621765197","0.13191908621765197","0.13191908621765197","0.1574952290722479","0.1574952290722479","0.1574952290722479"
"50","0.10828429366898319","0.10828429366898319","0.10828429366898319","0.13313985430118647","0.13313985430118647","0.13313985430118647"
"51","0.08446968497844813","0.08446968497844813","0.08446968497844813","0.10847837952726858","0.10847837952726858","0.10847837952726858"
"52","0.06044303701647012","0.06044303701647012","0.06044303701647012","0.08347554859940429","0.08347554859940429","0.08347554859940429"
"53","0.036175166406980666","0.036175166406980666","0.036175166406980666","0.05809747180225097","0.05809747180225097","0.05809747180225097"
"54","0.011636202521792833","0.011636202521792833","0.011636202521792833","0.03230968228145488","0.03230968228145488","0.03230968228145488"
"55","-0.013206447672263852","-0.013206447672263852","-0.013206447672263852","0.006167372108876312","0.006167372108876312","0.006167372108876312"
"56","-0.03838885652472222","-0.03838885652472222","-0.03838885652472222","-0.02037228498894793","-0.02037228498894793","-0.02037228498894793"
"57","-0.0639516794005078","-0.0639516794005078","-0.0639516794005078","-0.04725905102727351","-0.04725905102727351","-0.04725905102727351"
"58","-0.08993969982243336","-0.08993969982243336","-0.08993969982243336","-0.07444641302507089","-0.07444641302507089","-0.07444641302507089"
"59","-0.11630525740606193","-0.11630525740606193","-0.11630525740606193","-0.10188835358558773","-0.10188835358558773","-0.10188835358558773"
"60","-0.14300866565430087","-0.14300866565430087","-0.14300866565430087","-0.12953728095841063","-0.12953728095841063","-0.12953728095841063"
"61","-0.17001297872230703","-0.17001297872230703","-0.17001297872230703","-0.15743623661296974","-0.15743623661296974","-0.15743623661296974"
"62","-0.19728080535992903","-0.19728080535992903","-0.19728080535992903","-0.18552773214234886","-0.18552773214234886","-0.18552773214234886"
"63","-0.2247719015097768","-0.2247719015097768","-0.2247719015097768","-0.21385034391457577","-0.21385034391457577","-0.21385034391457577"
"64","-0.25244137851621473","-0.25244137851621473","-0.25244137851621473","-0.24243765623275207","-0.24243765623275207","-0.24243765623275207"
"65","-0.2802387435492934","-0.2802387435492934","-0.2802387435492934","-0.2713228794267827","-0.2713228794267827","-0.2713228794267827"
"66","-0.3081067248661842","-0.3081067248661842","-0.3081067248661842","-0.30054084515984725","-0.30054084515984725","-0.30054084515984725"
"67","-0.33598215274399124","-0.33598215274399124","-0.33598215274399124","-0.3301294050845311","-0.3301294050845311","-0.3301294050845311"
"68","-0.3638971606000632","-0.3638971606000632","-0.3638971606000632","-0.36013197806271013","-0.36013197806271013","-0.36013197806271013"
"69","-0.3918737696033332","-0.3918737696033332","-0.3918737696033332","-0.39050135472147735","-0.39050135472147735","-0.39050135472147735"
"70","-0.4199306057052906","-0.4199306057052906","-0.4199306057052906","-0.42119932904373014","-0.42119932904373014","-0.42119932904373014"
"71","-0.4480873853823294","-0.4480873853823294","-0.4480873853823294","-0.4521904713378576","-0.4521904713378576","-0.4521904713378576"
"72","-0.4763679580573972","-0.4763679580573972","-0.4763679580573972","-0.4834381382425845","-0.4834381382425845","-0.4834381382425845"
"73","-0.5048017132585041","-0.5048017132585041","-0.5048017132585041","-0.5149024432532731","-0.5149024432532731","-0.5149024432532731"
"74","-0.5334250131930117","-0.5334250131930117","-0.5334250131930117","-0.5465388332552463","-0.5465388332552463","-0.5465388332552463"
"75","-0.5622812987478886","-0.5622812987478886","-0.5622812987478886","-0.578296774457523","-0.578296774457523","-0.578296774457523"
"76","-0.5914221334751172","-0.5914221334751172","-0.5914221334751172","-0.6101202102228231","-0.6101202102228231","-0.6101202102228231"
"77","-0.6209071893430826","-0.6209071893430826","-0.6209071893430826","-0.642046025386481","-0.642046025386481","-0.642046025386481"
"78","-0.6508035220553209","-0.6508035220553209","-0.6508035220553209","-0.6741003370504332","-0.6741003370504332","-0.6741003370504332"
"79","-0.6810791507548266","-0.6810791507548266","-0.6810791507548266","-0.7063048594070465","-0.7063048594070465","-0.7063048594070465"
"80","-0.7117129640410303","-0.7117129640410303","-0.7117129640410303","-0.7386811551187422","-0.7386811551187422","-0.7386811551187422"
"81","-0.7426876271598094","-0.7426876271598094","-0.7426876271598094","-0.7712541909445546","-0.7712541909445546","-0.7712541909445546"
"82","-0.7739842263310921","-0.7739842263310921","-0.7739842263310921","-0.8040538263293078","-0.8040538263293078","-0.8040538263293078"
"83","-0.8055806810401227","-0.8055806810401227","-0.8055806810401227","-0.8371170561586545","-0.8371170561586545","-0.8371170561586545"
"84","-0.8374486968638546","-0.8374486968638546","-0.8374486968638546","-0.8704877813018929","-0.8704877813018929","-0.8704877813018929"
"85","-0.8695518663580241","-0.8695518663580241","-0.8695518663580241","-0.904219200149806","-0.904219200149806","-0.904219200149806"
"86","-0.901844943707883","-0.901844943707883","-0.901844943707883","-0.938271848069788","-0.938271848069788","-0.938271848069788"
"87","-0.9342723756370725","-0.9342723756370725","-0.9342723756370725","-0.9726171615996927","-0.9726171615996927","-0.9726171615996927"
"88","-0.9667691366298442","-0.9667691366298442","-0.9667691366298442","-1.0072316670473183","-1.0072316670473183","-1.0072316670473183"
"89","-0.9992601347593748","-0.9992601347593748","-0.9992601347593748","-1.0420910524946105","-1.0420910524946105","-1.0420910524946105"
"90","-1.031769615474284","-1.031769615474284","-1.031769615474284","-1.077167039591921","-1.077167039591921","-1.077167039591921"
"91","-1.0643083473587285","-1.0643083473587285","-1.0643083473587285","-1.1124252786953066","-1.1124252786953066","-1.1124252786953066"
"92","-1.0968829131132312","-1.0968829131132312","-1.0968829131132312","-1.1478230904089133","-1.1478230904089133","-1.1478230904089133"
"93","-1.1294992402541764","-1.1294992402541764","-1.1294992402541764","-1.1833118821770077","-1.1833118821770077","-1.1833118821770077"
"94","-1.1621672947823063","-1.1621672947823063","-1.1621672947823063","-1.2188340691613728","-1.2188340691613728","-1.2188340691613728"
"95","-1.1949049742837416","-1.1949049742837416","-1.1949049742837416","-1.254321742507837","-1.254321742507837","-1.254321742507837"
"96","-1.2277388963489213","-1.2277388963489213","-1.2277388963489213","-1.2898029223788725","-1.2898029223788725","-1.2898029223788725"
"97","-1.2607058982451793","-1.2607058982451793","-1.2607058982451793","-1.3252926750847323","-1.3252926750847323","-1.3252926750847323"
"98","-1.2938532772547364","-1.2938532772547364","-1.2938532772547364","-1.3607994630756919","-1.3607994630756919","-1.3607994630756919"
"99","-1.3272400344866657","-1.3272400344866657","-1.3272400344866657","-1.3963314650330787","-1.3963314650330787","-1.3963314650330787"
"100","-1.3609363926747868","-1.3609363926747868","-1.3609363926747868","-1.4319002659009055","-1.4319002659009055","-1.4319002659009055"
"101","-1.3950233550160385","-1.3950233550160385","-1.3950233550160385","-1.4675235796949981","-1.4675235796949981","-1.4675235796949981"
"102","-1.4294793567562445","-1.4294793567562445","-1.4294793567562445","-1.5032285461377135","-1.5032285461377135","-1.5032285461377135"
"103","-1.4642962041243721","-1.4642962041243721","-1.4642962041243721","-1.5390519784590801","-1.5390519784590801","-1.5390519784590801"
"104","-1.4994721256966994","-1.4994721256966994","-1.4994721256966994","-1.575041598687336","-1.575041598687336","-1.575041598687336"
"105","-1.5350054408193443","-1.5350054408193443","-1.5350054408193443","-1.6112571297648304","-1.6112571297648304","-1.6112571297648304"
"106","-1.570889023253737","-1.570889023253737","-1.570889023253737","-1.6477691139332575","-1.6477691139332575","-1.6477691139332575"
"107","-1.6071092517508436","-1.6071092517508436","-1.6071092517508436","-1.6845492042533545","-1.6845492042533545","-1.6845492042533545"
"108","-1.643642903933853","-1.643642903933853","-1.643642903933853","-1.7215828463444178","-1.7215828463444178","-1.7215828463444178"
"109","-1.6804555513822284","-1.6804555513822284","-1.6804555513822284","-1.7588623979663807","-1.7588623979663807","-1.7588623979663807"
"110","-1.717500439330465","-1.717500439330465","-1.717500439330465","-1.79638081489012","-1.79638081489012","-1.79638081489012"
"111","-1.7547192154362141","-1.7547192154362141","-1.7547192154362141","-1.8341270418721254","-1.8341270418721254","-1.8341270418721254"
"112","-1.792041840730139","-1.792041840730139","-1.792041840730139","-1.872083229420545","-1.872083229420545","-1.872083229420545"
"113","-1.8293867051053954","-1.8293867051053954","-1.8293867051053954","-1.9102221684002911","-1.9102221684002911","-1.9102221684002911"
"114","-1.866658353625493","-1.866658353625493","-1.866658353625493","-1.9485050092726035","-1.9485050092726035","-1.9485050092726035"
"115","-1.9038635847113072","-1.9038635847113072","-1.9038635847113072","-1.9868830431143696","-1.9868830431143696","-1.9868830431143696"
"116","-1.9409935160786196","-1.9409935160786196","-1.9409935160786196","-2.025296138397376","-2.025296138397376","-2.025296138397376"
"117","-1.978033804471995","-1.978033804471995","-1.978033804471995","-2.0636707588152072","-2.0636707588152072","-2.0636707588152072"
"118","-2.0149678019447053","-2.0149678019447053","-2.0149678019447053","-2.1020331329130086","-2.1020331329130086","-2.1020331329130086"
"119","-2.051783622357782","-2.051783622357782","-2.051783622357782","-2.14039311818353","-2.14039311818353","-2.14039311818353"
"120","-2.0884773330633384","-2.0884773330633384","-2.0884773330633384","-2.178751980112912","-2.178751980112912","-2.178751980112912"
"121","-2.12505611691071","-2.12505611691071","-2.12505611691071","-2.217109171782466","-2.217109171782466","-2.217109171782466"
"122","-2.1615406858303787","-2.1615406858303787","-2.1615406858303787","-2.255466845462635","-2.255466845462635","-2.255466845462635"
"123","-2.197965179578408","-2.197965179578408","-2.197965179578408","-2.2938333881999204","-2.2938333881999204","-2.2938333881999204"
"124","-2.234379115363155","-2.234379115363155","-2.234379115363155","-2.332226386504562","-2.332226386504562","-2.332226386504562"
"125","-2.2708465800228668","-2.2708465800228668","-2.2708465800228668","-2.370674938027327","-2.370674938027327","-2.370674938027327"
"126","-2.307446768773236","-2.307446768773236","-2.307446768773236","-2.4092210714571585","-2.4092210714571585","-2.4092210714571585"
"127","-2.3442730903184636","-2.3442730903184636","-2.3442730903184636","-2.4479207087990678","-2.4479207087990678","-2.4479207087990678"
"128","-2.3814324999451224","-2.3814324999451224","-2.3814324999451224","-2.4868428702797556","-2.4868428702797556","-2.4868428702797556"
"129","-2.4189244320554684","-2.4189244320554684","-2.4189244320554684","-2.5260697105940677","-2.5260697105940677","-2.5260697105940677"
"130","-2.4567641128497764","-2.4567641128497764","-2.4567641128497764","-2.565580941091606","-2.565580941091606","-2.565580941091606"
"131","-2.4949751968868004","-2.4949751968868004","-2.4949751968868004","-2.6053734485257127","-2.6053734485257127","-2.6053734485257127"
"132","-2.533581070150314","-2.533581070150314","-2.533581070150314","-2.6454528076584842","-2.6454528076584842","-2.6454528076584842"
"133","-2.57259958783755","-2.57259958783755","-2.57259958783755","-2.6858267624781256","-2.6858267624781256","-2.6858267624781256"
"134","-2.612039730314937","-2.612039730314937","-2.612039730314937","-2.726499103842392","-2.726499103842392","-2.726499103842392"
"135","-2.651899925995286","-2.651899925995286","-2.651899925995286","-2.767466442333261","-2.767466442333261","-2.767466442333261"
"136","-2.6921633949770425","-2.6921633949770425","-2.6921633949770425","-2.808715622237465","-2.808715622237465","-2.808715622237465"
"137","-2.732799250778222","-2.732799250778222","-2.732799250778222","-2.850219977299138","-2.850219977299138","-2.850219977299138"
"138","-2.7737621129237278","-2.7737621129237278","-2.7737621129237278","-2.891940137007016","-2.891940137007016","-2.891940137007016"
"139","-2.8149917968856637","-2.8149917968856637","-2.8149917968856637","-2.9338243977245178","-2.9338243977245178","-2.9338243977245178"
"140","-2.8564136980544665","-2.8564136980544665","-2.8564136980544665","-2.975806259401497","-2.975806259401497","-2.975806259401497"
"141","-2.897937345541204","-2.897937345541204","-2.897937345541204","-3.0178049612274944","-3.0178049612274944","-3.0178049612274944"
"142","-2.93945589772844","-2.93945589772844","-2.93945589772844","-3.0598421873767236","-3.0598421873767236","-3.0598421873767236"
"143","-2.9809682666904505","-2.9809682666904505","-2.9809682666904505","-3.1019207760782725","-3.1019207760782725","-3.1019207760782725"
"144","-3.0224564166013876","-3.0224564166013876","-3.0224564166013876","-3.144032167314514","-3.144032167314514","-3.144032167314514"
"145","-3.0638909579446474","-3.0638909579446474","-3.0638909579446474","-3.1861644767543216","-3.1861644767543216","-3.1861644767543216"
"146","-3.105240987791733","-3.105240987791733","-3.105240987791733","-3.2283080441653604","-3.2283080441653604","-3.2283080441653604"
"147","-3.146478025203085","-3.146478025203085","-3.146478025203085","-3.2704594684543675","-3.2704594684543675","-3.2704594684543675"
"148","-3.1875813631070815","-3.1875813631070815","-3.1875813631070815","-3.312624770357273","-3.312624770357273","-3.312624770357273"
"149","-3.228541607864836","-3.228541607864836","-3.228541607864836","-3.3548218511326864","-3.3548218511326864","-3.3548218511326864"
"150","-3.2693638542052335","-3.2693638542052335","-3.2693638542052335","-3.3970828378397075","-3.3970828378397075","-3.3970828378397075"
"151","-3.310069001770028","-3.310069001770028","-3.310069001770028","-3.4394550224198706","-3.4394550224198706","-3.4394550224198706"
"152","-3.3506935165680187","-3.3506935165680187","-3.3506935165680187","-3.482000832109394","-3.482000832109394","-3.482000832109394"
"153","-3.3912920634496757","-3.3912920634496757","-3.3912920634496757","-3.524797839293233","-3.524797839293233","-3.524797839293233"
"154","-3.431936288838974","-3.431936288838974","-3.431936288838974","-3.5678211002997657","-3.5678211002997657","-3.5678211002997657"
"155","-3.4727156284356564","-3.4727156284356564","-3.4727156284356564","-3.6110658264238125","-3.6110658264238125","-3.6110658264238125"
"156","-3.513736034662906","-3.513736034662906","-3.513736034662906","-3.65453794343106","-3.65453794343106","-3.65453794343106"
"157","-3.555119235620242","-3.555119235620242","-3.555119235620242","-3.6982482476705334","-3.6982482476705334","-3.6982482476705334"
"158","-3.5968777807693426","-3.5968777807693426","-3.5968777807693426","-3.7422045938428896","-3.7422045938428896","-3.7422045938428896"
"159","-3.639042760279199","-3.639042760279199","-3.639042760279199","-3.7864087807383338","-3.7864087807383338","-3.7864087807383338"
"160","-3.681653754819753","-3.681653754819753","-3.681653754819753","-3.830853738846773","-3.830853738846773","-3.830853738846773"
"161","-3.7247513689551686","-3.7247513689551686","-3.7247513689551686","-3.875518573400382","-3.875518573400382","-3.875518573400382"
"162","-3.768373141680157","-3.768373141680157","-3.768373141680157","-3.9203699492833515","-3.9203699492833515","-3.9203699492833515"
"163","-3.8125457716569686","-3.8125457716569686","-3.8125457716569686","-3.965360758951265","-3.965360758951265","-3.965360758951265"
"164","-3.8572874674665747","-3.8572874674665747","-3.8572874674665747","-4.010428635293026","-4.010428635293026","-4.010428635293026"
"165","-3.902600896003132","-3.902600896003132","-3.902600896003132","-4.0554954511254815","-4.0554954511254815","-4.0554954511254815"
"166","-3.948473024966386","-3.948473024966386","-3.948473024966386","-4.100587173197094","-4.100587173197094","-4.100587173197094"
"167","-3.9948747206721067","-3.9948747206721067","-3.9948747206721067","-4.145709112279772","-4.145709112279772","-4.145709112279772"
"168","-4.041756456953321","-4.041756456953321","-4.041756456953321","-4.190853257178024","-4.190853257178024","-4.190853257178024"
"169","-4.089050214500747","-4.089050214500747","-4.089050214500747","-4.236006571937274","-4.236006571937274","-4.236006571937274"
"170","-4.13667348303521","-4.13667348303521","-4.13667348303521","-4.281156858662215","-4.281156858662215","-4.281156858662215"
"171","-4.184527508749396","-4.184527508749396","-4.184527508749396","-4.32629723984101","-4.32629723984101","-4.32629723984101"
"172","-4.2324977309806595","-4.2324977309806595","-4.2324977309806595","-4.371429596864348","-4.371429596864348","-4.371429596864348"
"173","-4.280454539849536","-4.280454539849536","-4.280454539849536","-4.416567910633223","-4.416567910633223","-4.416567910633223"
"174","-4.328372444275231","-4.328372444275231","-4.328372444275231","-4.461740224191185","-4.461740224191185","-4.461740224191185"
"175","-4.376088303358964","-4.376088303358964","-4.376088303358964","-4.506989498248358","-4.506989498248358","-4.506989498248358"
"176","-4.423552107025336","-4.423552107025336","-4.423552107025336","-4.552374157885599","-4.552374157885599","-4.552374157885599"
"177","-4.4707036788474595","-4.4707036788474595","-4.4707036788474595","-4.597965421225872","-4.597965421225872","-4.597965421225872"
"178","-4.5174784347834445","-4.5174784347834445","-4.5174784347834445","-4.643737623620435","-4.643737623620435","-4.643737623620435"
"179","-4.563813946424469","-4.563813946424469","-4.563813946424469","-4.689686869239661","-4.689686869239661","-4.689686869239661"
"180","-4.609655327526889","-4.609655327526889","-4.609655327526889","-4.735819492860597","-4.735819492860597","-4.735819492860597"
"181","-4.654959062154437","-4.654959062154437","-4.654959062154437","-4.782147942813326","-4.782147942813326","-4.782147942813326"
"182","-4.699697783612161","-4.699697783612161","-4.699697783612161","-4.828683583811001","-4.828683583811001","-4.828683583811001"
"183","-4.7438613196433375","-4.7438613196433375","-4.7438613196433375","-4.875430994086687","-4.875430994086687","-4.875430994086687"
"184","-4.787459100746177","-4.787459100746177","-4.787459100746177","-4.92238721713689","-4.92238721713689","-4.92238721713689"
"185","-4.83052080498157","-4.83052080498157","-4.83052080498157","-4.969535253586194","-4.969535253586194","-4.969535253586194"
"186","-4.873097167903189","-4.873097167903189","-4.873097167903189","-5.016845490339632","-5.016845490339632","-5.016845490339632"
"187","-4.915258826561336","-4.915258826561336","-4.915258826561336","-5.064275402467684","-5.064275402467684","-5.064275402467684"
"188","-4.957097480534453","-4.957097480534453","-4.957097480534453","-5.111765883974299","-5.111765883974299","-5.111765883974299"
"189","-4.998726854804338","-4.998726854804338","-4.998726854804338","-5.159241065416963","-5.159241065416963","-5.159241065416963"
"190","-5.040281355318185","-5.040281355318185","-5.040281355318185","-5.206730556342226","-5.206730556342226","-5.206730556342226"
"191","-5.08178311286629","-5.08178311286629","-5.08178311286629","-5.254241671881457","-5.254241671881457","-5.254241671881457"
"192","-5.1232763701260025","-5.1232763701260025","-5.1232763701260025","-5.301767731261384","-5.301767731261384","-5.301767731261384"
"193","-5.164818087491108","-5.164818087491108","-5.164818087491108","-5.349295175900941","-5.349295175900941","-5.349295175900941"
"194","-5.20646935389797","-5.20646935389797","-5.20646935389797","-5.3968104203916845","-5.3968104203916845","-5.3968104203916845"
"195","-5.2482882262900725","-5.2482882262900725","-5.2482882262900725","-5.444304231881666","-5.444304231881666","-5.444304231881666"
"196","-5.290324396069616","-5.290324396069616","-5.290324396069616","-5.491775842401007","-5.491775842401007","-5.491775842401007"
"197","-5.332614411954263","-5.332614411954263","-5.332614411954263","-5.539235867318419","-5.539235867318419","-5.539235867318419"
"198","-5.375179308965942","-5.375179308965942","-5.375179308965942","-5.586708478604865","-5.586708478604865","-5.586708478604865"
"199","-5.418022865279441","-5.418022865279441","-5.418022865279441","-5.63423336288572","-5.63423336288572","-5.63423336288572"
"200","-5.461129195505703","-5.461129195505703","-5.461129195505703","-5.681863312378947","-5.681863312378947","-5.681863312378947"
"201","-5.50445958286039","-5.50445958286039","-5.50445958286039","-5.729541874989376","-5.729541874989376","-5.729541874989376"
"202","-5.547957264892565","-5.547957264892565","-5.547957264892565","-5.777241668346517","-5.777241668346517","-5.777241668346517"
"203","-5.591545876026139","-5.591545876026139","-5.591545876026139","-5.824956740392842","-5.824956740392842","-5.824956740392842"
"204","-5.635258039086466","-5.635258039086466","-5.635258039086466","-5.8726880204417045","-5.8726880204417045","-5.8726880204417045"
"205","-5.679099166914419","-5.679099166914419","-5.679099166914419","-5.920432480502711","-5.920432480502711","-5.920432480502711"
"206","-5.723058418707243","-5.723058418707243","-5.723058418707243","-5.968183562889364","-5.968183562889364","-5.968183562889364"
"207","-5.7671168822256815","-5.7671168822256815","-5.7671168822256815","-6.015925628585859","-6.015925628585859","-6.015925628585859"
"208","-5.811253682910739","-5.811253682910739","-5.811253682910739","-6.063632100927139","-6.063632100927139","-6.063632100927139"
"209","-5.855452077457754","-5.855452077457754","-5.855452077457754","-6.111266797250245","-6.111266797250245","-6.111266797250245"
"210","-5.89970339005679","-5.89970339005679","-5.89970339005679","-6.15877899422877","-6.15877899422877","-6.15877899422877"
"211","-5.944010561323727","-5.944010561323727","-5.944010561323727","-6.206102475439638","-6.206102475439638","-6.206102475439638"
"212","-5.988390442803082","-5.988390442803082","-5.988390442803082","-6.253152799628794","-6.253152799628794","-6.253152799628794"
"213","-6.032875375257147","-6.032875375257147","-6.032875375257147","-6.2999545437425075","-6.2999545437425075","-6.2999545437425075"
"214","-6.077515967474016","-6.077515967474016","-6.077515967474016","-6.346508740924085","-6.346508740924085","-6.346508740924085"
"215","-6.122381223245373","-6.122381223245373","-6.122381223245373","-6.392802227235757","-6.392802227235757","-6.392802227235757"
"216","-6.167559291839249","-6.167559291839249","-6.167559291839249","-6.438815017725262","-6.438815017725262","-6.438815017725262"
"217","-6.213156664314997","-6.213156664314997","-6.213156664314997","-6.484526792388574","-6.484526792388574","-6.484526792388574"
"218","-6.259168058266394","-6.259168058266394","-6.259168058266394","-6.5299217290681995","-6.5299217290681995","-6.5299217290681995"
"219","-6.3056116330735215","-6.3056116330735215","-6.3056116330735215","-6.574993101881677","-6.574993101881677","-6.574993101881677"
"220","-6.352519220899289","-6.352519220899289","-6.352519220899289","-6.619746168777136","-6.619746168777136","-6.619746168777136"
"221","-6.399929411017943","-6.399929411017943","-6.399929411017943","-6.664201920851511","-6.664201920851511","-6.664201920851511"
"222","-6.447880378849316","-6.447880378849316","-6.447880378849316","-6.7083976863069115","-6.7083976863069115","-6.7083976863069115"
"223","-6.496401310458955","-6.496401310458955","-6.496401310458955","-6.752389045135357","-6.752389045135357","-6.752389045135357"
"224","-6.5455147412131724","-6.5455147412131724","-6.5455147412131724","-6.796250837639279","-6.796250837639279","-6.796250837639279"
"225","-6.59523034731137","-6.59523034731137","-6.59523034731137","-6.839944902427944","-6.839944902427944","-6.839944902427944"
"226","-6.645542205473558","-6.645542205473558","-6.645542205473558","-6.883458614946553","-6.883458614946553","-6.883458614946553"
"227","-6.696427090939012","-6.696427090939012","-6.696427090939012","-6.926795375902744","-6.926795375902744","-6.926795375902744"
"228","-6.747843044259483","-6.747843044259483","-6.747843044259483","-6.969965325364422","-6.969965325364422","-6.969965325364422"
