"Step","kind-glitter-492 - position_y","kind-glitter-492 - position_y__MIN","kind-glitter-492 - position_y__MAX","restful-moon-491 - position_y","restful-moon-491 - position_y__MIN","restful-moon-491 - position_y__MAX"
"1455","-34.65792743284008","-34.65792743284008","-34.65792743284008","-31.666688462635843","-31.666688462635843","-31.666688462635843"
"1456","-34.71091622739694","-34.71091622739694","-34.71091622739694","-31.687252456719182","-31.687252456719182","-31.687252456719182"
"1457","-34.7663258804497","-34.7663258804497","-34.7663258804497","-31.708071222128915","-31.708071222128915","-31.708071222128915"
"1458","-34.824113766427516","-34.824113766427516","-34.824113766427516","-31.729164198550098","-31.729164198550098","-31.729164198550098"
"1459","-34.88421289898848","-34.88421289898848","-34.88421289898848","-31.75053437886561","-31.75053437886561","-31.75053437886561"
"1460","-34.94653358749366","-34.94653358749366","-34.94653358749366","-31.77217351656312","-31.77217351656312","-31.77217351656312"
"1461","-35.01096512296465","-35.01096512296465","-35.01096512296465","-31.794070071006615","-31.794070071006615","-31.794070071006615"
"1462","-35.077378689752834","-35.077378689752834","-35.077378689752834","-31.816215227764598","-31.816215227764598","-31.816215227764598"
"1463","-35.145629894218274","-35.145629894218274","-35.145629894218274","-31.838608679780215","-31.838608679780215","-31.838608679780215"
"1464","-35.2155603188249","-35.2155603188249","-35.2155603188249","-31.86126281079281","-31.86126281079281","-31.86126281079281"
"1465","-35.28699834510064","-35.28699834510064","-35.28699834510064","-31.88420576575998","-31.88420576575998","-31.88420576575998"
"1466","-35.359766055073244","-35.359766055073244","-35.359766055073244","-31.907484686597964","-31.907484686597964","-31.907484686597964"
"1467","-35.43368233414031","-35.43368233414031","-35.43368233414031","-31.931167201909076","-31.931167201909076","-31.931167201909076"
"1468","-35.50865847154332","-35.50865847154332","-35.50865847154332","-31.955342671924136","-31.955342671924136","-31.955342671924136"
"1469","-35.58459400980041","-35.58459400980041","-35.58459400980041","-31.98012290369932","-31.98012290369932","-31.98012290369932"
"1470","-35.66138189477308","-35.66138189477308","-35.66138189477308","-32.00548804840916","-32.00548804840916","-32.00548804840916"
"1471","-35.73891743293827","-35.73891743293827","-35.73891743293827","-32.03144863071241","-32.03144863071241","-32.03144863071241"
"1472","-35.81709973033024","-35.81709973033024","-35.81709973033024","-32.0580350531607","-32.0580350531607","-32.0580350531607"
"1473","-35.89583971651595","-35.89583971651595","-35.89583971651595","-32.08528859179864","-32.08528859179864","-32.08528859179864"
"1474","-35.97505875953637","-35.97505875953637","-35.97505875953637","-32.113252745634455","-32.113252745634455","-32.113252745634455"
"1475","-36.054603635641065","-36.054603635641065","-36.054603635641065","-32.141967600108345","-32.141967600108345","-32.141967600108345"
"1476","-36.13443217485759","-36.13443217485759","-36.13443217485759","-32.17146349593867","-32.17146349593867","-32.17146349593867"
"1477","-36.21442320894222","-36.21442320894222","-36.21442320894222","-32.201756850957835","-32.201756850957835","-32.201756850957835"
"1478","-36.29456082912929","-36.29456082912929","-36.29456082912929","-32.2328469907628","-32.2328469907628","-32.2328469907628"
"1479","-36.37483552041638","-36.37483552041638","-36.37483552041638","-32.264715795830845","-32.264715795830845","-32.264715795830845"
"1480","-36.45524630983033","-36.45524630983033","-36.45524630983033","-32.29732317191947","-32.29732317191947","-32.29732317191947"
"1481","-36.53580327273057","-36.53580327273057","-36.53580327273057","-32.33060603059816","-32.33060603059816","-32.33060603059816"
"1482","-36.61653549428796","-36.61653549428796","-36.61653549428796","-32.3646264753326","-32.3646264753326","-32.3646264753326"
"1483","-36.697483168473475","-36.697483168473475","-36.697483168473475","-32.399417423710275","-32.399417423710275","-32.399417423710275"
"1484","-36.77861091173415","-36.77861091173415","-36.77861091173415","-32.43499155711425","-32.43499155711425","-32.43499155711425"
"1485","-36.85989737505954","-36.85989737505954","-36.85989737505954","-32.47134890915318","-32.47134890915318","-32.47134890915318"
"1486","-36.94133239564432","-36.94133239564432","-36.94133239564432","-32.50848365393779","-32.50848365393779","-32.50848365393779"
"1487","-37.022912676055256","-37.022912676055256","-37.022912676055256","-32.54639162293277","-32.54639162293277","-32.54639162293277"
"1488","-37.10463753387849","-37.10463753387849","-37.10463753387849","-32.58507395400207","-32.58507395400207","-32.58507395400207"
"1489","-37.18650548644959","-37.18650548644959","-37.18650548644959","-32.62454266728349","-32.62454266728349","-32.62454266728349"
"1490","-37.268511425984826","-37.268511425984826","-37.268511425984826","-32.66482454133279","-32.66482454133279","-32.66482454133279"
"1491","-37.35064448766245","-37.35064448766245","-37.35064448766245","-32.70596151983363","-32.70596151983363","-32.70596151983363"
"1492","-37.432885143838504","-37.432885143838504","-37.432885143838504","-32.748012391393395","-32.748012391393395","-32.748012391393395"
"1493","-37.51520338466822","-37.51520338466822","-37.51520338466822","-32.79091018434608","-32.79091018434608","-32.79091018434608"
"1494","-37.597557368336076","-37.597557368336076","-37.597557368336076","-32.834615472043225","-32.834615472043225","-32.834615472043225"
"1495","-37.679893570212805","-37.679893570212805","-37.679893570212805","-32.87910719704909","-32.87910719704909","-32.87910719704909"
"1496","-37.762148736516906","-37.762148736516906","-37.762148736516906","-32.92437482095226","-32.92437482095226","-32.92437482095226"
"1497","-37.844250845720076","-37.844250845720076","-37.844250845720076","-32.97041096995624","-32.97041096995624","-32.97041096995624"
"1498","-37.92619761053102","-37.92619761053102","-37.92619761053102","-33.0172059243598","-33.0172059243598","-33.0172059243598"
"1499","-38.00797064567477","-38.00797064567477","-38.00797064567477","-33.064744068379824","-33.064744068379824","-33.064744068379824"
"1500","-38.0894540304143","-38.0894540304143","-38.0894540304143","-33.11299822443878","-33.11299822443878","-33.11299822443878"
"1501","-38.170609089171464","-38.170609089171464","-38.170609089171464","-33.16192815582414","-33.16192815582414","-33.16192815582414"
"1502","-38.25139835523833","-38.25139835523833","-38.25139835523833","-33.2114787240572","-33.2114787240572","-33.2114787240572"
"1503","-38.33177589663487","-38.33177589663487","-38.33177589663487","-33.261576884358746","-33.261576884358746","-33.261576884358746"
"1504","-38.41169766259734","-38.41169766259734","-38.41169766259734","-33.312132562742285","-33.312132562742285","-33.312132562742285"
"1505","-38.49112187079886","-38.49112187079886","-38.49112187079886","-33.363173340778644","-33.363173340778644","-33.363173340778644"
"1506","-38.57001539454616","-38.57001539454616","-38.57001539454616","-33.414700768381486","-33.414700768381486","-33.414700768381486"
"1507","-38.64835402795475","-38.64835402795475","-38.64835402795475","-33.46670177936952","-33.46670177936952","-33.46670177936952"
"1508","-38.72612557395644","-38.72612557395644","-38.72612557395644","-33.519152387103574","-33.519152387103574","-33.519152387103574"
"1509","-38.80333149673446","-38.80333149673446","-38.80333149673446","-33.57202557689483","-33.57202557689483","-33.57202557689483"
"1510","-38.87998823098757","-38.87998823098757","-38.87998823098757","-33.62529835409502","-33.62529835409502","-33.62529835409502"
"1511","-38.95612800129156","-38.95612800129156","-38.95612800129156","-33.67895604724113","-33.67895604724113","-33.67895604724113"
"1512","-39.03179495717344","-39.03179495717344","-39.03179495717344","-33.732994499807965","-33.732994499807965","-33.732994499807965"
"1513","-39.107058387505184","-39.107058387505184","-39.107058387505184","-33.78742438416104","-33.78742438416104","-33.78742438416104"
"1514","-39.18200638678771","-39.18200638678771","-39.18200638678771","-33.842271528600456","-33.842271528600456","-33.842271528600456"
"1515","-39.2567485106417","-39.2567485106417","-39.2567485106417","-33.89744855252905","-33.89744855252905","-33.89744855252905"
"1516","-39.33130886551504","-39.33130886551504","-39.33130886551504","-33.95289325055819","-33.95289325055819","-33.95289325055819"
"1517","-39.40573381914403","-39.40573381914403","-39.40573381914403","-34.00856077390299","-34.00856077390299","-34.00856077390299"
"1518","-39.480084589719986","-39.480084589719986","-39.480084589719986","-34.06441680286657","-34.06441680286657","-34.06441680286657"
"1519","-39.554426274769924","-39.554426274769924","-39.554426274769924","-34.12043145070955","-34.12043145070955","-34.12043145070955"
"1520","-39.62893007607654","-39.62893007607654","-39.62893007607654","-34.176574043527125","-34.176574043527125","-34.176574043527125"
"1521","-39.70365366239387","-39.70365366239387","-39.70365366239387","-34.23280964745821","-34.23280964745821","-34.23280964745821"
"1522","-39.778655690450236","-39.778655690450236","-39.778655690450236","-34.28909454941936","-34.28909454941936","-34.28909454941936"
"1523","-39.85399032468435","-39.85399032468435","-39.85399032468435","-34.34537308662634","-34.34537308662634","-34.34537308662634"
"1524","-39.929699855478965","-39.929699855478965","-39.929699855478965","-34.40157354115791","-34.40157354115791","-34.40157354115791"
"1525","-40.00581641887008","-40.00581641887008","-40.00581641887008","-34.457610663859164","-34.457610663859164","-34.457610663859164"
"1526","-40.08235767238872","-40.08235767238872","-40.08235767238872","-34.51351909228886","-34.51351909228886","-34.51351909228886"
"1527","-40.159326263685074","-40.159326263685074","-40.159326263685074","-34.56930993384219","-34.56930993384219","-34.56930993384219"
"1528","-40.23671080600745","-40.23671080600745","-40.23671080600745","-34.62497888520005","-34.62497888520005","-34.62497888520005"
"1529","-40.31448211868741","-40.31448211868741","-40.31448211868741","-34.6805114867478","-34.6805114867478","-34.6805114867478"
"1530","-40.39259097030857","-40.39259097030857","-40.39259097030857","-34.735891314588265","-34.735891314588265","-34.735891314588265"
"1531","-40.47097655052619","-40.47097655052619","-40.47097655052619","-34.79110524842774","-34.79110524842774","-34.79110524842774"
"1532","-40.549560740260816","-40.549560740260816","-40.549560740260816","-34.84614679187121","-34.84614679187121","-34.84614679187121"
"1533","-40.628346393465435","-40.628346393465435","-40.628346393465435","-34.90102070825718","-34.90102070825718","-34.90102070825718"
"1534","-40.70731516625419","-40.70731516625419","-40.70731516625419","-34.955745148943386","-34.955745148943386","-34.955745148943386"
"1535","-40.7864366211916","-40.7864366211916","-40.7864366211916","-35.01035405700126","-35.01035405700126","-35.01035405700126"
"1536","-40.86567371570476","-40.86567371570476","-40.86567371570476","-35.06490157631426","-35.06490157631426","-35.06490157631426"
"1537","-40.94498860100751","-40.94498860100751","-40.94498860100751","-35.119460987274515","-35.119460987274515","-35.119460987274515"
"1538","-41.02434583147015","-41.02434583147015","-41.02434583147015","-35.17412626587105","-35.17412626587105","-35.17412626587105"
"1539","-41.10371491036159","-41.10371491036159","-41.10371491036159","-35.22901229473754","-35.22901229473754","-35.22901229473754"
"1540","-41.18307235208566","-41.18307235208566","-41.18307235208566","-35.28412110330357","-35.28412110330357","-35.28412110330357"
"1541","-41.26240437979986","-41.26240437979986","-41.26240437979986","-35.33948136409652","-35.33948136409652","-35.33948136409652"
"1542","-41.34170903614995","-41.34170903614995","-41.34170903614995","-35.39513860290929","-35.39513860290929","-35.39513860290929"
"1543","-41.42099565211722","-41.42099565211722","-41.42099565211722","-35.45114729532458","-35.45114729532458","-35.45114729532458"
"1544","-41.50028380940134","-41.50028380940134","-41.50028380940134","-35.50756403678993","-35.50756403678993","-35.50756403678993"
"1545","-41.579604246835494","-41.579604246835494","-41.579604246835494","-35.56444031454189","-35.56444031454189","-35.56444031454189"
"1546","-41.658990852996524","-41.658990852996524","-41.658990852996524","-35.62181919205538","-35.62181919205538","-35.62181919205538"
"1547","-41.738500973867694","-41.738500973867694","-41.738500973867694","-35.67973108620758","-35.67973108620758","-35.67973108620758"
"1548","-41.818212117434484","-41.818212117434484","-41.818212117434484","-35.7381877564505","-35.7381877564505","-35.7381877564505"
"1549","-41.89811884284013","-41.89811884284013","-41.89811884284013","-35.79718450696716","-35.79718450696716","-35.79718450696716"
"1550","-41.97823771500782","-41.97823771500782","-41.97823771500782","-35.85665382960274","-35.85665382960274","-35.85665382960274"
"1551","-42.05858960361558","-42.05858960361558","-42.05858960361558","-35.91664262392369","-35.91664262392369","-35.91664262392369"
"1552","-42.13921191096983","-42.13921191096983","-42.13921191096983","-35.977212355766326","-35.977212355766326","-35.977212355766326"
"1553","-42.22020771454437","-42.22020771454437","-42.22020771454437","-36.038429099124166","-36.038429099124166","-36.038429099124166"
"1554","-42.301730121791145","-42.301730121791145","-42.301730121791145","-36.100337153726386","-36.100337153726386","-36.100337153726386"
"1555","-42.383839764742035","-42.383839764742035","-42.383839764742035","-36.16296968244489","-36.16296968244489","-36.16296968244489"
"1556","-42.46659609313927","-42.46659609313927","-42.46659609313927","-36.226348018761215","-36.226348018761215","-36.226348018761215"
"1557","-42.55004137975913","-42.55004137975913","-42.55004137975913","-36.29051416463524","-36.29051416463524","-36.29051416463524"
"1558","-42.6341986925692","-42.6341986925692","-42.6341986925692","-36.355525018254426","-36.355525018254426","-36.355525018254426"
"1559","-42.719153627661534","-42.719153627661534","-42.719153627661534","-36.42144463264425","-36.42144463264425","-36.42144463264425"
"1560","-42.804896244896305","-42.804896244896305","-42.804896244896305","-36.48832832359479","-36.48832832359479","-36.48832832359479"
"1561","-42.89147741839322","-42.89147741839322","-42.89147741839322","-36.55623950927831","-36.55623950927831","-36.55623950927831"
"1562","-42.97886387701144","-42.97886387701144","-42.97886387701144","-36.62513549168081","-36.62513549168081","-36.62513549168081"
"1563","-43.06701782947824","-43.06701782947824","-43.06701782947824","-36.694992297299514","-36.694992297299514","-36.694992297299514"
"1564","-43.15589720004964","-43.15589720004964","-43.15589720004964","-36.76579748610414","-36.76579748610414","-36.76579748610414"
"1565","-43.245453891236025","-43.245453891236025","-43.245453891236025","-36.83754267870133","-36.83754267870133","-36.83754267870133"
"1566","-43.33563801035932","-43.33563801035932","-43.33563801035932","-36.91022084318049","-36.91022084318049","-36.91022084318049"
"1567","-43.42639300844716","-43.42639300844716","-43.42639300844716","-36.98381956181102","-36.98381956181102","-36.98381956181102"
"1568","-43.5176582928277","-43.5176582928277","-43.5176582928277","-37.0583212860886","-37.0583212860886","-37.0583212860886"
"1569","-43.60937003833551","-43.60937003833551","-43.60937003833551","-37.133696992402704","-37.133696992402704","-37.133696992402704"
"1570","-43.701458814734934","-43.701458814734934","-43.701458814734934","-37.2099071143521","-37.2099071143521","-37.2099071143521"
"1571","-43.79385751073955","-43.79385751073955","-43.79385751073955","-37.28690189782684","-37.28690189782684","-37.28690189782684"
"1572","-43.886542336708814","-43.886542336708814","-43.886542336708814","-37.36462177489559","-37.36462177489559","-37.36462177489559"
"1573","-43.97948593082372","-43.97948593082372","-43.97948593082372","-37.442992975627554","-37.442992975627554","-37.442992975627554"
"1574","-44.0726546475142","-44.0726546475142","-44.0726546475142","-37.52202398288559","-37.52202398288559","-37.52202398288559"
"1575","-44.16601793970941","-44.16601793970941","-44.16601793970941","-37.601706884653176","-37.601706884653176","-37.601706884653176"
"1576","-44.25955220360421","-44.25955220360421","-44.25955220360421","-37.6820214825446","-37.6820214825446","-37.6820214825446"
"1577","-44.35323525762948","-44.35323525762948","-44.35323525762948","-37.762941439072485","-37.762941439072485","-37.762941439072485"
"1578","-44.447042898706606","-44.447042898706606","-44.447042898706606","-37.84443928162413","-37.84443928162413","-37.84443928162413"
"1579","-44.540963434303215","-44.540963434303215","-44.540963434303215","-37.926492605199826","-37.926492605199826","-37.926492605199826"
"1580","-44.634989348423325","-44.634989348423325","-44.634989348423325","-38.00908248122545","-38.00908248122545","-38.00908248122545"
"1581","-44.7291160412476","-44.7291160412476","-44.7291160412476","-38.09219774831352","-38.09219774831352","-38.09219774831352"
"1582","-44.823337167542796","-44.823337167542796","-44.823337167542796","-38.17583632794154","-38.17583632794154","-38.17583632794154"
"1583","-44.91763207889506","-44.91763207889506","-44.91763207889506","-38.260004812236595","-38.260004812236595","-38.260004812236595"
"1584","-45.011985926797244","-45.011985926797244","-45.011985926797244","-38.344719965719406","-38.344719965719406","-38.344719965719406"
"1585","-45.106424681417","-45.106424681417","-45.106424681417","-38.42993023617176","-38.42993023617176","-38.42993023617176"
"1586","-45.20096601728753","-45.20096601728753","-45.20096601728753","-38.51560306535957","-38.51560306535957","-38.51560306535957"
"1587","-45.2956084743508","-45.2956084743508","-45.2956084743508","-38.601716241351504","-38.601716241351504","-38.601716241351504"
"1588","-45.39036054326287","-45.39036054326287","-45.39036054326287","-38.688253880644076","-38.688253880644076","-38.688253880644076"
"1589","-45.48523544160692","-45.48523544160692","-45.48523544160692","-38.77520291091285","-38.77520291091285","-38.77520291091285"
"1590","-45.58024150758304","-45.58024150758304","-45.58024150758304","-38.86254950591445","-38.86254950591445","-38.86254950591445"
"1591","-45.67538433318386","-45.67538433318386","-45.67538433318386","-38.950277424110986","-38.950277424110986","-38.950277424110986"
"1592","-45.77066666867046","-45.77066666867046","-45.77066666867046","-39.03836583473704","-39.03836583473704","-39.03836583473704"
"1593","-45.866088007959526","-45.866088007959526","-45.866088007959526","-39.126788434301965","-39.126788434301965","-39.126788434301965"
"1594","-45.96166094231917","-45.96166094231917","-45.96166094231917","-39.21551248433221","-39.21551248433221","-39.21551248433221"
"1595","-46.05738703423493","-46.05738703423493","-46.05738703423493","-39.3044979303732","-39.3044979303732","-39.3044979303732"
"1596","-46.153258125876626","-46.153258125876626","-46.153258125876626","-39.39369670313086","-39.39369670313086","-39.39369670313086"
"1597","-46.24924882743344","-46.24924882743344","-46.24924882743344","-39.483049581209364","-39.483049581209364","-39.483049581209364"
"1598","-46.34533589712525","-46.34533589712525","-46.34533589712525","-39.57254933801868","-39.57254933801868","-39.57254933801868"
"1599","-46.44149630807681","-46.44149630807681","-46.44149630807681","-39.66219762175704","-39.66219762175704","-39.66219762175704"
"1600","-46.537708364428035","-46.537708364428035","-46.537708364428035","-39.75198277743862","-39.75198277743862","-39.75198277743862"
"1601","-46.63394887179288","-46.63394887179288","-46.63394887179288","-39.84188747476685","-39.84188747476685","-39.84188747476685"
"1602","-46.7301970612585","-46.7301970612585","-46.7301970612585","-39.931889616839605","-39.931889616839605","-39.931889616839605"
"1603","-46.82643465472191","-46.82643465472191","-46.82643465472191","-40.02196960515264","-40.02196960515264","-40.02196960515264"
"1604","-46.922645578008726","-46.922645578008726","-46.922645578008726","-40.11211449196574","-40.11211449196574","-40.11211449196574"
"1605","-47.01881732619202","-47.01881732619202","-47.01881732619202","-40.20231494276564","-40.20231494276564","-40.20231494276564"
"1606","-47.11494332240352","-47.11494332240352","-47.11494332240352","-40.29256903701062","-40.29256903701062","-40.29256903701062"
"1607","-47.211022988546006","-47.211022988546006","-47.211022988546006","-40.38288339559015","-40.38288339559015","-40.38288339559015"
"1608","-47.307051254773384","-47.307051254773384","-47.307051254773384","-40.473273180175624","-40.473273180175624","-40.473273180175624"
"1609","-47.4030258848157","-47.4030258848157","-47.4030258848157","-40.56370277801573","-40.56370277801573","-40.56370277801573"
"1610","-47.498947541908","-47.498947541908","-47.498947541908","-40.65414853094395","-40.65414853094395","-40.65414853094395"
"1611","-47.594819459432316","-47.594819459432316","-47.594819459432316","-40.74459524882609","-40.74459524882609","-40.74459524882609"
"1612","-47.690645986027036","-47.690645986027036","-47.690645986027036","-40.83503296965396","-40.83503296965396","-40.83503296965396"
"1613","-47.78643482964542","-47.78643482964542","-47.78643482964542","-40.92545291798537","-40.92545291798537","-40.92545291798537"
"1614","-47.882193029717065","-47.882193029717065","-47.882193029717065","-41.01584607585884","-41.01584607585884","-41.01584607585884"
"1615","-47.97792561455217","-47.97792561455217","-47.97792561455217","-41.10620206344537","-41.10620206344537","-41.10620206344537"
"1616","-48.07363445862553","-48.07363445862553","-48.07363445862553","-41.19650625169907","-41.19650625169907","-41.19650625169907"
"1617","-48.16931925254893","-48.16931925254893","-48.16931925254893","-41.28673711800885","-41.28673711800885","-41.28673711800885"
"1618","-48.26497260775338","-48.26497260775338","-48.26497260775338","-41.37686352440372","-41.37686352440372","-41.37686352440372"
"1619","-48.36058444580461","-48.36058444580461","-48.36058444580461","-41.46685442319371","-41.46685442319371","-41.46685442319371"
"1620","-48.456144449491994","-48.456144449491994","-48.456144449491994","-41.55672641549696","-41.55672641549696","-41.55672641549696"
"1621","-48.55163554462205","-48.55163554462205","-48.55163554462205","-41.64649225914654","-41.64649225914654","-41.64649225914654"
"1622","-48.64703511081925","-48.64703511081925","-48.64703511081925","-41.73615810082076","-41.73615810082076","-41.73615810082076"
"1623","-48.74233983068427","-48.74233983068427","-48.74233983068427","-41.82572439862868","-41.82572439862868","-41.82572439862868"
"1624","-48.83754087759497","-48.83754087759497","-48.83754087759497","-41.91518711839188","-41.91518711839188","-41.91518711839188"
"1625","-48.93262456677449","-48.93262456677449","-48.93262456677449","-42.004544483119396","-42.004544483119396","-42.004544483119396"
"1626","-49.02757252042563","-49.02757252042563","-49.02757252042563","-42.09379475532146","-42.09379475532146","-42.09379475532146"
"1627","-49.12236531182011","-49.12236531182011","-49.12236531182011","-42.18294137099259","-42.18294137099259","-42.18294137099259"
"1628","-49.21698469027948","-49.21698469027948","-49.21698469027948","-42.27199186359354","-42.27199186359354","-42.27199186359354"
"1629","-49.31141172989165","-49.31141172989165","-49.31141172989165","-42.36096245916622","-42.36096245916622","-42.36096245916622"
"1630","-49.40562808284878","-49.40562808284878","-49.40562808284878","-42.44987715129231","-42.44987715129231","-42.44987715129231"
"1631","-49.499617098294465","-49.499617098294465","-49.499617098294465","-42.53877252820638","-42.53877252820638","-42.53877252820638"
"1632","-49.59336575042787","-49.59336575042787","-49.59336575042787","-42.62769228623697","-42.62769228623697","-42.62769228623697"
"1633","-49.68686774756599","-49.68686774756599","-49.68686774756599","-42.71669781190069","-42.71669781190069","-42.71669781190069"
"1634","-49.78012378096999","-49.78012378096999","-49.78012378096999","-42.805862247737366","-42.805862247737366","-42.805862247737366"
"1635","-49.873140699634675","-49.873140699634675","-49.873140699634675","-42.89526645483465","-42.89526645483465","-42.89526645483465"
"1636","-49.96592934630793","-49.96592934630793","-49.96592934630793","-42.984929754578886","-42.984929754578886","-42.984929754578886"
"1637","-50.058515454221144","-50.058515454221144","-50.058515454221144","-43.074884696027055","-43.074884696027055","-43.074884696027055"
"1638","-50.15093887996553","-50.15093887996553","-50.15093887996553","-43.165165740333585","-43.165165740333585","-43.165165740333585"
"1639","-50.24320189909524","-50.24320189909524","-50.24320189909524","-43.25581017814637","-43.25581017814637","-43.25581017814637"
"1640","-50.33531659932281","-50.33531659932281","-50.33531659932281","-43.34685031486535","-43.34685031486535","-43.34685031486535"
"1641","-50.427303252811704","-50.427303252811704","-50.427303252811704","-43.43831435589825","-43.43831435589825","-43.43831435589825"
"1642","-50.51918770881607","-50.51918770881607","-50.51918770881607","-43.53022078651159","-43.53022078651159","-43.53022078651159"
"1643","-50.61099876279859","-50.61099876279859","-50.61099876279859","-43.62258039699474","-43.62258039699474","-43.62258039699474"
"1644","-50.702763712132885","-50.702763712132885","-50.702763712132885","-43.715388659205715","-43.715388659205715","-43.715388659205715"
"1645","-50.79450671720931","-50.79450671720931","-50.79450671720931","-43.80863219376508","-43.80863219376508","-43.80863219376508"
"1646","-50.88624755690279","-50.88624755690279","-50.88624755690279","-43.90229524886475","-43.90229524886475","-43.90229524886475"
"1647","-50.977998615520434","-50.977998615520434","-50.977998615520434","-43.99634721250332","-43.99634721250332","-43.99634721250332"
"1648","-51.06976510517637","-51.06976510517637","-51.06976510517637","-44.09077905360881","-44.09077905360881","-44.09077905360881"
"1649","-51.16154504242939","-51.16154504242939","-51.16154504242939","-44.18560202564464","-44.18560202564464","-44.18560202564464"
"1650","-51.25332038382248","-51.25332038382248","-51.25332038382248","-44.280799438720265","-44.280799438720265","-44.280799438720265"
"1651","-51.34506701432553","-51.34506701432553","-51.34506701432553","-44.37634894896476","-44.37634894896476","-44.37634894896476"
"1652","-51.43675297615878","-51.43675297615878","-51.43675297615878","-44.47222520835096","-44.47222520835096","-44.47222520835096"
"1653","-51.5283438631734","-51.5283438631734","-51.5283438631734","-44.56840155591063","-44.56840155591063","-44.56840155591063"
"1654","-51.61979199126628","-51.61979199126628","-51.61979199126628","-44.664850658066285","-44.664850658066285","-44.664850658066285"
"1655","-51.71109421577257","-51.71109421577257","-51.71109421577257","-44.761547123924835","-44.761547123924835","-44.761547123924835"
"1656","-51.802235126589835","-51.802235126589835","-51.802235126589835","-44.85846486342526","-44.85846486342526","-44.85846486342526"
"1657","-51.89319097476693","-51.89319097476693","-51.89319097476693","-44.95557498639629","-44.95557498639629","-44.95557498639629"
"1658","-51.98393178639676","-51.98393178639676","-51.98393178639676","-45.05283561257278","-45.05283561257278","-45.05283561257278"
"1659","-52.07442358100262","-52.07442358100262","-52.07442358100262","-45.15021168911437","-45.15021168911437","-45.15021168911437"
"1660","-52.16463176181846","-52.16463176181846","-52.16463176181846","-45.247668901705644","-45.247668901705644","-45.247668901705644"
"1661","-52.254522348312975","-52.254522348312975","-52.254522348312975","-45.345175029380876","-45.345175029380876","-45.345175029380876"
"1662","-52.344066477275625","-52.344066477275625","-52.344066477275625","-45.44269878679104","-45.44269878679104","-45.44269878679104"
"1663","-52.43324284610221","-52.43324284610221","-52.43324284610221","-45.54020930690107","-45.54020930690107","-45.54020930690107"
"1664","-52.52203780890147","-52.52203780890147","-52.52203780890147","-45.63767788415875","-45.63767788415875","-45.63767788415875"
"1665","-52.61044595861234","-52.61044595861234","-52.61044595861234","-45.73507935797118","-45.73507935797118","-45.73507935797118"
"1666","-52.69847263492412","-52.69847263492412","-52.69847263492412","-45.832391759335536","-45.832391759335536","-45.832391759335536"
"1667","-52.786134164419366","-52.786134164419366","-52.786134164419366","-45.92959769139996","-45.92959769139996","-45.92959769139996"
"1668","-52.873453112959396","-52.873453112959396","-52.873453112959396","-46.026685383583754","-46.026685383583754","-46.026685383583754"
"1669","-52.96044062660955","-52.96044062660955","-52.96044062660955","-46.12364854102972","-46.12364854102972","-46.12364854102972"
"1670","-53.04713145584353","-53.04713145584353","-53.04713145584353","-46.2204877734108","-46.2204877734108","-46.2204877734108"
"1671","-53.13360709999091","-53.13360709999091","-53.13360709999091","-46.31718825882753","-46.31718825882753","-46.31718825882753"
"1672","-53.21989458274176","-53.21989458274176","-53.21989458274176","-46.41374398103553","-46.41374398103553","-46.41374398103553"
"1673","-53.306031103059766","-53.306031103059766","-53.306031103059766","-46.51015318937547","-46.51015318937547","-46.51015318937547"
"1674","-53.392070284237676","-53.392070284237676","-53.392070284237676","-46.60641635571032","-46.60641635571032","-46.60641635571032"
"1675","-53.47806578477234","-53.47806578477234","-53.47806578477234","-46.70253850039669","-46.70253850039669","-46.70253850039669"
"1676","-53.56406641584081","-53.56406641584081","-53.56406641584081","-46.79852124450237","-46.79852124450237","-46.79852124450237"
"1677","-53.650199590979014","-53.650199590979014","-53.650199590979014","-46.89436727827379","-46.89436727827379","-46.89436727827379"
"1678","-53.736505375816485","-53.736505375816485","-53.736505375816485","-46.99007478926539","-46.99007478926539","-46.99007478926539"
"1679","-53.82301934367915","-53.82301934367915","-53.82301934367915","-47.085644340243206","-47.085644340243206","-47.085644340243206"
"1680","-53.90977040056393","-53.90977040056393","-53.90977040056393","-47.181071867539785","-47.181071867539785","-47.181071867539785"
"1681","-53.99678042131256","-53.99678042131256","-53.99678042131256","-47.27634809073376","-47.27634809073376","-47.27634809073376"
"1682","-54.08406342380017","-54.08406342380017","-54.08406342380017","-47.3714934044368","-47.3714934044368","-47.3714934044368"
"1683","-54.17162218989173","-54.17162218989173","-54.17162218989173","-47.46652193737231","-47.46652193737231","-47.46652193737231"
"1684","-54.259448165404905","-54.259448165404905","-54.259448165404905","-47.56144219042903","-47.56144219042903","-47.56144219042903"
"1685","-54.34751985627889","-54.34751985627889","-54.34751985627889","-47.65625958181589","-47.65625958181589","-47.65625958181589"
"1686","-54.4357920648125","-54.4357920648125","-54.4357920648125","-47.75097837741117","-47.75097837741117","-47.75097837741117"
"1687","-54.524211074205404","-54.524211074205404","-54.524211074205404","-47.845602530737516","-47.845602530737516","-47.845602530737516"
"1688","-54.612737972514466","-54.612737972514466","-54.612737972514466","-47.94013756615172","-47.94013756615172","-47.94013756615172"
"1689","-54.70131132308178","-54.70131132308178","-54.70131132308178","-48.034591874515684","-48.034591874515684","-48.034591874515684"
