"Step","kind-glitter-492 - position_y","kind-glitter-492 - position_y__MIN","kind-glitter-492 - position_y__MAX","restful-moon-491 - position_y","restful-moon-491 - position_y__MIN","restful-moon-491 - position_y__MAX"
"66","-1.5460180793992624","-1.5460180793992624","-1.5460180793992624","-1.5036784220044714","-1.5036784220044714","-1.5036784220044714"
"67","-1.582464853222425","-1.582464853222425","-1.582464853222425","-1.5378510364757003","-1.5378510364757003","-1.5378510364757003"
"68","-1.6194989769050125","-1.6194989769050125","-1.6194989769050125","-1.5723102783132488","-1.5723102783132488","-1.5723102783132488"
"69","-1.657096566735025","-1.657096566735025","-1.657096566735025","-1.6070936701493488","-1.6070936701493488","-1.6070936701493488"
"70","-1.6952365589120677","-1.6952365589120677","-1.6952365589120677","-1.6422310659599433","-1.6422310659599433","-1.6422310659599433"
"71","-1.7338979074889567","-1.7338979074889567","-1.7338979074889567","-1.6777482622020115","-1.6777482622020115","-1.6777482622020115"
"72","-1.773057603444111","-1.773057603444111","-1.773057603444111","-1.7136702645990558","-1.7136702645990558","-1.7136702645990558"
"73","-1.8126883551301478","-1.8126883551301478","-1.8126883551301478","-1.750024284911087","-1.750024284911087","-1.750024284911087"
"74","-1.8527579615833707","-1.8527579615833707","-1.8527579615833707","-1.7868415969347156","-1.7868415969347156","-1.7868415969347156"
"75","-1.8932277915295657","-1.8932277915295657","-1.8932277915295657","-1.8241582817976194","-1.8241582817976194","-1.8241582817976194"
"76","-1.9340539055583712","-1.9340539055583712","-1.9340539055583712","-1.8620167187964975","-1.8620167187964975","-1.8620167187964975"
"77","-1.9751870922497694","-1.9751870922497694","-1.9751870922497694","-1.9003811544158002","-1.9003811544158002","-1.9003811544158002"
"78","-2.0165720924820514","-2.0165720924820514","-2.0165720924820514","-1.9392241586636154","-1.9392241586636154","-1.9392241586636154"
"79","-2.0582251538410157","-2.0582251538410157","-2.0582251538410157","-1.9785219227158097","-1.9785219227158097","-1.9785219227158097"
"80","-2.100155398283884","-2.100155398283884","-2.100155398283884","-2.018250382605333","-2.018250382605333","-2.018250382605333"
"81","-2.142368851765911","-2.142368851765911","-2.142368851765911","-2.058383120879251","-2.058383120879251","-2.058383120879251"
"82","-2.184871467417122","-2.184871467417122","-2.184871467417122","-2.098888580376904","-2.098888580376904","-2.098888580376904"
"83","-2.2276740269740283","-2.2276740269740283","-2.2276740269740283","-2.1397300685020073","-2.1397300685020073","-2.1397300685020073"
"84","-2.2707929862637792","-2.2707929862637792","-2.2707929862637792","-2.1808634246228107","-2.1808634246228107","-2.1808634246228107"
"85","-2.3142512115772305","-2.3142512115772305","-2.3142512115772305","-2.2222398437874284","-2.2222398437874284","-2.2222398437874284"
"86","-2.358078827827472","-2.358078827827472","-2.358078827827472","-2.2638912210880107","-2.2638912210880107","-2.2638912210880107"
"87","-2.402312386773593","-2.402312386773593","-2.402312386773593","-2.3058382482824196","-2.3058382482824196","-2.3058382482824196"
"88","-2.446995772597977","-2.446995772597977","-2.446995772597977","-2.348096992417986","-2.348096992417986","-2.348096992417986"
"89","-2.492179132575753","-2.492179132575753","-2.492179132575753","-2.390681829769509","-2.390681829769509","-2.390681829769509"
"90","-2.5378407558824305","-2.5378407558824305","-2.5378407558824305","-2.4336090721845434","-2.4336090721845434","-2.4336090721845434"
"91","-2.583967059408291","-2.583967059408291","-2.583967059408291","-2.4768995360487396","-2.4768995360487396","-2.4768995360487396"
"92","-2.630549993797003","-2.630549993797003","-2.630549993797003","-2.520579390258545","-2.520579390258545","-2.520579390258545"
"93","-2.6775805325810245","-2.6775805325810245","-2.6775805325810245","-2.5646843316957084","-2.5646843316957084","-2.5646843316957084"
"94","-2.7250465006559215","-2.7250465006559215","-2.7250465006559215","-2.609257531548963","-2.609257531548963","-2.609257531548963"
"95","-2.7729321434559138","-2.7729321434559138","-2.7729321434559138","-2.654348642388999","-2.654348642388999","-2.654348642388999"
"96","-2.8212146707497476","-2.8212146707497476","-2.8212146707497476","-2.6999302532617926","-2.6999302532617926","-2.6999302532617926"
"97","-2.8698637305275247","-2.8698637305275247","-2.8698637305275247","-2.745985293003806","-2.745985293003806","-2.745985293003806"
"98","-2.9188400739053666","-2.9188400739053666","-2.9188400739053666","-2.792500664501647","-2.792500664501647","-2.792500664501647"
"99","-2.96809745836401","-2.96809745836401","-2.96809745836401","-2.8394641229772555","-2.8394641229772555","-2.8394641229772555"
"100","-3.017582097794782","-3.017582097794782","-3.017582097794782","-2.8868606578376674","-2.8868606578376674","-2.8868606578376674"
"101","-3.0672328644458897","-3.0672328644458897","-3.0672328644458897","-2.9346697810113596","-2.9346697810113596","-2.9346697810113596"
"102","-3.1170593747256734","-3.1170593747256734","-3.1170593747256734","-2.982865900251724","-2.982865900251724","-2.982865900251724"
"103","-3.167060945408042","-3.167060945408042","-3.167060945408042","-3.0314155327350316","-3.0314155327350316","-3.0314155327350316"
"104","-3.2172331854230283","-3.2172331854230283","-3.2172331854230283","-3.0802775012289527","-3.0802775012289527","-3.0802775012289527"
"105","-3.2675715006029384","-3.2675715006029384","-3.2675715006029384","-3.1294041590827653","-3.1294041590827653","-3.1294041590827653"
"106","-3.3180730154394715","-3.3180730154394715","-3.3180730154394715","-3.178739359612632","-3.178739359612632","-3.178739359612632"
"107","-3.3687417568403157","-3.3687417568403157","-3.3687417568403157","-3.2283030177256986","-3.2283030177256986","-3.2283030177256986"
"108","-3.4195892345406285","-3.4195892345406285","-3.4195892345406285","-3.278102889449543","-3.278102889449543","-3.278102889449543"
"109","-3.4706354301788824","-3.4706354301788824","-3.4706354301788824","-3.328141477970605","-3.328141477970605","-3.328141477970605"
"110","-3.5219091810339194","-3.5219091810339194","-3.5219091810339194","-3.3784199528640113","-3.3784199528640113","-3.3784199528640113"
"111","-3.5734495905433183","-3.5734495905433183","-3.5734495905433183","-3.4289415298418198","-3.4289415298418198","-3.4289415298418198"
"112","-3.625305851054257","-3.625305851054257","-3.625305851054257","-3.4797146887448878","-3.4797146887448878","-3.4797146887448878"
"113","-3.677536757886097","-3.677536757886097","-3.677536757886097","-3.5307547584250933","-3.5307547584250933","-3.5307547584250933"
"114","-3.730207442755145","-3.730207442755145","-3.730207442755145","-3.582084418572846","-3.582084418572846","-3.582084418572846"
"115","-3.783309627640204","-3.783309627640204","-3.783309627640204","-3.633737197315557","-3.633737197315557","-3.633737197315557"
"116","-3.83684481905359","-3.83684481905359","-3.83684481905359","-3.6857566040982817","-3.6857566040982817","-3.6857566040982817"
"117","-3.890821344520655","-3.890821344520655","-3.890821344520655","-3.7381942278686426","-3.7381942278686426","-3.7381942278686426"
"118","-3.9452454248967164","-3.9452454248967164","-3.9452454248967164","-3.791027115544391","-3.791027115544391","-3.791027115544391"
"119","-4.000120531746888","-4.000120531746888","-4.000120531746888","-3.844243928580477","-3.844243928580477","-3.844243928580477"
"120","-4.055443922520481","-4.055443922520481","-4.055443922520481","-3.8978390689071474","-3.8978390689071474","-3.8978390689071474"
"121","-4.111205519117422","-4.111205519117422","-4.111205519117422","-3.951808835601366","-3.951808835601366","-3.951808835601366"
"122","-4.167387766520115","-4.167387766520115","-4.167387766520115","-4.006147360487063","-4.006147360487063","-4.006147360487063"
"123","-4.223962317398152","-4.223962317398152","-4.223962317398152","-4.060843511757547","-4.060843511757547","-4.060843511757547"
"124","-4.280892474801106","-4.280892474801106","-4.280892474801106","-4.115879184166384","-4.115879184166384","-4.115879184166384"
"125","-4.338131165227122","-4.338131165227122","-4.338131165227122","-4.171228600003528","-4.171228600003528","-4.171228600003528"
"126","-4.395622935221456","-4.395622935221456","-4.395622935221456","-4.226857804321075","-4.226857804321075","-4.226857804321075"
"127","-4.4533035645317645","-4.4533035645317645","-4.4533035645317645","-4.2827247948804","-4.2827247948804","-4.2827247948804"
"128","-4.511100826466625","-4.511100826466625","-4.511100826466625","-4.338777299354376","-4.338777299354376","-4.338777299354376"
"129","-4.569010891836935","-4.569010891836935","-4.569010891836935","-4.39495321982176","-4.39495321982176","-4.39495321982176"
"130","-4.627018441907886","-4.627018441907886","-4.627018441907886","-4.45126566808175","-4.45126566808175","-4.45126566808175"
"131","-4.685104429040247","-4.685104429040247","-4.685104429040247","-4.507715425243267","-4.507715425243267","-4.507715425243267"
"132","-4.743247587753928","-4.743247587753928","-4.743247587753928","-4.564296491644954","-4.564296491644954","-4.564296491644954"
"133","-4.801428528936665","-4.801428528936665","-4.801428528936665","-4.621001066141366","-4.621001066141366","-4.621001066141366"
"134","-4.8596335968211495","-4.8596335968211495","-4.8596335968211495","-4.67782222546667","-4.67782222546667","-4.67782222546667"
"135","-4.917858468801349","-4.917858468801349","-4.917858468801349","-4.734757949233369","-4.734757949233369","-4.734757949233369"
"136","-4.976106594523825","-4.976106594523825","-4.976106594523825","-4.791813741685224","-4.791813741685224","-4.791813741685224"
"137","-5.0343930277053115","-5.0343930277053115","-5.0343930277053115","-4.849002432873542","-4.849002432873542","-4.849002432873542"
"138","-5.092745276192234","-5.092745276192234","-5.092745276192234","-4.906347612940765","-4.906347612940765","-4.906347612940765"
"139","-5.151203406037263","-5.151203406037263","-5.151203406037263","-4.963885344960331","-4.963885344960331","-4.963885344960331"
"140","-5.209820202314772","-5.209820202314772","-5.209820202314772","-5.021662223825831","-5.021662223825831","-5.021662223825831"
"141","-5.268658974266561","-5.268658974266561","-5.268658974266561","-5.079735801232254","-5.079735801232254","-5.079735801232254"
"142","-5.327791888313077","-5.327791888313077","-5.327791888313077","-5.138089518958756","-5.138089518958756","-5.138089518958756"
"143","-5.387218654866813","-5.387218654866813","-5.387218654866813","-5.196720059544498","-5.196720059544498","-5.196720059544498"
"144","-5.446953180831759","-5.446953180831759","-5.446953180831759","-5.255629994946588","-5.255629994946588","-5.255629994946588"
"145","-5.50701352375732","-5.50701352375732","-5.50701352375732","-5.3148243001692315","-5.3148243001692315","-5.3148243001692315"
"146","-5.567420240354727","-5.567420240354727","-5.567420240354727","-5.374306588464169","-5.374306588464169","-5.374306588464169"
"147","-5.6281897743940865","-5.6281897743940865","-5.6281897743940865","-5.434075623554635","-5.434075623554635","-5.434075623554635"
"148","-5.689332557909676","-5.689332557909676","-5.689332557909676","-5.494122697072167","-5.494122697072167","-5.494122697072167"
"149","-5.750850901125279","-5.750850901125279","-5.750850901125279","-5.554429914511434","-5.554429914511434","-5.554429914511434"
"150","-5.812738682433952","-5.812738682433952","-5.812738682433952","-5.614970299223906","-5.614970299223906","-5.614970299223906"
"151","-5.874979497707547","-5.874979497707547","-5.874979497707547","-5.6757069132443805","-5.6757069132443805","-5.6757069132443805"
"152","-5.937543064321854","-5.937543064321854","-5.937543064321854","-5.736591358200858","-5.736591358200858","-5.736591358200858"
"153","-6.0003895628777375","-6.0003895628777375","-6.0003895628777375","-5.7975635328451","-5.7975635328451","-5.7975635328451"
"154","-6.063466830236062","-6.063466830236062","-6.063466830236062","-5.858641073541404","-5.858641073541404","-5.858641073541404"
"155","-6.126713346005587","-6.126713346005587","-6.126713346005587","-5.919827653957539","-5.919827653957539","-5.919827653957539"
"156","-6.190057180130833","-6.190057180130833","-6.190057180130833","-5.98111767091984","-5.98111767091984","-5.98111767091984"
"157","-6.253416916868766","-6.253416916868766","-6.253416916868766","-6.042503132480094","-6.042503132480094","-6.042503132480094"
"158","-6.316780085919946","-6.316780085919946","-6.316780085919946","-6.103974915214295","-6.103974915214295","-6.103974915214295"
"159","-6.3801216543107175","-6.3801216543107175","-6.3801216543107175","-6.165528003302213","-6.165528003302213","-6.165528003302213"
"160","-6.44340842808886","-6.44340842808886","-6.44340842808886","-6.227164724765985","-6.227164724765985","-6.227164724765985"
"161","-6.5066042914127316","-6.5066042914127316","-6.5066042914127316","-6.288894049700098","-6.288894049700098","-6.288894049700098"
"162","-6.56967681237575","-6.56967681237575","-6.56967681237575","-6.350736427894903","-6.350736427894903","-6.350736427894903"
"163","-6.632596280482232","-6.632596280482232","-6.632596280482232","-6.412724416129404","-6.412724416129404","-6.412724416129404"
"164","-6.695345394469723","-6.695345394469723","-6.695345394469723","-6.474902322811512","-6.474902322811512","-6.474902322811512"
"165","-6.757915709878704","-6.757915709878704","-6.757915709878704","-6.537326109360968","-6.537326109360968","-6.537326109360968"
"166","-6.820311028470086","-6.820311028470086","-6.820311028470086","-6.599977010716006","-6.599977010716006","-6.599977010716006"
"167","-6.8825491099942555","-6.8825491099942555","-6.8825491099942555","-6.6628511285799865","-6.6628511285799865","-6.6628511285799865"
"168","-6.944658696186104","-6.944658696186104","-6.944658696186104","-6.72595169978318","-6.72595169978318","-6.72595169978318"
"169","-7.006681849917681","-7.006681849917681","-7.006681849917681","-6.789285337828977","-6.789285337828977","-6.789285337828977"
"170","-7.068677266296228","-7.068677266296228","-7.068677266296228","-6.852858011801491","-6.852858011801491","-6.852858011801491"
"171","-7.130717747777819","-7.130717747777819","-7.130717747777819","-6.9166714597630445","-6.9166714597630445","-6.9166714597630445"
"172","-7.192889360343581","-7.192889360343581","-7.192889360343581","-6.980720161847695","-6.980720161847695","-6.980720161847695"
"173","-7.255290540031727","-7.255290540031727","-7.255290540031727","-7.044990343807812","-7.044990343807812","-7.044990343807812"
"174","-7.317940056918466","-7.317940056918466","-7.317940056918466","-7.1094584773702945","-7.1094584773702945","-7.1094584773702945"
"175","-7.380961347412805","-7.380961347412805","-7.380961347412805","-7.174089258357378","-7.174089258357378","-7.174089258357378"
"176","-7.444389698997028","-7.444389698997028","-7.444389698997028","-7.238834399893302","-7.238834399893302","-7.238834399893302"
"177","-7.508268472709919","-7.508268472709919","-7.508268472709919","-7.303625788011788","-7.303625788011788","-7.303625788011788"
"178","-7.572641148588218","-7.572641148588218","-7.572641148588218","-7.36849042506607","-7.36849042506607","-7.36849042506607"
"179","-7.637546817082161","-7.637546817082161","-7.637546817082161","-7.433438191643174","-7.433438191643174","-7.433438191643174"
"180","-7.703016926161907","-7.703016926161907","-7.703016926161907","-7.49846454123994","-7.49846454123994","-7.49846454123994"
"181","-7.769072148318465","-7.769072148318465","-7.769072148318465","-7.563561326360425","-7.563561326360425","-7.563561326360425"
"182","-7.835723494480193","-7.835723494480193","-7.835723494480193","-7.628719338460446","-7.628719338460446","-7.628719338460446"
"183","-7.902968689656258","-7.902968689656258","-7.902968689656258","-7.693930907014872","-7.693930907014872","-7.693930907014872"
"184","-7.970792816293246","-7.970792816293246","-7.970792816293246","-7.75919628836563","-7.75919628836563","-7.75919628836563"
"185","-8.039166998140555","-8.039166998140555","-8.039166998140555","-7.824521702969118","-7.824521702969118","-7.824521702969118"
"186","-8.108048952208545","-8.108048952208545","-8.108048952208545","-7.889924787418961","-7.889924787418961","-7.889924787418961"
"187","-8.177380140535004","-8.177380140535004","-8.177380140535004","-7.955436715056761","-7.955436715056761","-7.955436715056761"
"188","-8.247090183698013","-8.247090183698013","-8.247090183698013","-8.02110009666332","-8.02110009666332","-8.02110009666332"
"189","-8.31710247555266","-8.31710247555266","-8.31710247555266","-8.086969620797177","-8.086969620797177","-8.086969620797177"
"190","-8.38733427753813","-8.38733427753813","-8.38733427753813","-8.153024582431888","-8.153024582431888","-8.153024582431888"
"191","-8.457769448462571","-8.457769448462571","-8.457769448462571","-8.219259885180714","-8.219259885180714","-8.219259885180714"
"192","-8.528379349795443","-8.528379349795443","-8.528379349795443","-8.285679375418905","-8.285679375418905","-8.285679375418905"
"193","-8.599129163074736","-8.599129163074736","-8.599129163074736","-8.352290303702572","-8.352290303702572","-8.352290303702572"
"194","-8.669981774266502","-8.669981774266502","-8.669981774266502","-8.419100173630328","-8.419100173630328","-8.419100173630328"
"195","-8.740901078120473","-8.740901078120473","-8.740901078120473","-8.486112498118828","-8.486112498118828","-8.486112498118828"
"196","-8.81185539892856","-8.81185539892856","-8.81185539892856","-8.553324319951054","-8.553324319951054","-8.553324319951054"
"197","-8.88281938393403","-8.88281938393403","-8.88281938393403","-8.620723820048509","-8.620723820048509","-8.620723820048509"
"198","-8.9537771700578","-8.9537771700578","-8.9537771700578","-8.688288452198744","-8.688288452198744","-8.688288452198744"
"199","-9.024724560479353","-9.024724560479353","-9.024724560479353","-8.75598445936692","-8.75598445936692","-8.75598445936692"
"200","-9.095669105665937","-9.095669105665937","-9.095669105665937","-8.823758752734792","-8.823758752734792","-8.823758752734792"
"201","-9.166628399876389","-9.166628399876389","-9.166628399876389","-8.891632913293432","-8.891632913293432","-8.891632913293432"
"202","-9.23763629174025","-9.23763629174025","-9.23763629174025","-8.959625536056103","-8.959625536056103","-8.959625536056103"
"203","-9.308741155061751","-9.308741155061751","-9.308741155061751","-9.027755007990919","-9.027755007990919","-9.027755007990919"
"204","-9.379924513057649","-9.379924513057649","-9.379924513057649","-9.096031923998273","-9.096031923998273","-9.096031923998273"
"205","-9.451182280525217","-9.451182280525217","-9.451182280525217","-9.164457840162004","-9.164457840162004","-9.164457840162004"
"206","-9.522520629210458","-9.522520629210458","-9.522520629210458","-9.23303660520967","-9.23303660520967","-9.23303660520967"
"207","-9.59395142592914","-9.59395142592914","-9.59395142592914","-9.301775291064102","-9.301775291064102","-9.301775291064102"
"208","-9.665487194046625","-9.665487194046625","-9.665487194046625","-9.370687921049887","-9.370687921049887","-9.370687921049887"
"209","-9.737138746860891","-9.737138746860891","-9.737138746860891","-9.43980101003288","-9.43980101003288","-9.43980101003288"
"210","-9.808911502443454","-9.808911502443454","-9.808911502443454","-9.509151165287358","-9.509151165287358","-9.509151165287358"
"211","-9.880803327358501","-9.880803327358501","-9.880803327358501","-9.578786072124048","-9.578786072124048","-9.578786072124048"
"212","-9.95280191206436","-9.95280191206436","-9.95280191206436","-9.64876283471944","-9.64876283471944","-9.64876283471944"
"213","-10.02488248134886","-10.02488248134886","-10.02488248134886","-9.71906454938403","-9.71906454938403","-9.71906454938403"
"214","-10.097010512238914","-10.097010512238914","-10.097010512238914","-9.789688410799675","-9.789688410799675","-9.789688410799675"
"215","-10.169139699232376","-10.169139699232376","-10.169139699232376","-9.86064019629299","-9.86064019629299","-9.86064019629299"
"216","-10.2412129742924","-10.2412129742924","-10.2412129742924","-9.931929161649336","-9.931929161649336","-9.931929161649336"
"217","-10.31316070070126","-10.31316070070126","-10.31316070070126","-10.003564369626986","-10.003564369626986","-10.003564369626986"
"218","-10.384982038037446","-10.384982038037446","-10.384982038037446","-10.07555089748771","-10.07555089748771","-10.07555089748771"
"219","-10.456661009610622","-10.456661009610622","-10.456661009610622","-10.147888033076075","-10.147888033076075","-10.147888033076075"
"220","-10.528171660026791","-10.528171660026791","-10.528171660026791","-10.220566434176735","-10.220566434176735","-10.220566434176735"
"221","-10.59948460856009","-10.59948460856009","-10.59948460856009","-10.293569326845553","-10.293569326845553","-10.293569326845553"
"222","-10.670570043768667","-10.670570043768667","-10.670570043768667","-10.366868598932667","-10.366868598932667","-10.366868598932667"
"223","-10.741397208462809","-10.741397208462809","-10.741397208462809","-10.440425520488843","-10.440425520488843","-10.440425520488843"
"224","-10.811945834122092","-10.811945834122092","-10.811945834122092","-10.514191045676606","-10.514191045676606","-10.514191045676606"
"225","-10.882204492558206","-10.882204492558206","-10.882204492558206","-10.58818332239418","-10.58818332239418","-10.58818332239418"
"226","-10.952172320847957","-10.952172320847957","-10.952172320847957","-10.66240799110434","-10.66240799110434","-10.66240799110434"
