"Step","chocolate-eon-503 - position_x","chocolate-eon-503 - position_x__MIN","chocolate-eon-503 - position_x__MAX","kind-glitter-492 - position_x","kind-glitter-492 - position_x__MIN","kind-glitter-492 - position_x__MAX","restful-moon-491 - position_x","restful-moon-491 - position_x__MIN","restful-moon-491 - position_x__MAX"
"0","0.8004193444112082","0.8004193444112082","0.8004193444112082","0.8004193444112082","0.8004193444112082","0.8004193444112082","0.8004193444112082","0.8004193444112082","0.8004193444112082"
"1","0.7996635120616837","0.7996635120616837","0.7996635120616837","0.7996568730063861","0.7996568730063861","0.7996568730063861","0.7996650396847877","0.7996650396847877","0.7996650396847877"
"2","0.7984348519456304","0.7984348519456304","0.7984348519456304","0.7984103074846096","0.7984103074846096","0.7984103074846096","0.7984427151884478","0.7984427151884478","0.7984427151884478"
"3","0.7966941774598603","0.7966941774598603","0.7966941774598603","0.7966390282622049","0.7966390282622049","0.7966390282622049","0.7967131440540978","0.7967131440540978","0.7967131440540978"
"4","0.7944221161965447","0.7944221161965447","0.7944221161965447","0.7943220131523493","0.7943220131523493","0.7943220131523493","0.7944560942718959","0.7944560942718959","0.7944560942718959"
"5","0.7915984321682473","0.7915984321682473","0.7915984321682473","0.7914374263734268","0.7914374263734268","0.7914374263734268","0.7916511661675382","0.7916511661675382","0.7916511661675382"
"6","0.7882015853747799","0.7882015853747799","0.7882015853747799","0.7879622885095152","0.7879622885095152","0.7879622885095152","0.7882763241849033","0.7882763241849033","0.7882763241849033"
"7","0.7843282893671214","0.7843282893671214","0.7843282893671214","0.7839957549240555","0.7839957549240555","0.7839957549240555","0.7844287489344629","0.7844287489344629","0.7844287489344629"
"8","0.7798887481438193","0.7798887481438193","0.7798887481438193","0.7794466868643858","0.7794466868643858","0.7794466868643858","0.7800183507567044","0.7800183507567044","0.7800183507567044"
"9","0.7749719951025428","0.7749719951025428","0.7749719951025428","0.7743117950783436","0.7743117950783436","0.7743117950783436","0.7750451392225725","0.7750451392225725","0.7750451392225725"
"10","0.7695270971225491","0.7695270971225491","0.7695270971225491","0.768545364839332","0.768545364839332","0.768545364839332","0.7694649723824549","0.7694649723824549","0.7694649723824549"
"11","0.7635874566667391","0.7635874566667391","0.7635874566667391","0.7621382594351638","0.7621382594351638","0.7621382594351638","0.7632741397523852","0.7632741397523852","0.7632741397523852"
"12","0.7571271516874473","0.7571271516874473","0.7571271516874473","0.7550622722429916","0.7550622722429916","0.7550622722429916","0.7564477686441478","0.7564477686441478","0.7564477686441478"
"13","0.7501733862543122","0.7501733862543122","0.7501733862543122","0.7472972950975024","0.7472972950975024","0.7472972950975024","0.7489712146877696","0.7489712146877696","0.7489712146877696"
"14","0.7426927941930197","0.7426927941930197","0.7426927941930197","0.7388198121968048","0.7388198121968048","0.7388198121968048","0.740816850487693","0.740816850487693","0.740816850487693"
"15","0.7347202286073606","0.7347202286073606","0.7347202286073606","0.7296874158254767","0.7296874158254767","0.7296874158254767","0.7320391382728185","0.7320391382728185","0.7320391382728185"
"16","0.72630076782185","0.72630076782185","0.72630076782185","0.719873840555978","0.719873840555978","0.719873840555978","0.7226875211517119","0.7226875211517119","0.7226875211517119"
"17","0.7173781691664373","0.7173781691664373","0.7173781691664373","0.7094179457276649","0.7094179457276649","0.7094179457276649","0.71279488766857","0.71279488766857","0.71279488766857"
"18","0.7079831116640275","0.7079831116640275","0.7079831116640275","0.6983596563526469","0.6983596563526469","0.6983596563526469","0.7023881109815279","0.7023881109815279","0.7023881109815279"
"19","0.6981552997155992","0.6981552997155992","0.6981552997155992","0.6866480104773296","0.6866480104773296","0.6866480104773296","0.6914863634784317","0.6914863634784317","0.6914863634784317"
"20","0.6878392796848317","0.6878392796848317","0.6878392796848317","0.6743080830540046","0.6743080830540046","0.6743080830540046","0.6801063058133058","0.6801063058133058","0.6801063058133058"
"21","0.6770684512166646","0.6770684512166646","0.6770684512166646","0.6613677631232834","0.6613677631232834","0.6613677631232834","0.6682637381824137","0.6682637381824137","0.6682637381824137"
"22","0.6657927257830092","0.6657927257830092","0.6657927257830092","0.6478528075870479","0.6478528075870479","0.6478528075870479","0.6559759333483366","0.6559759333483366","0.6559759333483366"
"23","0.6540512664546725","0.6540512664546725","0.6540512664546725","0.6337875161887034","0.6337875161887034","0.6337875161887034","0.643262251744663","0.643262251744663","0.643262251744663"
"24","0.6418857547236043","0.6418857547236043","0.6418857547236043","0.6191963717900774","0.6191963717900774","0.6191963717900774","0.6301457179972625","0.6301457179972625","0.6301457179972625"
"25","0.629245814173317","0.629245814173317","0.629245814173317","0.604100444453269","0.604100444453269","0.604100444453269","0.616649971578822","0.616649971578822","0.616649971578822"
"26","0.6161706996407996","0.6161706996407996","0.6161706996407996","0.5885198370258213","0.5885198370258213","0.5885198370258213","0.6028026281960858","0.6028026281960858","0.6028026281960858"
"27","0.6026107420400242","0.6026107420400242","0.6026107420400242","0.5724738293449314","0.5724738293449314","0.5724738293449314","0.5885464594589482","0.5885464594589482","0.5885464594589482"
"28","0.5886079333424503","0.5886079333424503","0.5886079333424503","0.5559829540902437","0.5559829540902437","0.5559829540902437","0.5739137009880787","0.5739137009880787","0.5739137009880787"
"29","0.5741145970348803","0.5741145970348803","0.5741145970348803","0.5390693222267335","0.5390693222267335","0.5390693222267335","0.5588542177359916","0.5588542177359916","0.5588542177359916"
"30","0.5591750036719987","0.5591750036719987","0.5591750036719987","0.5217593033292178","0.5217593033292178","0.5217593033292178","0.5433208275138274","0.5433208275138274","0.5433208275138274"
"31","0.5437425049758884","0.5437425049758884","0.5437425049758884","0.504084302955321","0.504084302955321","0.504084302955321","0.5272698971670086","0.5272698971670086","0.5272698971670086"
"32","0.5278626451663394","0.5278626451663394","0.5278626451663394","0.48607941451322034","0.48607941451322034","0.48607941451322034","0.5106602513587615","0.5106602513587615","0.5106602513587615"
"33","0.511579382436949","0.511579382436949","0.511579382436949","0.46778318057240775","0.46778318057240775","0.46778318057240775","0.49345209083258823","0.49345209083258823","0.49345209083258823"
"34","0.4948451691946966","0.4948451691946966","0.4948451691946966","0.4492370388249244","0.4492370388249244","0.4492370388249244","0.47569253375693443","0.47569253375693443","0.47569253375693443"
"35","0.4777054195674806","0.4777054195674806","0.4777054195674806","0.4304862146345647","0.4304862146345647","0.4304862146345647","0.45742631711669873","0.45742631711669873","0.45742631711669873"
"36","0.46011425276245044","0.46011425276245044","0.46011425276245044","0.41149383555973307","0.41149383555973307","0.41149383555973307","0.4386952064990154","0.4386952064990154","0.4386952064990154"
"37","0.44211914524632623","0.44211914524632623","0.44211914524632623","0.3922256836465283","0.3922256836465283","0.3922256836465283","0.4195409528771728","0.4195409528771728","0.4195409528771728"
"38","0.4237661481776458","0.4237661481776458","0.4237661481776458","0.372648645968512","0.372648645968512","0.372648645968512","0.4000062032856584","0.4000062032856584","0.4000062032856584"
"39","0.4050095370809692","0.4050095370809692","0.4050095370809692","0.352730560621996","0.352730560621996","0.352730560621996","0.3801338520672303","0.3801338520672303","0.3801338520672303"
"40","0.38589922749568434","0.38589922749568434","0.38589922749568434","0.33243894961186843","0.33243894961186843","0.33243894961186843","0.3598806764768715","0.3598806764768715","0.3598806764768715"
"41","0.3664837686794624","0.3664837686794624","0.3664837686794624","0.3117406228620154","0.3117406228620154","0.3117406228620154","0.33920671546509956","0.33920671546509956","0.33920671546509956"
"42","0.3467187723265151","0.3467187723265151","0.3467187723265151","0.2906009244445649","0.2906009244445649","0.2906009244445649","0.3180737137699839","0.3180737137699839","0.3180737137699839"
"43","0.3266576725789011","0.3266576725789011","0.3266576725789011","0.268983446192725","0.268983446192725","0.268983446192725","0.296442785173835","0.296442785173835","0.296442785173835"
"44","0.306258253877146","0.306258253877146","0.306258253877146","0.24693989831697494","0.24693989831697494","0.24693989831697494","0.2743637879405485","0.2743637879405485","0.2743637879405485"
"45","0.285481776414479","0.285481776414479","0.285481776414479","0.22451643578400365","0.22451643578400365","0.22451643578400365","0.25179326384409495","0.25179326384409495","0.25179326384409495"
"46","0.2643849340799152","0.2643849340799152","0.2643849340799152","0.2017572972947717","0.2017572972947717","0.2017572972947717","0.22877780069898115","0.22877780069898115","0.22877780069898115"
"47","0.24292475657841037","0.24292475657841037","0.24292475657841037","0.17870670991108092","0.17870670991108092","0.17870670991108092","0.20536039501044448","0.20536039501044448","0.20536039501044448"
"48","0.22106046457322076","0.22106046457322076","0.22106046457322076","0.1554109036218238","0.1554109036218238","0.1554109036218238","0.18158460576962698","0.18158460576962698","0.18158460576962698"
"49","0.19884654035987073","0.19884654035987073","0.19884654035987073","0.13191908621765197","0.13191908621765197","0.13191908621765197","0.1574952290722479","0.1574952290722479","0.1574952290722479"
"50","0.17623684685926966","0.17623684685926966","0.17623684685926966","0.10828429366898319","0.10828429366898319","0.10828429366898319","0.13313985430118647","0.13313985430118647","0.13313985430118647"
"51","0.15328300569800496","0.15328300569800496","0.15328300569800496","0.08446968497844813","0.08446968497844813","0.08446968497844813","0.10847837952726858","0.10847837952726858","0.10847837952726858"
"52","0.12993633922513506","0.12993633922513506","0.12993633922513506","0.06044303701647012","0.06044303701647012","0.06044303701647012","0.08347554859940429","0.08347554859940429","0.08347554859940429"
"53","0.10624737117456251","0.10624737117456251","0.10624737117456251","0.036175166406980666","0.036175166406980666","0.036175166406980666","0.05809747180225097","0.05809747180225097","0.05809747180225097"
"54","0.0822636238030806","0.0822636238030806","0.0822636238030806","0.011636202521792833","0.011636202521792833","0.011636202521792833","0.03230968228145488","0.03230968228145488","0.03230968228145488"
"55","0.05793511000139288","0.05793511000139288","0.05793511000139288","-0.013206447672263852","-0.013206447672263852","-0.013206447672263852","0.006167372108876312","0.006167372108876312","0.006167372108876312"
"56","0.03331486037324992","0.03331486037324992","0.03331486037324992","-0.03838885652472222","-0.03838885652472222","-0.03838885652472222","-0.02037228498894793","-0.02037228498894793","-0.02037228498894793"
"57","0.008453959912256774","0.008453959912256774","0.008453959912256774","-0.0639516794005078","-0.0639516794005078","-0.0639516794005078","-0.04725905102727351","-0.04725905102727351","-0.04725905102727351"
"58","-0.016694206181831064","-0.016694206181831064","-0.016694206181831064","-0.08993969982243336","-0.08993969982243336","-0.08993969982243336","-0.07444641302507089","-0.07444641302507089","-0.07444641302507089"
"59","-0.042071347437817846","-0.042071347437817846","-0.042071347437817846","-0.11630525740606193","-0.11630525740606193","-0.11630525740606193","-0.10188835358558773","-0.10188835358558773","-0.10188835358558773"
"60","-0.06772060896608144","-0.06772060896608144","-0.06772060896608144","-0.14300866565430087","-0.14300866565430087","-0.14300866565430087","-0.12953728095841063","-0.12953728095841063","-0.12953728095841063"
"61","-0.09368084232594599","-0.09368084232594599","-0.09368084232594599","-0.17001297872230703","-0.17001297872230703","-0.17001297872230703","-0.15743623661296974","-0.15743623661296974","-0.15743623661296974"
"62","-0.11999071512745928","-0.11999071512745928","-0.11999071512745928","-0.19728080535992903","-0.19728080535992903","-0.19728080535992903","-0.18552773214234886","-0.18552773214234886","-0.18552773214234886"
"63","-0.14669080200877657","-0.14669080200877657","-0.14669080200877657","-0.2247719015097768","-0.2247719015097768","-0.2247719015097768","-0.21385034391457577","-0.21385034391457577","-0.21385034391457577"
"64","-0.17372506819776365","-0.17372506819776365","-0.17372506819776365","-0.25244137851621473","-0.25244137851621473","-0.25244137851621473","-0.24243765623275207","-0.24243765623275207","-0.24243765623275207"
"65","-0.20104553762924135","-0.20104553762924135","-0.20104553762924135","-0.2802387435492934","-0.2802387435492934","-0.2802387435492934","-0.2713228794267827","-0.2713228794267827","-0.2713228794267827"
"66","-0.22860719790123118","-0.22860719790123118","-0.22860719790123118","-0.3081067248661842","-0.3081067248661842","-0.3081067248661842","-0.30054084515984725","-0.30054084515984725","-0.30054084515984725"
"67","-0.2563642838001953","-0.2563642838001953","-0.2563642838001953","-0.33598215274399124","-0.33598215274399124","-0.33598215274399124","-0.3301294050845311","-0.3301294050845311","-0.3301294050845311"
"68","-0.2842682613872653","-0.2842682613872653","-0.2842682613872653","-0.3638971606000632","-0.3638971606000632","-0.3638971606000632","-0.36013197806271013","-0.36013197806271013","-0.36013197806271013"
"69","-0.31226575853257327","-0.31226575853257327","-0.31226575853257327","-0.3918737696033332","-0.3918737696033332","-0.3918737696033332","-0.39050135472147735","-0.39050135472147735","-0.39050135472147735"
"70","-0.3404014122956904","-0.3404014122956904","-0.3404014122956904","-0.4199306057052906","-0.4199306057052906","-0.4199306057052906","-0.42119932904373014","-0.42119932904373014","-0.42119932904373014"
"71","-0.3687099460381607","-0.3687099460381607","-0.3687099460381607","-0.4480873853823294","-0.4480873853823294","-0.4480873853823294","-0.4521904713378576","-0.4521904713378576","-0.4521904713378576"
"72","-0.39722194359942653","-0.39722194359942653","-0.39722194359942653","-0.4763679580573972","-0.4763679580573972","-0.4763679580573972","-0.4834381382425845","-0.4834381382425845","-0.4834381382425845"
"73","-0.4259673671719355","-0.4259673671719355","-0.4259673671719355","-0.5048017132585041","-0.5048017132585041","-0.5048017132585041","-0.5149024432532731","-0.5149024432532731","-0.5149024432532731"
"74","-0.4549804253697801","-0.4549804253697801","-0.4549804253697801","-0.5334250131930117","-0.5334250131930117","-0.5334250131930117","-0.5465388332552463","-0.5465388332552463","-0.5465388332552463"
"75","-0.4843003896025482","-0.4843003896025482","-0.4843003896025482","-0.5622812987478886","-0.5622812987478886","-0.5622812987478886","-0.578296774457523","-0.578296774457523","-0.578296774457523"
"76","-0.5138679785783131","-0.5138679785783131","-0.5138679785783131","-0.5914221334751172","-0.5914221334751172","-0.5914221334751172","-0.6101202102228231","-0.6101202102228231","-0.6101202102228231"
"77","-0.543635166610442","-0.543635166610442","-0.543635166610442","-0.6209071893430826","-0.6209071893430826","-0.6209071893430826","-0.642046025386481","-0.642046025386481","-0.642046025386481"
"78","-0.5735580562734652","-0.5735580562734652","-0.5735580562734652","-0.6508035220553209","-0.6508035220553209","-0.6508035220553209","-0.6741003370504332","-0.6741003370504332","-0.6741003370504332"
"79","-0.6035932506792161","-0.6035932506792161","-0.6035932506792161","-0.6810791507548266","-0.6810791507548266","-0.6810791507548266","-0.7063048594070465","-0.7063048594070465","-0.7063048594070465"
"80","-0.6336941893594046","-0.6336941893594046","-0.6336941893594046","-0.7117129640410303","-0.7117129640410303","-0.7117129640410303","-0.7386811551187422","-0.7386811551187422","-0.7386811551187422"
"81","-0.6639159760250666","-0.6639159760250666","-0.6639159760250666","-0.7426876271598094","-0.7426876271598094","-0.7426876271598094","-0.7712541909445546","-0.7712541909445546","-0.7712541909445546"
"82","-0.6941963534860962","-0.6941963534860962","-0.6941963534860962","-0.7739842263310921","-0.7739842263310921","-0.7739842263310921","-0.8040538263293078","-0.8040538263293078","-0.8040538263293078"
"83","-0.7245803373734109","-0.7245803373734109","-0.7245803373734109","-0.8055806810401227","-0.8055806810401227","-0.8055806810401227","-0.8371170561586545","-0.8371170561586545","-0.8371170561586545"
"84","-0.755106222131511","-0.755106222131511","-0.755106222131511","-0.8374486968638546","-0.8374486968638546","-0.8374486968638546","-0.8704877813018929","-0.8704877813018929","-0.8704877813018929"
"85","-0.7858106273721837","-0.7858106273721837","-0.7858106273721837","-0.8695518663580241","-0.8695518663580241","-0.8695518663580241","-0.904219200149806","-0.904219200149806","-0.904219200149806"
