"Step","chocolate-eon-503 - position_y","chocolate-eon-503 - position_y__MIN","chocolate-eon-503 - position_y__MAX","kind-glitter-492 - position_y","kind-glitter-492 - position_y__MIN","kind-glitter-492 - position_y__MAX","restful-moon-491 - position_y","restful-moon-491 - position_y__MIN","restful-moon-491 - position_y__MAX"
"32","-0.6249480191665227","-0.6249480191665227","-0.6249480191665227","-0.6003209757273142","-0.6003209757273142","-0.6003209757273142","-0.6033016103060365","-0.6033016103060365","-0.6033016103060365"
"33","-0.6452683712327079","-0.6452683712327079","-0.6452683712327079","-0.6193025794224907","-0.6193025794224907","-0.6193025794224907","-0.6223415690654635","-0.6223415690654635","-0.6223415690654635"
"34","-0.666093896122559","-0.666093896122559","-0.666093896122559","-0.6389676098195374","-0.6389676098195374","-0.6389676098195374","-0.6417783836300576","-0.6417783836300576","-0.6417783836300576"
"35","-0.6874543680499179","-0.6874543680499179","-0.6874543680499179","-0.6593444769136989","-0.6593444769136989","-0.6593444769136989","-0.6616447984083689","-0.6616447984083689","-0.6616447984083689"
"36","-0.7093053105559234","-0.7093053105559234","-0.7093053105559234","-0.6803832219352295","-0.6803832219352295","-0.6803832219352295","-0.6819727343377219","-0.6819727343377219","-0.6819727343377219"
"37","-0.7316771931397338","-0.7316771931397338","-0.7316771931397338","-0.7020405849749629","-0.7020405849749629","-0.7020405849749629","-0.7027922732214559","-0.7027922732214559","-0.7027922732214559"
"38","-0.7546000094674933","-0.7546000094674933","-0.7546000094674933","-0.724278231298469","-0.724278231298469","-0.724278231298469","-0.72413267669724","-0.72413267669724","-0.72413267669724"
"39","-0.7780298004001059","-0.7780298004001059","-0.7780298004001059","-0.7470597087781208","-0.7470597087781208","-0.7470597087781208","-0.7460244843233802","-0.7460244843233802","-0.7460244843233802"
"40","-0.801998260478035","-0.801998260478035","-0.801998260478035","-0.77034926020431","-0.77034926020431","-0.77034926020431","-0.7684187738639415","-0.7684187738639415","-0.7684187738639415"
"41","-0.82653681126139","-0.82653681126139","-0.82653681126139","-0.79411021001108","-0.79411021001108","-0.79411021001108","-0.7912712024274249","-0.7912712024274249","-0.7912712024274249"
"42","-0.8516035373890443","-0.8516035373890443","-0.8516035373890443","-0.8183043509492649","-0.8183043509492649","-0.8183043509492649","-0.8145393298557522","-0.8145393298557522","-0.8145393298557522"
"43","-0.8772323339425709","-0.8772323339425709","-0.8772323339425709","-0.8428911558058014","-0.8428911558058014","-0.8428911558058014","-0.8381820496770962","-0.8381820496770962","-0.8381820496770962"
"44","-0.9033831414172732","-0.9033831414172732","-0.9033831414172732","-0.867907544722629","-0.867907544722629","-0.867907544722629","-0.8622377563899943","-0.8622377563899943","-0.8622377563899943"
"45","-0.9300171168934839","-0.9300171168934839","-0.9300171168934839","-0.8933865344252585","-0.8933865344252585","-0.8933865344252585","-0.8866596813958542","-0.8866596813958542","-0.8866596813958542"
"46","-0.9571697174297122","-0.9571697174297122","-0.9571697174297122","-0.9193594716244917","-0.9193594716244917","-0.9193594716244917","-0.9114838502972432","-0.9114838502972432","-0.9114838502972432"
"47","-0.9848008061066188","-0.9848008061066188","-0.9848008061066188","-0.9458581664550669","-0.9458581664550669","-0.9458581664550669","-0.9367441195248035","-0.9367441195248035","-0.9367441195248035"
"48","-1.0128705698518252","-1.0128705698518252","-1.0128705698518252","-0.9729155348050348","-0.9729155348050348","-0.9729155348050348","-0.9624726786806084","-0.9624726786806084","-0.9624726786806084"
"49","-1.0414136636221987","-1.0414136636221987","-1.0414136636221987","-1.0005663494729888","-1.0005663494729888","-1.0005663494729888","-0.9887025528531517","-0.9887025528531517","-0.9887025528531517"
"50","-1.0703866953466694","-1.0703866953466694","-1.0703866953466694","-1.0288474504987295","-1.0288474504987295","-1.0288474504987295","-1.0154681185951082","-1.0154681185951082","-1.0154681185951082"
"51","-1.0998225169276994","-1.0998225169276994","-1.0998225169276994","-1.0577192650622413","-1.0577192650622413","-1.0577192650622413","-1.0427233433344067","-1.0427233433344067","-1.0427233433344067"
"52","-1.1296765411140597","-1.1296765411140597","-1.1296765411140597","-1.0871498597864424","-1.0871498597864424","-1.0871498597864424","-1.0704284868250755","-1.0704284868250755","-1.0704284868250755"
"53","-1.1599815744586284","-1.1599815744586284","-1.1599815744586284","-1.1171084873982713","-1.1171084873982713","-1.1171084873982713","-1.098546550829221","-1.098546550829221","-1.098546550829221"
"54","-1.1907684921228865","-1.1907684921228865","-1.1907684921228865","-1.1475641457897368","-1.1475641457897368","-1.1475641457897368","-1.1270403169321532","-1.1270403169321532","-1.1270403169321532"
"55","-1.2219923381320026","-1.2219923381320026","-1.2219923381320026","-1.1784842553187436","-1.1784842553187436","-1.1784842553187436","-1.155954168936773","-1.155954168936773","-1.155954168936773"
"56","-1.2536871585446365","-1.2536871585446365","-1.2536871585446365","-1.2098330653525031","-1.2098330653525031","-1.2098330653525031","-1.1852434389285909","-1.1852434389285909","-1.1852434389285909"
"57","-1.2858863988252411","-1.2858863988252411","-1.2858863988252411","-1.2415716367183225","-1.2415716367183225","-1.2415716367183225","-1.214947464778443","-1.214947464778443","-1.214947464778443"
"58","-1.318548140881446","-1.318548140881446","-1.318548140881446","-1.2736562604642725","-1.2736562604642725","-1.2736562604642725","-1.2451014345393165","-1.2451014345393165","-1.2451014345393165"
"59","-1.3517099862319275","-1.3517099862319275","-1.3517099862319275","-1.3061180054987365","-1.3061180054987365","-1.3061180054987365","-1.2757394415999714","-1.2757394415999714","-1.2757394415999714"
"60","-1.3853332593889687","-1.3853332593889687","-1.3853332593889687","-1.3389819159930012","-1.3389819159930012","-1.3389819159930012","-1.3068966571945708","-1.3068966571945708","-1.3068966571945708"
"61","-1.4193816604281955","-1.4193816604281955","-1.4193816604281955","-1.3722707182816811","-1.3722707182816811","-1.3722707182816811","-1.3385265850537689","-1.3385265850537689","-1.3385265850537689"
"62","-1.4538193718222086","-1.4538193718222086","-1.4538193718222086","-1.4060079351130819","-1.4060079351130819","-1.4060079351130819","-1.370673242378422","-1.370673242378422","-1.370673242378422"
"63","-1.4886087858577606","-1.4886087858577606","-1.4886087858577606","-1.440219662765079","-1.440219662765079","-1.440219662765079","-1.4032973629727368","-1.4032973629727368","-1.4032973629727368"
"64","-1.5237865796880565","-1.5237865796880565","-1.5237865796880565","-1.474935478991051","-1.474935478991051","-1.474935478991051","-1.4363630751107834","-1.4363630751107834","-1.4363630751107834"
"65","-1.5593840199966023","-1.5593840199966023","-1.5593840199966023","-1.5101891075317657","-1.5101891075317657","-1.5101891075317657","-1.469835625977464","-1.469835625977464","-1.469835625977464"
"66","-1.5954300702298445","-1.5954300702298445","-1.5954300702298445","-1.5460180793992624","-1.5460180793992624","-1.5460180793992624","-1.5036784220044714","-1.5036784220044714","-1.5036784220044714"
"67","-1.631953599609955","-1.631953599609955","-1.631953599609955","-1.582464853222425","-1.582464853222425","-1.582464853222425","-1.5378510364757003","-1.5378510364757003","-1.5378510364757003"
"68","-1.6689855617025584","-1.6689855617025584","-1.6689855617025584","-1.6194989769050125","-1.6194989769050125","-1.6194989769050125","-1.5723102783132488","-1.5723102783132488","-1.5723102783132488"
"69","-1.7065596148660704","-1.7065596148660704","-1.7065596148660704","-1.657096566735025","-1.657096566735025","-1.657096566735025","-1.6070936701493488","-1.6070936701493488","-1.6070936701493488"
"70","-1.7446376262678254","-1.7446376262678254","-1.7446376262678254","-1.6952365589120677","-1.6952365589120677","-1.6952365589120677","-1.6422310659599433","-1.6422310659599433","-1.6422310659599433"
"71","-1.7831876157460878","-1.7831876157460878","-1.7831876157460878","-1.7338979074889567","-1.7338979074889567","-1.7338979074889567","-1.6777482622020115","-1.6777482622020115","-1.6777482622020115"
"72","-1.8221797593176088","-1.8221797593176088","-1.8221797593176088","-1.773057603444111","-1.773057603444111","-1.773057603444111","-1.7136702645990558","-1.7136702645990558","-1.7136702645990558"
"73","-1.8615825956121919","-1.8615825956121919","-1.8615825956121919","-1.8126883551301478","-1.8126883551301478","-1.8126883551301478","-1.750024284911087","-1.750024284911087","-1.750024284911087"
"74","-1.9013640627531203","-1.9013640627531203","-1.9013640627531203","-1.8527579615833707","-1.8527579615833707","-1.8527579615833707","-1.7868415969347156","-1.7868415969347156","-1.7868415969347156"
"75","-1.9414885040601904","-1.9414885040601904","-1.9414885040601904","-1.8932277915295657","-1.8932277915295657","-1.8932277915295657","-1.8241582817976194","-1.8241582817976194","-1.8241582817976194"
"76","-1.9819933184511456","-1.9819933184511456","-1.9819933184511456","-1.9340539055583712","-1.9340539055583712","-1.9340539055583712","-1.8620167187964975","-1.8620167187964975","-1.8620167187964975"
"77","-2.0229094679829775","-2.0229094679829775","-2.0229094679829775","-1.9751870922497694","-1.9751870922497694","-1.9751870922497694","-1.9003811544158002","-1.9003811544158002","-1.9003811544158002"
"78","-2.0642635667907636","-2.0642635667907636","-2.0642635667907636","-2.0165720924820514","-2.0165720924820514","-2.0165720924820514","-1.9392241586636154","-1.9392241586636154","-1.9392241586636154"
"79","-2.10608188245015","-2.10608188245015","-2.10608188245015","-2.0582251538410157","-2.0582251538410157","-2.0582251538410157","-1.9785219227158097","-1.9785219227158097","-1.9785219227158097"
"80","-2.1483918891420375","-2.1483918891420375","-2.1483918891420375","-2.100155398283884","-2.100155398283884","-2.100155398283884","-2.018250382605333","-2.018250382605333","-2.018250382605333"
"81","-2.191147297730138","-2.191147297730138","-2.191147297730138","-2.142368851765911","-2.142368851765911","-2.142368851765911","-2.058383120879251","-2.058383120879251","-2.058383120879251"
"82","-2.2343853856387375","-2.2343853856387375","-2.2343853856387375","-2.184871467417122","-2.184871467417122","-2.184871467417122","-2.098888580376904","-2.098888580376904","-2.098888580376904"
"83","-2.278067912323097","-2.278067912323097","-2.278067912323097","-2.2276740269740283","-2.2276740269740283","-2.2276740269740283","-2.1397300685020073","-2.1397300685020073","-2.1397300685020073"
"84","-2.3221615051927103","-2.3221615051927103","-2.3221615051927103","-2.2707929862637792","-2.2707929862637792","-2.2707929862637792","-2.1808634246228107","-2.1808634246228107","-2.1808634246228107"
"85","-2.3666346111776324","-2.3666346111776324","-2.3666346111776324","-2.3142512115772305","-2.3142512115772305","-2.3142512115772305","-2.2222398437874284","-2.2222398437874284","-2.2222398437874284"
"86","-2.4114541410719146","-2.4114541410719146","-2.4114541410719146","-2.358078827827472","-2.358078827827472","-2.358078827827472","-2.2638912210880107","-2.2638912210880107","-2.2638912210880107"
"87","-2.4566603291723452","-2.4566603291723452","-2.4566603291723452","-2.402312386773593","-2.402312386773593","-2.402312386773593","-2.3058382482824196","-2.3058382482824196","-2.3058382482824196"
"88","-2.5022108366247715","-2.5022108366247715","-2.5022108366247715","-2.446995772597977","-2.446995772597977","-2.446995772597977","-2.348096992417986","-2.348096992417986","-2.348096992417986"
"89","-2.5481398516372336","-2.5481398516372336","-2.5481398516372336","-2.492179132575753","-2.492179132575753","-2.492179132575753","-2.390681829769509","-2.390681829769509","-2.390681829769509"
"90","-2.5944393678753075","-2.5944393678753075","-2.5944393678753075","-2.5378407558824305","-2.5378407558824305","-2.5378407558824305","-2.4336090721845434","-2.4336090721845434","-2.4336090721845434"
"91","-2.64113859907813","-2.64113859907813","-2.64113859907813","-2.583967059408291","-2.583967059408291","-2.583967059408291","-2.4768995360487396","-2.4768995360487396","-2.4768995360487396"
"92","-2.6881898485334266","-2.6881898485334266","-2.6881898485334266","-2.630549993797003","-2.630549993797003","-2.630549993797003","-2.520579390258545","-2.520579390258545","-2.520579390258545"
"93","-2.735549385101888","-2.735549385101888","-2.735549385101888","-2.6775805325810245","-2.6775805325810245","-2.6775805325810245","-2.5646843316957084","-2.5646843316957084","-2.5646843316957084"
"94","-2.7832508806082825","-2.7832508806082825","-2.7832508806082825","-2.7250465006559215","-2.7250465006559215","-2.7250465006559215","-2.609257531548963","-2.609257531548963","-2.609257531548963"
"95","-2.8312481231321858","-2.8312481231321858","-2.8312481231321858","-2.7729321434559138","-2.7729321434559138","-2.7729321434559138","-2.654348642388999","-2.654348642388999","-2.654348642388999"
"96","-2.8795745277113416","-2.8795745277113416","-2.8795745277113416","-2.8212146707497476","-2.8212146707497476","-2.8212146707497476","-2.6999302532617926","-2.6999302532617926","-2.6999302532617926"
"97","-2.928183251339036","-2.928183251339036","-2.928183251339036","-2.8698637305275247","-2.8698637305275247","-2.8698637305275247","-2.745985293003806","-2.745985293003806","-2.745985293003806"
"98","-2.9771067395892263","-2.9771067395892263","-2.9771067395892263","-2.9188400739053666","-2.9188400739053666","-2.9188400739053666","-2.792500664501647","-2.792500664501647","-2.792500664501647"
"99","-3.0262973460425227","-3.0262973460425227","-3.0262973460425227","-2.96809745836401","-2.96809745836401","-2.96809745836401","-2.8394641229772555","-2.8394641229772555","-2.8394641229772555"
"100","-3.075787327758755","-3.075787327758755","-3.075787327758755","-3.017582097794782","-3.017582097794782","-3.017582097794782","-2.8868606578376674","-2.8868606578376674","-2.8868606578376674"
"101","-3.125529679699179","-3.125529679699179","-3.125529679699179","-3.0672328644458897","-3.0672328644458897","-3.0672328644458897","-2.9346697810113596","-2.9346697810113596","-2.9346697810113596"
"102","-3.175558054500358","-3.175558054500358","-3.175558054500358","-3.1170593747256734","-3.1170593747256734","-3.1170593747256734","-2.982865900251724","-2.982865900251724","-2.982865900251724"
"103","-3.2259025864132194","-3.2259025864132194","-3.2259025864132194","-3.167060945408042","-3.167060945408042","-3.167060945408042","-3.0314155327350316","-3.0314155327350316","-3.0314155327350316"
"104","-3.2765171161882303","-3.2765171161882303","-3.2765171161882303","-3.2172331854230283","-3.2172331854230283","-3.2172331854230283","-3.0802775012289527","-3.0802775012289527","-3.0802775012289527"
"105","-3.3274376968744788","-3.3274376968744788","-3.3274376968744788","-3.2675715006029384","-3.2675715006029384","-3.2675715006029384","-3.1294041590827653","-3.1294041590827653","-3.1294041590827653"
"106","-3.378699386743824","-3.378699386743824","-3.378699386743824","-3.3180730154394715","-3.3180730154394715","-3.3180730154394715","-3.178739359612632","-3.178739359612632","-3.178739359612632"
"107","-3.4302608893710054","-3.4302608893710054","-3.4302608893710054","-3.3687417568403157","-3.3687417568403157","-3.3687417568403157","-3.2283030177256986","-3.2283030177256986","-3.2283030177256986"
"108","-3.482164393376593","-3.482164393376593","-3.482164393376593","-3.4195892345406285","-3.4195892345406285","-3.4195892345406285","-3.278102889449543","-3.278102889449543","-3.278102889449543"
"109","-3.5343734374279796","-3.5343734374279796","-3.5343734374279796","-3.4706354301788824","-3.4706354301788824","-3.4706354301788824","-3.328141477970605","-3.328141477970605","-3.328141477970605"
"110","-3.5868562804185906","-3.5868562804185906","-3.5868562804185906","-3.5219091810339194","-3.5219091810339194","-3.5219091810339194","-3.3784199528640113","-3.3784199528640113","-3.3784199528640113"
"111","-3.6396603422916702","-3.6396603422916702","-3.6396603422916702","-3.5734495905433183","-3.5734495905433183","-3.5734495905433183","-3.4289415298418198","-3.4289415298418198","-3.4289415298418198"
"112","-3.692750000713976","-3.692750000713976","-3.692750000713976","-3.625305851054257","-3.625305851054257","-3.625305851054257","-3.4797146887448878","-3.4797146887448878","-3.4797146887448878"
"113","-3.74609064655792","-3.74609064655792","-3.74609064655792","-3.677536757886097","-3.677536757886097","-3.677536757886097","-3.5307547584250933","-3.5307547584250933","-3.5307547584250933"
"114","-3.79964645046796","-3.79964645046796","-3.79964645046796","-3.730207442755145","-3.730207442755145","-3.730207442755145","-3.582084418572846","-3.582084418572846","-3.582084418572846"
"115","-3.853457549482552","-3.853457549482552","-3.853457549482552","-3.783309627640204","-3.783309627640204","-3.783309627640204","-3.633737197315557","-3.633737197315557","-3.633737197315557"
"116","-3.9075577047171612","-3.9075577047171612","-3.9075577047171612","-3.83684481905359","-3.83684481905359","-3.83684481905359","-3.6857566040982817","-3.6857566040982817","-3.6857566040982817"
"117","-3.9618993340819637","-3.9618993340819637","-3.9618993340819637","-3.890821344520655","-3.890821344520655","-3.890821344520655","-3.7381942278686426","-3.7381942278686426","-3.7381942278686426"
"118","-4.016514103147334","-4.016514103147334","-4.016514103147334","-3.9452454248967164","-3.9452454248967164","-3.9452454248967164","-3.791027115544391","-3.791027115544391","-3.791027115544391"
"119","-4.071354166263053","-4.071354166263053","-4.071354166263053","-4.000120531746888","-4.000120531746888","-4.000120531746888","-3.844243928580477","-3.844243928580477","-3.844243928580477"
"120","-4.126372948631313","-4.126372948631313","-4.126372948631313","-4.055443922520481","-4.055443922520481","-4.055443922520481","-3.8978390689071474","-3.8978390689071474","-3.8978390689071474"
"121","-4.181603797359248","-4.181603797359248","-4.181603797359248","-4.111205519117422","-4.111205519117422","-4.111205519117422","-3.951808835601366","-3.951808835601366","-3.951808835601366"
"122","-4.2369954937559084","-4.2369954937559084","-4.2369954937559084","-4.167387766520115","-4.167387766520115","-4.167387766520115","-4.006147360487063","-4.006147360487063","-4.006147360487063"
"123","-4.292577330639129","-4.292577330639129","-4.292577330639129","-4.223962317398152","-4.223962317398152","-4.223962317398152","-4.060843511757547","-4.060843511757547","-4.060843511757547"
"124","-4.348295419767135","-4.348295419767135","-4.348295419767135","-4.280892474801106","-4.280892474801106","-4.280892474801106","-4.115879184166384","-4.115879184166384","-4.115879184166384"
"125","-4.404177890863002","-4.404177890863002","-4.404177890863002","-4.338131165227122","-4.338131165227122","-4.338131165227122","-4.171228600003528","-4.171228600003528","-4.171228600003528"
"126","-4.460249918972964","-4.460249918972964","-4.460249918972964","-4.395622935221456","-4.395622935221456","-4.395622935221456","-4.226857804321075","-4.226857804321075","-4.226857804321075"
"127","-4.516537623851212","-4.516537623851212","-4.516537623851212","-4.4533035645317645","-4.4533035645317645","-4.4533035645317645","-4.2827247948804","-4.2827247948804","-4.2827247948804"
"128","-4.573070158292363","-4.573070158292363","-4.573070158292363","-4.511100826466625","-4.511100826466625","-4.511100826466625","-4.338777299354376","-4.338777299354376","-4.338777299354376"
"129","-4.629880162397423","-4.629880162397423","-4.629880162397423","-4.569010891836935","-4.569010891836935","-4.569010891836935","-4.39495321982176","-4.39495321982176","-4.39495321982176"
"130","-4.686925922676362","-4.686925922676362","-4.686925922676362","-4.627018441907886","-4.627018441907886","-4.627018441907886","-4.45126566808175","-4.45126566808175","-4.45126566808175"
"131","-4.744255664848365","-4.744255664848365","-4.744255664848365","-4.685104429040247","-4.685104429040247","-4.685104429040247","-4.507715425243267","-4.507715425243267","-4.507715425243267"
"132","-4.801920095530235","-4.801920095530235","-4.801920095530235","-4.743247587753928","-4.743247587753928","-4.743247587753928","-4.564296491644954","-4.564296491644954","-4.564296491644954"
"133","-4.859893916635787","-4.859893916635787","-4.859893916635787","-4.801428528936665","-4.801428528936665","-4.801428528936665","-4.621001066141366","-4.621001066141366","-4.621001066141366"
"134","-4.918158187027842","-4.918158187027842","-4.918158187027842","-4.8596335968211495","-4.8596335968211495","-4.8596335968211495","-4.67782222546667","-4.67782222546667","-4.67782222546667"
"135","-4.9766964609867435","-4.9766964609867435","-4.9766964609867435","-4.917858468801349","-4.917858468801349","-4.917858468801349","-4.734757949233369","-4.734757949233369","-4.734757949233369"
"136","-5.035572035079468","-5.035572035079468","-5.035572035079468","-4.976106594523825","-4.976106594523825","-4.976106594523825","-4.791813741685224","-4.791813741685224","-4.791813741685224"
"137","-5.094759709349129","-5.094759709349129","-5.094759709349129","-5.0343930277053115","-5.0343930277053115","-5.0343930277053115","-4.849002432873542","-4.849002432873542","-4.849002432873542"
"138","-5.154232150060432","-5.154232150060432","-5.154232150060432","-5.092745276192234","-5.092745276192234","-5.092745276192234","-4.906347612940765","-4.906347612940765","-4.906347612940765"
"139","-5.213960369467747","-5.213960369467747","-5.213960369467747","-5.151203406037263","-5.151203406037263","-5.151203406037263","-4.963885344960331","-4.963885344960331","-4.963885344960331"
"140","-5.273914207294788","-5.273914207294788","-5.273914207294788","-5.209820202314772","-5.209820202314772","-5.209820202314772","-5.021662223825831","-5.021662223825831","-5.021662223825831"
"141","-5.334140614403462","-5.334140614403462","-5.334140614403462","-5.268658974266561","-5.268658974266561","-5.268658974266561","-5.079735801232254","-5.079735801232254","-5.079735801232254"
"142","-5.394596468619014","-5.394596468619014","-5.394596468619014","-5.327791888313077","-5.327791888313077","-5.327791888313077","-5.138089518958756","-5.138089518958756","-5.138089518958756"
"143","-5.455236349345661","-5.455236349345661","-5.455236349345661","-5.387218654866813","-5.387218654866813","-5.387218654866813","-5.196720059544498","-5.196720059544498","-5.196720059544498"
"144","-5.516010407372704","-5.516010407372704","-5.516010407372704","-5.446953180831759","-5.446953180831759","-5.446953180831759","-5.255629994946588","-5.255629994946588","-5.255629994946588"
"145","-5.576862449909644","-5.576862449909644","-5.576862449909644","-5.50701352375732","-5.50701352375732","-5.50701352375732","-5.3148243001692315","-5.3148243001692315","-5.3148243001692315"
"146","-5.637810090628241","-5.637810090628241","-5.637810090628241","-5.567420240354727","-5.567420240354727","-5.567420240354727","-5.374306588464169","-5.374306588464169","-5.374306588464169"
"147","-5.698781421092833","-5.698781421092833","-5.698781421092833","-5.6281897743940865","-5.6281897743940865","-5.6281897743940865","-5.434075623554635","-5.434075623554635","-5.434075623554635"
"148","-5.759786274486593","-5.759786274486593","-5.759786274486593","-5.689332557909676","-5.689332557909676","-5.689332557909676","-5.494122697072167","-5.494122697072167","-5.494122697072167"
"149","-5.820825083754009","-5.820825083754009","-5.820825083754009","-5.750850901125279","-5.750850901125279","-5.750850901125279","-5.554429914511434","-5.554429914511434","-5.554429914511434"
