"Step","chocolate-eon-503 - position_y","chocolate-eon-503 - position_y__MIN","chocolate-eon-503 - position_y__MAX","kind-glitter-492 - position_y","kind-glitter-492 - position_y__MIN","kind-glitter-492 - position_y__MAX","restful-moon-491 - position_y","restful-moon-491 - position_y__MIN","restful-moon-491 - position_y__MAX"
"835","-38.846436545865075","-38.846436545865075","-38.846436545865075","-41.236092627206816","-41.236092627206816","-41.236092627206816","-40.28224111423363","-40.28224111423363","-40.28224111423363"
"836","-38.883109592078654","-38.883109592078654","-38.883109592078654","-41.26067234535206","-41.26067234535206","-41.26067234535206","-40.3508515485133","-40.3508515485133","-40.3508515485133"
"837","-38.91880713736185","-38.91880713736185","-38.91880713736185","-41.2858989294595","-41.2858989294595","-41.2858989294595","-40.42136110005893","-40.42136110005893","-40.42136110005893"
"838","-38.95330565348673","-38.95330565348673","-38.95330565348673","-41.311802452689435","-41.311802452689435","-41.311802452689435","-40.49348389755363","-40.49348389755363","-40.49348389755363"
"839","-38.98649596353972","-38.98649596353972","-38.98649596353972","-41.338390350338685","-41.338390350338685","-41.338390350338685","-40.56675733183863","-40.56675733183863","-40.56675733183863"
"840","-39.018256588415916","-39.018256588415916","-39.018256588415916","-41.365645232167005","-41.365645232167005","-41.365645232167005","-40.6404961425976","-40.6404961425976","-40.6404961425976"
"841","-39.04833616807879","-39.04833616807879","-39.04833616807879","-41.393523416292574","-41.393523416292574","-41.393523416292574","-40.71441478379472","-40.71441478379472","-40.71441478379472"
"842","-39.07663400453189","-39.07663400453189","-39.07663400453189","-41.42195188084075","-41.42195188084075","-41.42195188084075","-40.78830200837177","-40.78830200837177","-40.78830200837177"
"843","-39.102917989461126","-39.102917989461126","-39.102917989461126","-41.45082921489896","-41.45082921489896","-41.45082921489896","-40.861942029855584","-40.861942029855584","-40.861942029855584"
"844","-39.127109543694985","-39.127109543694985","-39.127109543694985","-41.48003050502341","-41.48003050502341","-41.48003050502341","-40.935183546386654","-40.935183546386654","-40.935183546386654"
"845","-39.14914047482609","-39.14914047482609","-39.14914047482609","-41.50940811043596","-41.50940811043596","-41.50940811043596","-41.0078831813882","-41.0078831813882","-41.0078831813882"
"846","-39.168954730090284","-39.168954730090284","-39.168954730090284","-41.538939588947116","-41.538939588947116","-41.538939588947116","-41.08003129202727","-41.08003129202727","-41.08003129202727"
"847","-39.18651453456272","-39.18651453456272","-39.18651453456272","-41.56856930238011","-41.56856930238011","-41.56856930238011","-41.151597931841486","-41.151597931841486","-41.151597931841486"
"848","-39.20180302647147","-39.20180302647147","-39.20180302647147","-41.59822575437216","-41.59822575437216","-41.59822575437216","-41.22253944999928","-41.22253944999928","-41.22253944999928"
"849","-39.21482588933835","-39.21482588933835","-39.21482588933835","-41.627824646773476","-41.627824646773476","-41.627824646773476","-41.29267229731113","-41.29267229731113","-41.29267229731113"
"850","-39.22561331133472","-39.22561331133472","-39.22561331133472","-41.65727677608001","-41.65727677608001","-41.65727677608001","-41.36195386830519","-41.36195386830519","-41.36195386830519"
"851","-39.23422030161885","-39.23422030161885","-39.23422030161885","-41.68649752185737","-41.68649752185737","-41.68649752185737","-41.43019620319338","-41.43019620319338","-41.43019620319338"
"852","-39.2407260844548","-39.2407260844548","-39.2407260844548","-41.715411560706706","-41.715411560706706","-41.715411560706706","-41.49758140052263","-41.49758140052263","-41.49758140052263"
"853","-39.245233239025886","-39.245233239025886","-39.245233239025886","-41.743957525585394","-41.743957525585394","-41.743957525585394","-41.564408675947305","-41.564408675947305","-41.564408675947305"
"854","-39.24786650613802","-39.24786650613802","-39.24786650613802","-41.77209167727882","-41.77209167727882","-41.77209167727882","-41.630482810214154","-41.630482810214154","-41.630482810214154"
"855","-39.2487721111215","-39.2487721111215","-39.2487721111215","-41.799791356590006","-41.799791356590006","-41.799791356590006","-41.694896084546876","-41.694896084546876","-41.694896084546876"
"856","-39.24811792185154","-39.24811792185154","-39.24811792185154","-41.82705752320899","-41.82705752320899","-41.82705752320899","-41.75776908822271","-41.75776908822271","-41.75776908822271"
"857","-39.246091201683825","-39.246091201683825","-39.246091201683825","-41.85391660327551","-41.85391660327551","-41.85391660327551","-41.81895470398188","-41.81895470398188","-41.81895470398188"
"858","-39.24289214605039","-39.24289214605039","-39.24289214605039","-41.88042112906573","-41.88042112906573","-41.88042112906573","-41.878632239744306","-41.878632239744306","-41.878632239744306"
"859","-39.238736135431274","-39.238736135431274","-39.238736135431274","-41.90665164288314","-41.90665164288314","-41.90665164288314","-41.9366112963371","-41.9366112963371","-41.9366112963371"
"860","-39.23385206912286","-39.23385206912286","-39.23385206912286","-41.93271632986716","-41.93271632986716","-41.93271632986716","-41.99267564437483","-41.99267564437483","-41.99267564437483"
"861","-39.22847446307285","-39.22847446307285","-39.22847446307285","-41.95875080908584","-41.95875080908584","-41.95875080908584","-42.04659394151362","-42.04659394151362","-42.04659394151362"
"862","-39.22293611645206","-39.22293611645206","-39.22293611645206","-41.9849176357318","-41.9849176357318","-41.9849176357318","-42.098108490630224","-42.098108490630224","-42.098108490630224"
"863","-39.21749786164213","-39.21749786164213","-39.21749786164213","-42.01125038419667","-42.01125038419667","-42.01125038419667","-42.147172946325334","-42.147172946325334","-42.147172946325334"
"864","-39.21247239444728","-39.21247239444728","-39.21247239444728","-42.03781542374516","-42.03781542374516","-42.03781542374516","-42.193683735109126","-42.193683735109126","-42.193683735109126"
"865","-39.20791351953407","-39.20791351953407","-39.20791351953407","-42.06470029916622","-42.06470029916622","-42.06470029916622","-42.2374036918871","-42.2374036918871","-42.2374036918871"
"866","-39.20385640010775","-39.20385640010775","-39.20385640010775","-42.09200387734062","-42.09200387734062","-42.09200387734062","-42.278148820327615","-42.278148820327615","-42.278148820327615"
"867","-39.20042563144985","-39.20042563144985","-39.20042563144985","-42.11982776368164","-42.11982776368164","-42.11982776368164","-42.31577480915845","-42.31577480915845","-42.31577480915845"
"868","-39.19791556981082","-39.19791556981082","-39.19791556981082","-42.148267958585365","-42.148267958585365","-42.148267958585365","-42.35014938017909","-42.35014938017909","-42.35014938017909"
"869","-39.19660617397098","-39.19660617397098","-39.19660617397098","-42.17740980816363","-42.17740980816363","-42.17740980816363","-42.3811600023234","-42.3811600023234","-42.3811600023234"
"870","-39.19676011265605","-39.19676011265605","-39.19676011265605","-42.20732345225835","-42.20732345225835","-42.20732345225835","-42.40870956429577","-42.40870956429577","-42.40870956429577"
"871","-39.19862494690364","-39.19862494690364","-39.19862494690364","-42.238059476479805","-42.238059476479805","-42.238059476479805","-42.43271107491919","-42.43271107491919","-42.43271107491919"
"872","-39.20228827983867","-39.20228827983867","-39.20228827983867","-42.26964555959766","-42.26964555959766","-42.26964555959766","-42.453227044787525","-42.453227044787525","-42.453227044787525"
"873","-39.207981052062486","-39.207981052062486","-39.207981052062486","-42.302084945084296","-42.302084945084296","-42.302084945084296","-42.47031588923354","-42.47031588923354","-42.47031588923354"
"874","-39.21591592637608","-39.21591592637608","-39.21591592637608","-42.33535463396406","-42.33535463396406","-42.33535463396406","-42.48403860581589","-42.48403860581589","-42.48403860581589"
"875","-39.22614438142394","-39.22614438142394","-39.22614438142394","-42.369405356187734","-42.369405356187734","-42.369405356187734","-42.49446237102022","-42.49446237102022","-42.49446237102022"
"876","-39.23871478397053","-39.23871478397053","-39.23871478397053","-42.40415784067822","-42.40415784067822","-42.40415784067822","-42.50166406876045","-42.50166406876045","-42.50166406876045"
"877","-39.25366574107264","-39.25366574107264","-39.25366574107264","-42.43950191858381","-42.43950191858381","-42.43950191858381","-42.50573279326349","-42.50573279326349","-42.50573279326349"
"878","-39.27102070969353","-39.27102070969353","-39.27102070969353","-42.47528701773598","-42.47528701773598","-42.47528701773598","-42.50677148304838","-42.50677148304838","-42.50677148304838"
"879","-39.29078486649494","-39.29078486649494","-39.29078486649494","-42.5113579031315","-42.5113579031315","-42.5113579031315","-42.50489882882176","-42.50489882882176","-42.50489882882176"
"880","-39.31294295462833","-39.31294295462833","-39.31294295462833","-42.54768102708454","-42.54768102708454","-42.54768102708454","-42.50024877382548","-42.50024877382548","-42.50024877382548"
"881","-39.33745665152621","-39.33745665152621","-39.33745665152621","-42.58420606831508","-42.58420606831508","-42.58420606831508","-42.49297063009638","-42.49297063009638","-42.49297063009638"
"882","-39.36426509102626","-39.36426509102626","-39.36426509102626","-42.62085394405939","-42.62085394405939","-42.62085394405939","-42.483228308451274","-42.483228308451274","-42.483228308451274"
"883","-39.39328616654762","-39.39328616654762","-39.39328616654762","-42.65752961923198","-42.65752961923198","-42.65752961923198","-42.47119984257578","-42.47119984257578","-42.47119984257578"
"884","-39.42441751196411","-39.42441751196411","-39.42441751196411","-42.69413785196206","-42.69413785196206","-42.69413785196206","-42.45707657736985","-42.45707657736985","-42.45707657736985"
"885","-39.457537174877615","-39.457537174877615","-39.457537174877615","-42.73059900911191","-42.73059900911191","-42.73059900911191","-42.441063023171786","-42.441063023171786","-42.441063023171786"
"886","-39.492507245339176","-39.492507245339176","-39.492507245339176","-42.76668740352148","-42.76668740352148","-42.76668740352148","-42.42337583022725","-42.42337583022725","-42.42337583022725"
"887","-39.52917008133127","-39.52917008133127","-39.52917008133127","-42.80219507835045","-42.80219507835045","-42.80219507835045","-42.40424326093533","-42.40424326093533","-42.40424326093533"
"888","-39.56734782836056","-39.56734782836056","-39.56734782836056","-42.83707834803775","-42.83707834803775","-42.83707834803775","-42.38390264714568","-42.38390264714568","-42.38390264714568"
"889","-39.60684364505843","-39.60684364505843","-39.60684364505843","-42.87114280986724","-42.87114280986724","-42.87114280986724","-42.36260108446771","-42.36260108446771","-42.36260108446771"
"890","-39.64742152668227","-39.64742152668227","-39.64742152668227","-42.9043568670475","-42.9043568670475","-42.9043568670475","-42.34059404583879","-42.34059404583879","-42.34059404583879"
"891","-39.68886338944402","-39.68886338944402","-39.68886338944402","-42.93669124224246","-42.93669124224246","-42.93669124224246","-42.31814355400294","-42.31814355400294","-42.31814355400294"
"892","-39.730851615200116","-39.730851615200116","-39.730851615200116","-42.96812445101908","-42.96812445101908","-42.96812445101908","-42.29537100146497","-42.29537100146497","-42.29537100146497"
"893","-39.77322399388349","-39.77322399388349","-39.77322399388349","-42.998646484199305","-42.998646484199305","-42.998646484199305","-42.27241382362998","-42.27241382362998","-42.27241382362998"
"894","-39.81578919360351","-39.81578919360351","-39.81578919360351","-43.02826318851413","-43.02826318851413","-43.02826318851413","-42.249415033521316","-42.249415033521316","-42.249415033521316"
"895","-39.858195458640594","-39.858195458640594","-39.858195458640594","-43.05699924612422","-43.05699924612422","-43.05699924612422","-42.22651540295684","-42.22651540295684","-42.22651540295684"
"896","-39.900476469585726","-39.900476469585726","-39.900476469585726","-43.08490065751309","-43.08490065751309","-43.08490065751309","-42.20384583426445","-42.20384583426445","-42.20384583426445"
"897","-39.94227918256037","-39.94227918256037","-39.94227918256037","-43.1120356919908","-43.1120356919908","-43.1120356919908","-42.18152207167386","-42.18152207167386","-42.18152207167386"
"898","-39.983524653303355","-39.983524653303355","-39.983524653303355","-43.13849766607025","-43.13849766607025","-43.13849766607025","-42.15963998459233","-42.15963998459233","-42.15963998459233"
"899","-40.02415052354376","-40.02415052354376","-40.02415052354376","-43.16440507227578","-43.16440507227578","-43.16440507227578","-42.13827198034884","-42.13827198034884","-42.13827198034884"
"900","-40.06425761742827","-40.06425761742827","-40.06425761742827","-43.18990137732622","-43.18990137732622","-43.18990137732622","-42.11746353263316","-42.11746353263316","-42.11746353263316"
"901","-40.10378756121712","-40.10378756121712","-40.10378756121712","-43.21515501590707","-43.21515501590707","-43.21515501590707","-42.097385425815","-42.097385425815","-42.097385425815"
"902","-40.14258803280883","-40.14258803280883","-40.14258803280883","-43.24020366791308","-43.24020366791308","-43.24020366791308","-42.07817483970092","-42.07817483970092","-42.07817483970092"
"903","-40.180464370093496","-40.180464370093496","-40.180464370093496","-43.26511569197047","-43.26511569197047","-43.26511569197047","-42.05994397885889","-42.05994397885889","-42.05994397885889"
"904","-40.21722376672145","-40.21722376672145","-40.21722376672145","-43.289979524426585","-43.289979524426585","-43.289979524426585","-42.04278940301186","-42.04278940301186","-42.04278940301186"
"905","-40.25279730265153","-40.25279730265153","-40.25279730265153","-43.31489381798775","-43.31489381798775","-43.31489381798775","-42.026798415635874","-42.026798415635874","-42.026798415635874"
"906","-40.28708973700624","-40.28708973700624","-40.28708973700624","-43.33995869534323","-43.33995869534323","-43.33995869534323","-42.01205597532233","-42.01205597532233","-42.01205597532233"
"907","-40.31986571326369","-40.31986571326369","-40.31986571326369","-43.365268665343116","-43.365268665343116","-43.365268665343116","-41.998647526803424","-41.998647526803424","-41.998647526803424"
"908","-40.35089715039692","-40.35089715039692","-40.35089715039692","-43.39090774073465","-43.39090774073465","-43.39090774073465","-41.986667120514625","-41.986667120514625","-41.986667120514625"
"909","-40.38009660824279","-40.38009660824279","-40.38009660824279","-43.41694388906448","-43.41694388906448","-43.41694388906448","-41.97621796689139","-41.97621796689139","-41.97621796689139"
"910","-40.40737652295265","-40.40737652295265","-40.40737652295265","-43.44342508466036","-43.44342508466036","-43.44342508466036","-41.96741498645292","-41.96741498645292","-41.96741498645292"
"911","-40.432655556696744","-40.432655556696744","-40.432655556696744","-43.470376564191156","-43.470376564191156","-43.470376564191156","-41.96038224269369","-41.96038224269369","-41.96038224269369"
"912","-40.45586570668796","-40.45586570668796","-40.45586570668796","-43.49779854166577","-43.49779854166577","-43.49779854166577","-41.955258009640666","-41.955258009640666","-41.955258009640666"
"913","-40.4769549235551","-40.4769549235551","-40.4769549235551","-43.52566479366784","-43.52566479366784","-43.52566479366784","-41.95220104629334","-41.95220104629334","-41.95220104629334"
"914","-40.49589114133672","-40.49589114133672","-40.49589114133672","-43.5539199779215","-43.5539199779215","-43.5539199779215","-41.95123261880171","-41.95123261880171","-41.95123261880171"
"915","-40.51266522316278","-40.51266522316278","-40.51266522316278","-43.58247724937473","-43.58247724937473","-43.58247724937473","-41.952394977019985","-41.952394977019985","-41.952394977019985"
"916","-40.527292115328684","-40.527292115328684","-40.527292115328684","-43.611214731111474","-43.611214731111474","-43.611214731111474","-41.95574037868985","-41.95574037868985","-41.95574037868985"
"917","-40.53981204648805","-40.53981204648805","-40.53981204648805","-43.63999302958029","-43.63999302958029","-43.63999302958029","-41.961322451463204","-41.961322451463204","-41.961322451463204"
"918","-40.55029058614499","-40.55029058614499","-40.55029058614499","-43.66865478029799","-43.66865478029799","-43.66865478029799","-41.96918899794954","-41.96918899794954","-41.96918899794954"
"919","-40.55881816547794","-40.55881816547794","-40.55881816547794","-43.697171106493","-43.697171106493","-43.697171106493","-41.97937589002935","-41.97937589002935","-41.97937589002935"
"920","-40.5655087751142","-40.5655087751142","-40.5655087751142","-43.72548299071877","-43.72548299071877","-43.72548299071877","-41.99190239571257","-41.99190239571257","-41.99190239571257"
"921","-40.5704990657008","-40.5704990657008","-40.5704990657008","-43.75334844807209","-43.75334844807209","-43.75334844807209","-42.00676786380336","-42.00676786380336","-42.00676786380336"
"922","-40.57394859930318","-40.57394859930318","-40.57394859930318","-43.78052020916286","-43.78052020916286","-43.78052020916286","-42.02395113669293","-42.02395113669293","-42.02395113669293"
"923","-40.57603682996005","-40.57603682996005","-40.57603682996005","-43.806743127021704","-43.806743127021704","-43.806743127021704","-42.04340899801745","-42.04340899801745","-42.04340899801745"
"924","-40.57695544690052","-40.57695544690052","-40.57695544690052","-43.83190653240586","-43.83190653240586","-43.83190653240586","-42.065073750920796","-42.065073750920796","-42.065073750920796"
"925","-40.57691755245073","-40.57691755245073","-40.57691755245073","-43.85588331939039","-43.85588331939039","-43.85588331939039","-42.08885318331763","-42.08885318331763","-42.08885318331763"
"926","-40.57614218903505","-40.57614218903505","-40.57614218903505","-43.87853948220973","-43.87853948220973","-43.87853948220973","-42.11463208141003","-42.11463208141003","-42.11463208141003"
"927","-40.57486000380923","-40.57486000380923","-40.57486000380923","-43.89974112350923","-43.89974112350923","-43.89974112350923","-42.14227436863396","-42.14227436863396","-42.14227436863396"
"928","-40.57337349877469","-40.57337349877469","-40.57337349877469","-43.91936090561647","-43.91936090561647","-43.91936090561647","-42.17162300272509","-42.17162300272509","-42.17162300272509"
"929","-40.571894633162515","-40.571894633162515","-40.571894633162515","-43.93728447148387","-43.93728447148387","-43.93728447148387","-42.20250117789115","-42.20250117789115","-42.20250117789115"
"930","-40.57074548787784","-40.57074548787784","-40.57074548787784","-43.95341574338109","-43.95341574338109","-43.95341574338109","-42.23485935968932","-42.23485935968932","-42.23485935968932"
"931","-40.56995568953253","-40.56995568953253","-40.56995568953253","-43.96768121469474","-43.96768121469474","-43.96768121469474","-42.2686231004535","-42.2686231004535","-42.2686231004535"
"932","-40.56963226755091","-40.56963226755091","-40.56963226755091","-43.98003329985305","-43.98003329985305","-43.98003329985305","-42.303704628676","-42.303704628676","-42.303704628676"
"933","-40.5700573920443","-40.5700573920443","-40.5700573920443","-43.99045283149894","-43.99045283149894","-43.99045283149894","-42.340012237321304","-42.340012237321304","-42.340012237321304"
"934","-40.57151620649854","-40.57151620649854","-40.57151620649854","-43.99895085410959","-43.99895085410959","-43.99895085410959","-42.37745707072564","-42.37745707072564","-42.37745707072564"
"935","-40.57413578617862","-40.57413578617862","-40.57413578617862","-44.00556973333408","-44.00556973333408","-44.00556973333408","-42.41595932736421","-42.41595932736421","-42.41595932736421"
"936","-40.578194041505874","-40.578194041505874","-40.578194041505874","-44.010383633412104","-44.010383633412104","-44.010383633412104","-42.45545307297763","-42.45545307297763","-42.45545307297763"
"937","-40.583802396311036","-40.583802396311036","-40.583802396311036","-44.01349871798973","-44.01349871798973","-44.01349871798973","-42.49575041311738","-42.49575041311738","-42.49575041311738"
"938","-40.591212099373585","-40.591212099373585","-40.591212099373585","-44.01505465333126","-44.01505465333126","-44.01505465333126","-42.53669057850961","-42.53669057850961","-42.53669057850961"
"939","-40.60065334002615","-40.60065334002615","-40.60065334002615","-44.015227584527686","-44.015227584527686","-44.015227584527686","-42.57813269766375","-42.57813269766375","-42.57813269766375"
"940","-40.612192040002235","-40.612192040002235","-40.612192040002235","-44.014218465760784","-44.014218465760784","-44.014218465760784","-42.61994929596088","-42.61994929596088","-42.61994929596088"
"941","-40.62588784386642","-40.62588784386642","-40.62588784386642","-44.01225070736634","-44.01225070736634","-44.01225070736634","-42.6620192241404","-42.6620192241404","-42.6620192241404"
"942","-40.64178974392803","-40.64178974392803","-40.64178974392803","-44.00940608591897","-44.00940608591897","-44.00940608591897","-42.70422484946256","-42.70422484946256","-42.70422484946256"
"943","-40.65992861925954","-40.65992861925954","-40.65992861925954","-44.00579253642887","-44.00579253642887","-44.00579253642887","-42.74644693044703","-42.74644693044703","-42.74644693044703"
"944","-40.68031550022198","-40.68031550022198","-40.68031550022198","-44.00153824637813","-44.00153824637813","-44.00153824637813","-42.78856277962591","-42.78856277962591","-42.78856277962591"
"945","-40.70293950618074","-40.70293950618074","-40.70293950618074","-43.996780909203544","-43.996780909203544","-43.996780909203544","-42.8304415080939","-42.8304415080939","-42.8304415080939"
"946","-40.727766161936074","-40.727766161936074","-40.727766161936074","-43.99165669753711","-43.99165669753711","-43.99165669753711","-42.87194279229957","-42.87194279229957","-42.87194279229957"
"947","-40.754737543476494","-40.754737543476494","-40.754737543476494","-43.98646432223596","-43.98646432223596","-43.98646432223596","-42.91291480320548","-42.91291480320548","-42.91291480320548"
"948","-40.78377349881848","-40.78377349881848","-40.78377349881848","-43.981481546525096","-43.981481546525096","-43.981481546525096","-42.953192599406854","-42.953192599406854","-42.953192599406854"
"949","-40.81477256208307","-40.81477256208307","-40.81477256208307","-43.976972012037386","-43.976972012037386","-43.976972012037386","-42.992739117998724","-42.992739117998724","-42.992739117998724"
"950","-40.84761329354408","-40.84761329354408","-40.84761329354408","-43.97318841751808","-43.97318841751808","-43.97318841751808","-43.03149694259564","-43.03149694259564","-43.03149694259564"
"951","-40.88215543418302","-40.88215543418302","-40.88215543418302","-43.97037990100519","-43.97037990100519","-43.97037990100519","-43.06939614532186","-43.06939614532186","-43.06939614532186"
"952","-40.91823560937254","-40.91823560937254","-40.91823560937254","-43.96880317461468","-43.96880317461468","-43.96880317461468","-43.10636254491729","-43.10636254491729","-43.10636254491729"
"953","-40.95565984068124","-40.95565984068124","-40.95565984068124","-43.96870969039878","-43.96870969039878","-43.96870969039878","-43.14232462848225","-43.14232462848225","-43.14232462848225"
"954","-40.99420258150813","-40.99420258150813","-40.99420258150813","-43.97035968227703","-43.97035968227703","-43.97035968227703","-43.177218921168176","-43.177218921168176","-43.177218921168176"
"955","-41.03354359771297","-41.03354359771297","-41.03354359771297","-43.97402136852346","-43.97402136852346","-43.97402136852346","-43.210995924768426","-43.210995924768426","-43.210995924768426"
"956","-41.073460083152106","-41.073460083152106","-41.073460083152106","-43.97997205724723","-43.97997205724723","-43.97997205724723","-43.24362422535875","-43.24362422535875","-43.24362422535875"
"957","-41.11388659059377","-41.11388659059377","-41.11388659059377","-43.98833847884017","-43.98833847884017","-43.98833847884017","-43.27509258591998","-43.27509258591998","-43.27509258591998"
"958","-41.154689904240115","-41.154689904240115","-41.154689904240115","-43.999261239376885","-43.999261239376885","-43.999261239376885","-43.30541235344103","-43.30541235344103","-43.30541235344103"
"959","-41.19584178057883","-41.19584178057883","-41.19584178057883","-44.01288205700006","-44.01288205700006","-44.01288205700006","-43.334618736508986","-43.334618736508986","-43.334618736508986"
"960","-41.237092072388855","-41.237092072388855","-41.237092072388855","-44.02933430785581","-44.02933430785581","-44.02933430785581","-43.36277272071909","-43.36277272071909","-43.36277272071909"
"961","-41.27842789552275","-41.27842789552275","-41.27842789552275","-44.04873577220623","-44.04873577220623","-44.04873577220623","-43.3898115170346","-43.3898115170346","-43.3898115170346"
"962","-41.319704432811555","-41.319704432811555","-41.319704432811555","-44.07118276203906","-44.07118276203906","-44.07118276203906","-43.41570333124304","-43.41570333124304","-43.41570333124304"
"963","-41.3608481725366","-41.3608481725366","-41.3608481725366","-44.09674483016663","-44.09674483016663","-44.09674483016663","-43.44043753866509","-43.44043753866509","-43.44043753866509"
"964","-41.40172522292192","-41.40172522292192","-41.40172522292192","-44.12546104852465","-44.12546104852465","-44.12546104852465","-43.4640163001617","-43.4640163001617","-43.4640163001617"
"965","-41.442187544017806","-41.442187544017806","-41.442187544017806","-44.15733843326302","-44.15733843326302","-44.15733843326302","-43.48644649661197","-43.48644649661197","-43.48644649661197"
"966","-41.482095261520676","-41.482095261520676","-41.482095261520676","-44.19235132422771","-44.19235132422771","-44.19235132422771","-43.50773319032242","-43.50773319032242","-43.50773319032242"
"967","-41.52127306823177","-41.52127306823177","-41.52127306823177","-44.230441479275555","-44.230441479275555","-44.230441479275555","-43.527874069881335","-43.527874069881335","-43.527874069881335"
"968","-41.55954282962582","-41.55954282962582","-41.55954282962582","-44.271519240111225","-44.271519240111225","-44.271519240111225","-43.546854384082614","-43.546854384082614","-43.546854384082614"
"969","-41.59686106557557","-41.59686106557557","-41.59686106557557","-44.315465571091075","-44.315465571091075","-44.315465571091075","-43.56464422831816","-43.56464422831816","-43.56464422831816"
"970","-41.63302891500799","-41.63302891500799","-41.63302891500799","-44.36213464706412","-44.36213464706412","-44.36213464706412","-43.581352307847105","-43.581352307847105","-43.581352307847105"
"971","-41.667978776446695","-41.667978776446695","-41.667978776446695","-44.41135684859466","-44.41135684859466","-44.41135684859466","-43.59706035824887","-43.59706035824887","-43.59706035824887"
"972","-41.70163130916874","-41.70163130916874","-41.70163130916874","-44.462940740767415","-44.462940740767415","-44.462940740767415","-43.61183285170198","-43.61183285170198","-43.61183285170198"
"973","-41.73377110738446","-41.73377110738446","-41.73377110738446","-44.51667357259231","-44.51667357259231","-44.51667357259231","-43.62572442351178","-43.62572442351178","-43.62572442351178"
"974","-41.76433083896221","-41.76433083896221","-41.76433083896221","-44.57232630921071","-44.57232630921071","-44.57232630921071","-43.638785620327084","-43.638785620327084","-43.638785620327084"
"975","-41.793247869026914","-41.793247869026914","-41.793247869026914","-44.62966080759688","-44.62966080759688","-44.62966080759688","-43.65106875101542","-43.65106875101542","-43.65106875101542"
"976","-41.82046877382242","-41.82046877382242","-41.82046877382242","-44.68842889796577","-44.68842889796577","-44.68842889796577","-43.662632597726166","-43.662632597726166","-43.662632597726166"
"977","-41.8459543240616","-41.8459543240616","-41.8459543240616","-44.7483569692264","-44.7483569692264","-44.7483569692264","-43.673546281982574","-43.673546281982574","-43.673546281982574"
"978","-41.86968315979599","-41.86968315979599","-41.86968315979599","-44.809142986631876","-44.809142986631876","-44.809142986631876","-43.68389235459488","-43.68389235459488","-43.68389235459488"
"979","-41.89165427898791","-41.89165427898791","-41.89165427898791","-44.870458364646865","-44.870458364646865","-44.870458364646865","-43.69376886087919","-43.69376886087919","-43.69376886087919"
"980","-41.91188916936013","-41.91188916936013","-41.91188916936013","-44.93166230976662","-44.93166230976662","-44.93166230976662","-43.70329138438873","-43.70329138438873","-43.70329138438873"
"981","-41.93043308336096","-41.93043308336096","-41.93043308336096","-44.992196104405615","-44.992196104405615","-44.992196104405615","-43.7125939730409","-43.7125939730409","-43.7125939730409"
"982","-41.94735553225781","-41.94735553225781","-41.94735553225781","-45.0519655230633","-45.0519655230633","-45.0519655230633","-43.72182979438582","-43.72182979438582","-43.72182979438582"
"983","-41.962750313791666","-41.962750313791666","-41.962750313791666","-45.11068229785141","-45.11068229785141","-45.11068229785141","-43.731172333698","-43.731172333698","-43.731172333698"
"984","-41.976734940911","-41.976734940911","-41.976734940911","-45.16823525436991","-45.16823525436991","-45.16823525436991","-43.74065797189498","-43.74065797189498","-43.74065797189498"
"985","-41.98944992698085","-41.98944992698085","-41.98944992698085","-45.22484140839965","-45.22484140839965","-45.22484140839965","-43.750350407985515","-43.750350407985515","-43.750350407985515"
"986","-42.0010583264271","-42.0010583264271","-42.0010583264271","-45.28043193318553","-45.28043193318553","-45.28043193318553","-43.76032943178312","-43.76032943178312","-43.76032943178312"
"987","-42.0117482860011","-42.0117482860011","-42.0117482860011","-45.334664696541296","-45.334664696541296","-45.334664696541296","-43.77068130551275","-43.77068130551275","-43.77068130551275"
"988","-42.02171219106358","-42.02171219106358","-42.02171219106358","-45.387322425488534","-45.387322425488534","-45.387322425488534","-43.78149069832242","-43.78149069832242","-43.78149069832242"
"989","-42.031168169638335","-42.031168169638335","-42.031168169638335","-45.43818431737207","-45.43818431737207","-45.43818431737207","-43.792833461856894","-43.792833461856894","-43.792833461856894"
"990","-42.04016875227063","-42.04016875227063","-42.04016875227063","-45.487035690930945","-45.487035690930945","-45.487035690930945","-43.804771843519404","-43.804771843519404","-43.804771843519404"
"991","-42.04879804691754","-42.04879804691754","-42.04879804691754","-45.53367428651659","-45.53367428651659","-45.53367428651659","-43.81735114331367","-43.81735114331367","-43.81735114331367"
"992","-42.057310417297344","-42.057310417297344","-42.057310417297344","-45.57791465374213","-45.57791465374213","-45.57791465374213","-43.83059147660376","-43.83059147660376","-43.83059147660376"
"993","-42.06595434773363","-42.06595434773363","-42.06595434773363","-45.61959540711812","-45.61959540711812","-45.61959540711812","-43.84448877505371","-43.84448877505371","-43.84448877505371"
"994","-42.07497618775102","-42.07497618775102","-42.07497618775102","-45.658582888518175","-45.658582888518175","-45.658582888518175","-43.858980825772996","-43.858980825772996","-43.858980825772996"
"995","-42.08447062742379","-42.08447062742379","-42.08447062742379","-45.69477486944897","-45.69477486944897","-45.69477486944897","-43.8740121117287","-43.8740121117287","-43.8740121117287"
"996","-42.094541496496284","-42.094541496496284","-42.094541496496284","-45.728103546052594","-45.728103546052594","-45.728103546052594","-43.88967517044281","-43.88967517044281","-43.88967517044281"
"997","-42.105292238486875","-42.105292238486875","-42.105292238486875","-45.75853760269383","-45.75853760269383","-45.75853760269383","-43.90609765160605","-43.90609765160605","-43.90609765160605"
