,x_0,y_0,delta_0,v_0,phi_0,phi_dot_0,beta_0,theta_0,stvel_0,acc_0,comp_0,oob_0
540,1.8393838,-37.88795,-0.038356356,8.348716,4.150348,3.1999838,-0.5328265,56.420517,2.309127,-4.97546,0.046488993,0.0
541,1.7651749,-37.926205,-0.015265088,8.298962,4.182348,3.199986,-0.534092,56.524002,2.4800508,-4.4524374,0.044582415,0.0
542,1.6926113,-37.966476,0.00953542,8.254437,4.214348,3.1999807,-0.53407854,56.62699,2.6044471,-3.9187646,0.048621453,0.0
543,1.6217562,-38.00882,0.035579894,8.21525,4.2463474,3.1999893,-0.53283805,56.719536,2.7033746,-3.3827465,0.04616383,0.0
544,1.552677,-38.053284,0.062613636,8.181422,4.2783475,3.1999862,-0.53044677,56.82169,2.6818898,-2.8477132,0.04553682,0.0
545,1.4854456,-38.099907,0.08943254,8.152945,4.3103476,3.1999931,-0.5269926,56.933502,2.7399528,-2.3345358,0.0455911,0.0
546,1.420137,-38.14871,0.11683206,8.1296,4.342347,3.1999927,-0.5226086,57.035034,2.7167234,-1.8244199,0.04701799,0.0
547,1.3568288,-38.19971,0.1439993,8.111356,4.374347,3.1999946,-0.51738954,57.146328,2.7039201,-1.3301007,0.047505036,0.0
548,1.2955999,-38.252914,0.1710385,8.098055,4.4063473,3.199985,-0.51145613,57.26744,2.611044,-0.8472182,0.04626526,0.0
549,1.2365298,-38.308308,0.19714893,8.089582,4.438347,3.199987,-0.50491697,57.398422,2.473174,-0.3872706,0.04581319,0.0
550,1.1796974,-38.365875,0.22188067,8.08571,4.470347,3.1999867,-0.49789962,57.52932,2.3731835,0.044676885,0.046579026,0.0
551,1.1251799,-38.42559,0.24561252,8.086156,4.5023465,3.199989,-0.49053335,57.680176,2.1164095,0.45717433,0.04451948,0.0
552,1.0730518,-38.487408,0.26677662,8.090728,4.5343466,3.1999946,-0.48292214,57.831036,2.0513933,0.826792,0.04670547,0.0
553,1.0233846,-38.551273,0.28729054,8.098996,4.5663466,3.1999898,-0.47520462,57.981945,1.8006469,1.1855705,0.044245936,0.0
554,0.9762444,-38.61713,0.30529702,8.110851,4.598346,3.1999888,-0.46744686,58.132935,1.6698463,1.5053988,0.04573076,0.0
555,0.931694,-38.68491,0.32199547,8.125906,4.6303463,3.1999955,-0.4597588,58.294044,1.5522106,1.8057933,0.04459308,0.0
556,0.8897903,-38.75453,0.3375176,8.143964,4.6623464,3.1999838,-0.4522029,58.405304,1.3351687,2.0886824,0.045463964,0.0
557,0.8505857,-38.825912,0.35086927,8.16485,4.694346,3.1999967,-0.4448297,58.52674,1.1594076,2.339837,0.04507719,0.0
558,0.814128,-38.89897,0.36246336,8.188249,4.726346,3.1999903,-0.4377077,58.69839,1.0464787,2.5652063,0.04394465,0.0
559,0.78045934,-38.97361,0.37292814,8.213901,4.758346,3.1999862,-0.43088406,58.86027,0.9384814,2.773951,0.045419272,0.0
560,0.74961686,-39.04974,0.38231295,8.24164,4.7903457,3.1999938,-0.4243834,58.972412,0.90073276,2.9667327,0.04457126,0.0
561,0.7216333,-39.12726,0.39132026,8.271308,4.8223457,3.1999922,-0.41822466,59.084827,0.8004621,3.1533182,0.044624742,0.0
562,0.69653744,-39.206074,0.3993249,8.302841,4.854346,3.199993,-0.4124066,59.17754,0.6509103,3.3245547,0.046499092,0.0
563,0.67435515,-39.286083,0.405834,8.336086,4.886346,3.199989,-0.4069409,59.25057,0.49401423,3.473094,0.046791166,0.0
564,0.65510863,-39.36719,0.41077414,8.370817,4.9183455,3.199983,-0.4018467,59.33393,0.3804864,3.597501,0.045918904,0.0
565,0.6388157,-39.4493,0.414579,8.406793,4.9503455,3.1999907,-0.3971403,59.417637,0.23337984,3.7038183,0.049138952,0.0
566,0.6254899,-39.532303,0.4169128,8.4438305,4.982345,3.1999876,-0.3928251,59.511707,0.12115342,3.7868204,0.045247164,0.0
567,0.6151411,-39.616108,0.41812435,8.481699,5.014345,3.199972,-0.38890904,59.606144,0.05874935,3.850917,0.04462822,0.0
568,0.60777533,-39.700603,0.41871184,8.520208,5.0463448,3.1999738,-0.3853901,59.700962,0.018140601,3.903087,0.044422403,0.0
569,0.603395,-39.78569,0.41889325,8.559238,5.078345,3.199994,-0.38225517,59.806164,0.00032623895,3.9466095,0.04532001,0.0
570,0.60199994,-39.871273,0.4188965,8.598705,5.1103444,3.199984,-0.37948695,59.921757,-6.933537e-05,3.9843063,0.045812994,0.0
571,0.60358787,-39.957245,0.4188958,8.638548,5.1423445,3.1999803,-0.37706378,60.037743,-0.00035064502,4.0189404,0.045582883,0.0
572,0.60815483,-40.04351,0.4188923,8.678738,5.174344,3.199982,-0.3749622,60.14413,2.5115993e-05,4.0506835,0.04511259,0.0
573,0.6156952,-40.12997,0.41889256,8.719244,5.206344,3.1999822,-0.3731604,60.250916,1.7552724e-05,4.0796924,0.04573959,0.0
574,0.626202,-40.216526,0.4188927,8.760041,5.2383437,3.199986,-0.3716378,60.368107,0.00015483353,4.106085,0.04439577,0.0
575,0.6396666,-40.303085,0.41889426,8.801102,5.270344,3.1999886,-0.37037537,60.475708,-0.0004980237,4.1300335,0.044509552,0.0
576,0.65607905,-40.389553,0.41888928,8.842402,5.3023434,3.199981,-0.36935532,60.58372,0.00023813827,4.15135,0.045242295,0.0
577,0.6754275,-40.475834,0.41889167,8.883916,5.3343434,3.1999905,-0.36856115,60.692142,-2.0962134e-05,4.1706185,0.045864124,0.0
578,0.69769865,-40.561836,0.41889146,8.925622,5.3663435,3.1999943,-0.36797747,60.800983,-0.00094350614,4.187716,0.045277864,0.0
579,0.7228773,-40.64747,0.41888204,8.967499,5.398343,3.1999896,-0.36758995,60.91024,-0.00042533787,4.202537,0.04737278,0.0
580,0.7509468,-40.732635,0.41887778,9.009524,5.430343,3.1999955,-0.36738527,61.019913,-0.0071824533,4.2155976,0.04854212,0.0
581,0.7818884,-40.817253,0.41880596,9.051681,5.462343,3.199995,-0.367351,61.12001,0.002084326,4.2258067,0.0513494,0.0
582,0.8156817,-40.901222,0.4188268,9.093939,5.4943433,3.199997,-0.36747667,61.220528,-0.0014932638,4.2357,0.05165858,0.0
583,0.85230404,-40.984463,0.41881186,9.136295,5.526343,3.1999912,-0.3677497,61.321465,-0.0024108859,4.243388,0.051016305,0.0
584,0.8917312,-41.06688,0.41878775,9.178729,5.558343,3.1999924,-0.36816058,61.42283,-0.00037920027,4.2494793,0.051645212,0.0
585,0.9339369,-41.148388,0.41878396,9.221224,5.590343,3.199991,-0.36870018,61.514618,-0.103417315,4.25443,0.050738126,0.0
586,0.97889274,-41.2289,0.4177498,9.263768,5.6223426,3.199989,-0.36935928,61.61683,-0.32688862,4.242997,0.051300023,0.0
587,1.0265684,-41.308327,0.4144809,9.306198,5.6543427,3.1999934,-0.37014824,61.709465,-0.52387196,4.1975517,0.051194567,0.0
588,1.076929,-41.386585,0.40924218,9.348174,5.6863427,3.1999862,-0.37109792,61.792526,-0.65947294,4.12102,0.046192106,0.0
589,1.1299329,-41.46359,0.40264747,9.389384,5.7183423,3.1999955,-0.37223136,61.88601,-0.7696037,4.0220184,0.04663509,0.0
590,1.1855319,-41.539253,0.3949514,9.429605,5.7503424,3.1999888,-0.373559,61.969902,-0.83292073,3.9034479,0.052675385,0.0
591,1.2436732,-41.61349,0.38662222,9.468638,5.7823424,3.1999965,-0.37508562,62.0642,-0.7691989,3.772191,0.048159044,0.0
592,1.3042994,-41.686222,0.3789302,9.506361,5.8143425,3.1999965,-0.3768077,62.148888,-0.72975695,3.6474073,0.045904323,0.0
593,1.3673497,-41.75737,0.37163264,9.542835,5.846342,3.1999924,-0.3786982,62.23395,-0.7772615,3.5260043,0.046400487,0.0
594,1.4327635,-41.82685,0.36386004,9.5780945,5.878342,3.1999876,-0.3807365,62.319378,-0.8531064,3.3948653,0.048127074,0.0
595,1.5004785,-41.89459,0.35532898,9.612043,5.910342,3.199987,-0.38292003,62.40516,-0.91178626,3.2493985,0.045142654,0.0
596,1.57043,-41.960514,0.3462111,9.644538,5.942342,3.1999955,-0.385252,62.49128,-0.96708643,3.0921717,0.048488356,0.0
597,1.6425492,-42.024548,0.33654025,9.675459,5.974342,3.1999903,-0.38773265,62.567726,-1.027712,2.9232235,0.045799132,0.0
598,1.7167642,-42.086624,0.32626313,9.704692,6.006342,3.199998,-0.3903615,62.65448,-1.0916734,2.7417371,0.045611683,0.0
599,1.7929997,-42.14668,0.3153464,9.732109,6.0383415,3.1999943,-0.39314,62.741528,-1.1547375,2.5466697,0.04640984,0.0
600,1.8711777,-42.20464,0.303799,9.757576,6.0703416,3.1999927,-0.39607033,62.828846,-1.1986139,2.337902,0.046419654,0.0
601,1.9512161,-42.260452,0.29181287,9.780954,6.1023417,3.1999924,-0.39915517,62.916424,-1.2675743,2.1183772,0.04541962,0.0
602,2.0330303,-42.314053,0.27913713,9.802138,6.1343417,3.199988,-0.40239355,62.994232,-1.3664643,1.8834761,0.045367334,0.0
603,2.1165323,-42.36539,0.2654725,9.820973,6.1663413,3.1999867,-0.40579054,63.082253,-1.4477618,1.6274434,0.046995696,0.0
604,2.2016318,-42.414413,0.25099486,9.837248,6.1983414,3.1999974,-0.40935847,63.160465,-1.5954077,1.3528136,0.04830609,0.0
605,2.2882338,-42.461075,0.2350408,9.850776,6.2303414,3.199992,-0.41310638,63.248837,-1.7287055,1.0464455,0.04465853,0.0
606,2.37624,-42.50533,0.21775374,9.86124,6.262341,3.1999943,-0.41705924,63.337345,-1.9463216,0.7095793,0.045738548,0.0
607,2.4655478,-42.547146,0.19829053,9.868336,0.011155815,3.1999981,-0.42123997,63.425957,-2.220388,0.3244359,0.045379713,0.0
608,2.5560489,-42.58649,0.17608665,9.87158,0.043155797,3.1999953,-0.42569372,63.51464,-2.5180397,-0.123425744,0.045102164,0.0
609,2.6476295,-42.623337,0.15090625,9.870346,0.07515575,3.199992,-0.43048283,63.603355,-2.8709867,-0.64362603,0.045307044,0.0
610,2.7401674,-42.657677,0.12219638,9.86391,0.107155666,3.1999915,-0.43568072,63.69206,-3.058325,-0.5142137,0.045104004,0.0
611,2.8335311,-42.689503,0.09161313,9.8587675,0.13915558,3.0841966,-0.441332,63.780697,-2.9623115,0.23100138,0.045215946,0.0
612,2.927652,-42.71884,0.061990015,9.861077,0.16999754,2.7655463,-0.44624278,63.879288,-2.8322875,0.8310704,0.04579408,0.0
613,3.0225239,-42.74574,0.03366714,9.869389,0.19765301,2.297095,-0.44841322,63.967896,-2.7160203,1.3403083,0.05096207,0.0
614,3.1181312,-42.77023,0.006506934,9.8827915,0.22062397,1.7196504,-0.44648015,64.06659,-2.5833957,1.723671,0.045034982,0.0
615,3.2144492,-42.79236,-0.019327022,9.900028,0.23782046,1.0753692,-0.43957567,64.16542,-2.406061,1.9092565,0.04511949,0.0
616,3.3114412,-42.8122,-0.043387633,9.919121,0.24857415,0.41214943,-0.4273044,64.25442,-2.2213442,1.9428227,0.046794843,0.0
617,3.4090524,-42.829834,-0.06560107,9.938549,0.25269565,-0.23487604,-0.40974393,64.35361,-1.9260795,1.7896396,0.047558896,0.0
618,3.5072148,-42.845375,-0.08486187,9.956446,0.2503469,-0.8337849,-0.38731137,64.452995,-1.6595868,1.5646785,0.04627699,0.0
619,3.605847,-42.85897,-0.10145774,9.972092,0.24200904,-1.3717217,-0.36066765,64.54256,-1.3406725,1.2683152,0.046201527,0.0
620,3.7048664,-42.870777,-0.11486446,9.984776,0.22829182,-1.8416492,-0.33056888,64.64228,-0.9563972,0.9362422,0.047020454,0.0
621,3.8041925,-42.88097,-0.124428436,9.994138,0.20987533,-2.2425005,-0.29778153,64.74213,-0.7662546,0.1755414,0.04466326,0.0
622,3.903748,-42.889744,-0.13209099,9.9958935,0.18745033,-2.5443177,-0.26306477,64.84207,-0.66845644,-1.3474327,0.04450815,0.0
623,4.0034213,-42.897297,-0.13877554,9.982419,0.16200715,-2.7220814,-0.22749788,64.94203,-0.39072612,-3.0109594,0.04469341,0.0
624,4.1030316,-42.903828,-0.1426828,9.95231,0.13478634,-2.8161612,-0.19231398,65.041855,-0.024878249,-4.4285727,0.044279113,0.0
625,4.2023897,-42.90955,-0.1429316,9.908024,0.10662473,-2.874378,-0.15821166,65.14137,0.40350783,-5.594279,0.044391565,0.0
626,4.301338,-42.91466,-0.13889651,9.85208,0.07788095,-2.9241424,-0.12535387,65.240456,0.7804657,-6.570874,0.044169378,0.0
627,4.3997483,-42.919334,-0.13109185,9.786372,0.048639525,-2.9747956,-0.093601905,65.338974,1.12496,-7.4035354,0.04456736,0.0
628,4.497513,-42.923733,-0.11984225,9.712337,0.01889157,-3.028238,-0.06274464,65.436844,1.4333103,-8.13265,0.044339754,0.0
629,4.594543,-42.92799,-0.105509154,9.63101,6.2717943,-3.0819478,-0.032571733,65.533966,1.6792326,-8.827779,0.046925172,0.0
630,4.69076,-42.932224,-0.08871683,9.542732,6.240975,-3.132031,-0.0029193738,65.63027,1.9698805,-9.500678,0.0452137,0.0
631,4.7860904,-42.936527,-0.06901802,9.447725,6.209655,-3.1762812,0.026311068,65.7257,1.827023,-9.509922,0.045122765,0.0
632,4.880462,-42.94099,-0.05074779,9.352626,6.1778917,-3.1962867,0.055171385,65.82018,1.5495778,-9.509759,0.046423644,0.0
633,4.9738708,-42.945675,-0.035252012,9.257528,6.145929,-3.1999996,0.08335951,65.923706,1.4232634,-9.50985,0.044620432,0.0
634,5.066312,-42.95066,-0.021019379,9.16243,6.1139293,-3.1999958,0.11061858,66.01628,1.366971,-9.509924,0.04814179,0.0
635,5.1577787,-42.95603,-0.007349667,9.067331,6.081929,-3.1999953,0.13689223,66.1079,1.3113611,-9.509938,0.051006727,0.0
636,5.2482643,-42.961864,0.005763944,8.972232,6.049929,-3.1999967,0.16219282,66.19858,1.2563089,-9.509909,0.04612576,0.0
637,5.33776,-42.968235,0.018327033,8.877132,6.017929,-3.1999962,0.18653266,66.2883,1.2017314,-9.509831,0.045845527,0.0
638,5.426256,-42.975216,0.030344348,8.782034,5.985929,-3.1999915,0.20992397,66.377075,1.1481193,-9.5098,0.04533303,0.0
639,5.513742,-42.982876,0.04182554,8.686936,5.9539294,-3.1999931,0.23237881,66.46489,1.0949724,-9.509836,0.044652488,0.0
640,5.600204,-42.991276,0.052775268,8.591838,5.9219294,-3.1999958,0.25390953,66.56176,1.0424542,-9.5098915,0.0441649,0.0
641,5.685628,-43.00048,0.06319981,8.496738,5.8899293,-3.1999989,0.27452826,66.64768,0.989899,-9.509815,0.044244524,0.0
642,5.769997,-43.010548,0.0730988,8.401641,5.857929,-3.1999896,0.29424703,66.73265,0.93911654,-9.5097885,0.044037823,0.0
643,5.8532934,-43.021523,0.08248996,8.306542,5.8259296,-3.1999974,0.31307748,66.82666,0.88807356,-9.509837,0.045461863,0.0
644,5.9354973,-43.03346,0.0913707,8.211445,5.7939296,-3.199998,0.33103204,66.91973,0.8376841,-9.509821,0.044799086,0.0
645,6.016586,-43.046394,0.09974754,8.116346,5.7619295,-3.1999965,0.34812245,67.00185,0.78779864,-9.509764,0.044811197,0.0
646,6.096536,-43.06038,0.10762553,8.021249,5.7299294,-3.1999946,0.3643604,67.09301,0.73851264,-9.509655,0.04481998,0.0
647,6.1753216,-43.07544,0.11501066,7.926152,5.69793,-3.1999955,0.37975755,67.17322,0.69097006,-9.509505,0.04569116,0.0
648,6.2529154,-43.091614,0.121920355,7.831057,5.66593,-3.1999998,0.3943256,67.26248,0.64205974,-9.509708,0.04685379,0.0
649,6.329288,-43.108925,0.12834094,7.73596,5.6339297,-3.199998,0.4080769,67.37079,0.5957442,-9.509628,0.043715384,0.0
650,6.404409,-43.127403,0.1342984,7.6408634,5.6019297,-3.1999998,0.4210224,67.48815,0.54852724,-9.5099535,0.050294697,0.0
651,6.478245,-43.147064,0.13978367,7.545764,5.5699296,-3.1999981,0.43317443,67.57456,0.40300697,-9.509985,0.04466533,0.0
652,6.550762,-43.167923,0.14381373,7.450664,5.5379295,-3.1999726,0.4445441,67.67002,0.01647609,-9.474286,0.04561204,0.0
653,6.6219254,-43.18999,0.14397849,7.3559213,5.50593,-3.1999977,0.45507556,67.77452,-0.37515587,-9.319543,0.04577943,0.0
654,6.6916995,-43.213284,0.14022693,7.262726,5.47393,-3.1999958,0.46455204,67.86808,-0.7598236,-9.058222,0.045253567,0.0
655,6.7600546,-43.237823,0.1326287,7.172144,5.4419303,-3.1999917,0.4727717,67.97071,-1.1320456,-8.705105,0.045628518,0.0
656,6.8269615,-43.26366,0.121308245,7.0850925,5.40993,-3.1999927,0.4795605,68.06243,-1.5126024,-8.274591,0.04557565,0.0
657,6.8923926,-43.290836,0.10618222,7.002347,5.37793,-3.1999805,0.48477766,68.15328,-1.9321157,-7.7727513,0.045690656,0.0
658,6.9563165,-43.31942,0.08686107,6.924619,5.3459306,-3.199981,0.48830312,68.2533,-2.2625976,-7.1950207,0.045363918,0.0
659,7.0187006,-43.349476,0.06423509,6.8526692,5.3139305,-3.1999726,0.49002066,68.34255,-2.52276,-6.573384,0.046027843,0.0
660,7.0795074,-43.381073,0.03900749,6.7869353,5.281931,-3.1999767,0.48990294,68.44108,-2.7137544,-5.927802,0.047058817,0.0
661,7.1386952,-43.414284,0.011869945,6.7276573,5.2499313,-3.1999629,0.4879887,68.53895,-2.84842,-5.2744746,0.045537397,0.0
662,7.196216,-43.449177,-0.016614255,6.6749125,5.2179313,-3.1999707,0.48437187,68.63622,-2.911871,-4.6226106,0.04491638,0.0
663,7.252017,-43.48581,-0.045732964,6.6286864,5.1859317,-3.199972,0.479185,68.73297,-2.9603643,-3.9835649,0.0449133,0.0
664,7.306041,-43.52422,-0.075336605,6.5888505,5.153932,-3.199929,0.47259903,68.82926,-3.0682282,-3.355491,0.04678649,0.0
665,7.358227,-43.56444,-0.10601889,6.555296,5.121933,-3.1999476,0.46478552,68.93515,-2.9991474,-2.7195058,0.04597963,0.0
666,7.4085135,-43.606495,-0.13601036,6.528101,5.0899334,-3.199966,0.45588058,69.0407,-3.021284,-2.1100917,0.045611717,0.0
667,7.456837,-43.650387,-0.16622321,6.507,5.057934,-3.1999805,0.4461016,69.15598,-2.8822267,-1.5031692,0.045047604,0.0
668,7.503135,-43.69611,-0.19504547,6.491968,5.0259337,-3.1999617,0.43560582,69.261055,-2.8312361,-0.92843735,0.045818545,0.0
669,7.5473466,-43.74365,-0.22335783,6.4826837,4.993934,-3.1999853,0.4246098,69.405975,-2.7718422,-0.3641207,0.04587063,0.0
670,7.5894136,-43.792973,-0.25107625,6.4790425,4.9619346,-3.199988,0.4132703,69.5208,-2.5683334,0.18965682,0.045583,0.0
671,7.6292815,-43.844044,-0.2767596,6.480939,4.9299345,-3.1999903,0.40173262,69.61559,-2.3157992,0.70816153,0.047046833,0.0
672,7.6669,-43.896816,-0.29991758,6.488021,4.8979344,-3.1999724,0.3901805,69.7304,-2.1624224,1.1843354,0.04630523,0.0
673,7.702224,-43.95124,-0.32154182,6.499864,4.865935,-3.19998,0.3787875,69.82528,-1.943943,1.6374998,0.0466292,0.0
674,7.7352133,-44.007244,-0.34098125,6.516239,4.8339353,-3.1999836,0.36766568,69.91028,-1.7161527,2.0563865,0.047304947,0.0
675,7.7658353,-44.064762,-0.35814276,6.536803,4.801935,-3.1999965,0.35692972,69.99544,-1.4688126,2.4397955,0.04590862,0.0
676,7.79406,-44.123722,-0.3728309,6.561201,4.769935,-3.199983,0.34667593,70.08081,-1.2222103,2.7837355,0.045945052,0.0
677,7.8198657,-44.184048,-0.38505298,6.5890384,4.7379355,-3.1999815,0.3369862,70.16642,-0.99156594,3.087983,0.045263104,0.0
678,7.8432336,-44.245655,-0.39496866,6.619918,4.7059355,-3.1999822,0.3279238,70.24231,-0.7818051,3.3542151,0.043770064,0.0
679,7.86415,-44.308464,-0.4027867,6.65346,4.673936,-3.199991,0.31953123,70.328514,-0.5827881,3.5849438,0.04441302,0.0
680,7.882606,-44.372387,-0.40861458,6.6893096,4.641936,-3.1999938,0.3118325,70.405045,-0.4186335,3.7806954,0.044696037,0.0
681,7.8985963,-44.43734,-0.4128009,6.7271166,4.6099358,-3.1999946,0.3048387,70.491936,-0.28461558,3.9460983,0.045972567,0.0
682,7.9121184,-44.50324,-0.4156471,6.7665777,4.577936,-3.1999965,0.2985445,70.56921,-0.17598699,4.0851793,0.046313003,0.0
683,7.923172,-44.569996,-0.41740695,6.8074293,4.545936,-3.1999958,0.2929325,70.64687,-0.09745137,4.201328,0.04447708,0.0
684,7.931759,-44.637524,-0.41838145,6.8494425,4.513936,-3.1999915,0.28797686,70.73495,-0.04106958,4.298907,0.04410989,0.0
685,7.9378824,-44.705746,-0.41879216,6.8924317,4.481936,-3.1999915,0.28364384,70.813446,-0.010063005,4.3813,0.044389624,0.0
686,7.941547,-44.774574,-0.41889277,6.936245,4.4499364,-3.1999953,0.2798956,70.90237,-2.1410759e-05,4.4527254,0.04444321,0.0
687,7.9427567,-44.843925,-0.418893,6.980772,4.4179363,-3.1999862,0.27669042,70.98173,-0.00037385273,4.5164824,0.043866664,0.0
688,7.941517,-44.91372,-0.41889673,7.0259366,4.3859363,-3.1999931,0.2739845,71.07154,0.00050256395,4.574943,0.044443704,0.0
689,7.9378324,-44.983883,-0.4188917,7.0716863,4.3539367,-3.1999764,0.27173546,71.151794,-0.00047903066,4.6275616,0.04476988,0.0
690,7.931708,-45.054337,-0.4188965,7.117962,4.3219366,-3.1999886,0.2699044,71.242516,0.00029055437,4.675529,0.044390675,0.0
691,7.9231477,-45.124996,-0.4188936,7.164717,4.289937,-3.1999815,0.26845595,71.333694,0.00048461193,4.71846,0.043895796,0.0
692,7.912158,-45.195797,-0.41888875,7.2119017,4.257937,-3.199966,0.26735753,71.42534,-0.000791592,4.7564316,0.044628337,0.0
693,7.8987436,-45.26666,-0.41889668,7.259466,4.2259374,-3.199992,0.26657927,71.50746,0.00038821547,4.7908735,0.044258688,0.0
694,7.8829103,-45.337505,-0.41889277,7.307375,4.1939373,-3.1999683,0.26609427,71.60005,4.481611e-06,4.8205414,0.0456292,0.0
695,7.8646646,-45.408264,-0.41889274,7.3555803,4.1619377,-3.1999762,0.26587725,71.70313,-0.00035521138,4.8466597,0.051261745,0.0
696,7.844014,-45.478863,-0.4188963,7.404047,4.129938,-3.1999812,0.26590574,71.78668,-6.6039956e-06,4.8692627,0.04585361,0.0
697,7.8209662,-45.549225,-0.41889635,7.4527392,4.097938,-3.1999855,0.26615873,71.87073,1.5149849e-05,4.8885746,0.046412177,0.0
698,7.795531,-45.619274,-0.4188962,7.501625,4.0659385,-3.1999748,0.2666173,71.95525,7.243456e-05,4.904626,0.05043418,0.0
699,7.7677174,-45.688946,-0.41889548,7.5506716,4.0339384,-3.1999743,0.26726377,72.04027,0.00012884222,4.9179745,0.046365213,0.0
700,7.7375374,-45.75816,-0.4188942,7.599851,4.001939,-3.199955,0.26808235,72.115776,0.00026670526,4.928434,0.04588166,0.0
701,7.7050037,-45.82684,-0.41889152,7.6491356,3.9699392,-3.1999502,0.26905817,72.19177,-0.00043298973,4.936368,0.04831472,0.0
702,7.6701307,-45.89492,-0.41889584,7.698499,3.93794,-3.199962,0.27017796,72.268265,0.0002055402,4.942385,0.045544453,0.0
703,7.632934,-45.962322,-0.4188938,7.747923,3.9059403,-3.1999507,0.27142957,72.33525,0.00012541095,4.946179,0.044877917,0.0
704,7.5934305,-46.028976,-0.41889253,7.7973847,3.8739407,-3.1999204,0.27280164,72.41273,-0.00045229646,4.947352,0.045411866,0.0
705,7.5516396,-46.094803,-0.41889706,7.8468585,3.8419414,-3.199975,0.27428344,72.480705,0.00060432975,4.948402,0.048620813,0.0
706,7.5075817,-46.159737,-0.418891,7.8963423,3.8099418,-3.19987,0.27586672,72.54917,-0.00018124761,4.945645,0.043838646,0.0
707,7.4612794,-46.2237,-0.41889283,7.945799,3.7779431,-3.1999216,0.27754086,72.61813,-0.00039038068,4.9426813,0.04539039,0.0
708,7.412757,-46.28662,-0.41889673,7.9952254,3.7459438,-3.199934,0.27929965,72.68759,5.5846944e-05,4.9381175,0.044957697,0.0
709,7.3620405,-46.34843,-0.4188962,8.044607,3.7139444,-3.1999483,0.28113523,72.757545,-3.491926e-05,4.932715,0.04429899,0.0
710,7.3091583,-46.40905,-0.41889653,8.093934,3.681945,-3.1998882,0.28304127,72.827995,0.0004389909,4.9254417,0.054610476,0.0
711,7.254141,-46.46842,-0.41889215,8.143188,3.6499462,-3.1998723,0.28501055,72.89893,-0.0002400308,4.9167275,0.04381427,0.0
712,7.1970205,-46.526455,-0.41889453,8.192356,3.6179473,-3.1999407,0.2870379,72.960365,-0.0003430651,4.907996,0.04868102,0.0
713,7.137831,-46.583096,-0.418898,8.241436,3.585948,-3.199954,0.2891191,73.03229,0.00016844225,4.898647,0.04818223,0.0
714,7.0766096,-46.638268,-0.4188963,8.290422,3.5539484,-3.1998808,0.29124883,73.1047,-0.00018934473,4.8868675,0.050119385,0.0
715,7.013394,-46.691906,-0.4188982,8.339291,3.5219495,-3.199968,0.2934215,73.1676,0.00023585824,5.0292115,0.04933942,0.0
716,6.9482245,-46.74394,-0.4188958,8.389583,3.48995,-3.1764,0.29568315,73.241,-0.00026586183,5.154979,0.050273947,0.0
717,6.881135,-46.79431,-0.4188985,8.441133,3.458186,-3.1347024,0.29779983,73.30489,6.4815955e-05,5.7530947,0.049355824,0.0
718,6.8121605,-46.84297,-0.41889784,8.498664,3.4268389,-3.0043333,0.29975864,73.36931,0.0005851239,5.7232122,0.049998783,0.0
719,6.741307,-46.8899,-0.418892,8.555896,3.3967955,-2.8951342,0.30054155,73.44429,-0.0006660685,6.4389234,0.050388608,0.0
720,6.6686234,-46.93504,-0.41889864,8.620285,3.3678443,-2.6905773,0.3006637,73.51985,0.00012020218,5.935517,0.049437493,0.0
721,6.594113,-46.97839,-0.41889745,8.67964,3.3409386,-2.5950632,0.29887602,73.596054,5.4658318e-05,7.437536,0.05014452,0.0
722,6.517868,-47.019863,-0.41889688,8.754016,3.314988,-2.2867873,0.29699343,73.68285,0.42884174,6.544276,0.049218826,0.0
723,6.4398355,-47.05954,-0.41460848,8.819458,3.29212,-2.1663036,0.2922177,73.76039,-0.28303722,7.6888037,0.04605108,0.0
724,6.3601446,-47.097324,-0.41743886,8.896346,3.270457,-1.8931984,0.28727996,73.838585,0.81602234,7.0802073,0.04584927,0.0
725,6.278774,-47.13329,-0.40927863,8.967149,3.251525,-1.7710503,0.2799956,73.91755,0.403893,7.896822,0.044989794,0.0
726,6.1958337,-47.167374,-0.4052397,9.044769,3.2338145,-1.5690348,0.2725959,73.99722,1.1155398,7.473734,0.046180937,0.0
727,6.111338,-47.199642,-0.3940843,9.119507,3.2181242,-1.4504114,0.26389578,74.08767,1.0912024,7.6796727,0.051868528,0.0
728,6.025377,-47.23009,-0.38317227,9.19583,3.20362,-1.3278713,0.25504044,74.17886,1.5186865,7.39644,0.049986977,0.0
729,5.938002,-47.258762,-0.3679854,9.269794,3.1903412,-1.2572371,0.24584275,74.27082,1.6576326,7.0637894,0.049775314,0.0
730,5.8492975,-47.28568,-0.35140908,9.340433,3.177769,-1.2336211,0.23684907,74.353516,1.7858584,6.704694,0.04546386,0.0
731,5.759353,-47.310863,-0.3335505,9.407479,3.1654327,-1.2471094,0.22850415,74.44692,1.8098962,6.2564034,0.045762293,0.0
732,5.6682577,-47.334354,-0.31545153,9.470044,3.1529615,-1.2953037,0.22111814,74.541,1.7272688,5.6837564,0.043763325,0.0
733,5.576105,-47.35617,-0.29817885,9.526881,3.1400084,-1.380692,0.21494056,74.6357,1.7343911,5.1733103,0.04911452,0.0
734,5.4829965,-47.376343,-0.28083494,9.578614,3.1262016,-1.4857697,0.21026756,74.730965,1.7506589,4.6859317,0.04340674,0.0
