,times,crashes
0,9.5,0.0
1,9.34,0.0
2,9.54,0.0
3,9.49,0.0
4,9.54,0.0
5,9.51,0.0
6,9.54,0.0
7,9.53,0.0
8,9.31,0.0
9,9.48,0.0
10,9.49,0.0
11,9.57,0.0
12,8.06,1.0
13,9.51,0.0
14,9.56,0.0
15,9.55,0.0
16,1.12,1.0
17,9.38,0.0
18,4.75,1.0
19,9.51,0.0
20,9.5,0.0
