,times,crashes
0,38.34,0.0
1,38.43,0.0
2,38.36,0.0
3,38.36,0.0
4,38.33,0.0
5,38.3,0.0
6,38.33,0.0
7,38.34,0.0
8,38.31,0.0
9,38.34,0.0
10,38.33,0.0
11,38.38,0.0
12,38.43,0.0
13,38.48,0.0
14,38.38,0.0
15,38.34,0.0
16,38.33,0.0
17,38.47,0.0
18,38.37,0.0
19,38.33,0.0
20,38.31,0.0
