,times,crashes
0,31.81,0.0
1,31.8,0.0
2,31.83,0.0
3,31.89,0.0
4,31.88,0.0
5,31.89,0.0
6,31.79,0.0
7,31.84,0.0
8,31.8,0.0
9,31.86,0.0
10,31.97,0.0
11,31.85,0.0
12,31.82,0.0
13,31.87,0.0
14,31.87,0.0
15,31.81,0.0
16,31.87,0.0
17,31.87,0.0
18,31.82,0.0
19,31.92,0.0
20,31.82,0.0
