,times,crashes
0,38.52,0.0
1,38.51,0.0
2,38.43,0.0
3,38.67,0.0
4,38.43,0.0
5,38.51,0.0
6,38.53,0.0
7,38.89,0.0
8,38.45,0.0
9,38.56,0.0
10,38.6,0.0
11,38.62,0.0
12,38.49,0.0
13,38.5,0.0
14,38.6,0.0
15,38.59,0.0
16,38.54,0.0
17,38.46,0.0
18,38.49,0.0
19,38.61,0.0
20,38.49,0.0
