,times,crashes
0,10.45,0.0
1,10.61,0.0
2,10.42,0.0
3,10.66,0.0
4,10.58,0.0
5,10.55,0.0
6,10.72,0.0
7,10.44,0.0
8,11.09,0.0
9,10.36,0.0
10,10.5,0.0
11,10.73,0.0
12,10.6,0.0
13,10.56,0.0
14,10.44,0.0
15,10.69,0.0
16,10.52,0.0
17,10.43,0.0
18,10.56,0.0
19,10.47,0.0
20,10.29,0.0
