inner_point, midpoint, outer_point, 
[-5.1784979831607085, -52.99911910402062], [-5.470664887844344, -54.368293490213844], [-5.7628317925279795, -55.73746787640707], 
[10.74623787933796, -33.22181215617941], [11.472989173748926, -32.02522009700804], [12.199740468159893, -30.828628037836665], 
[10.875698199167157, -33.31226499788746], [11.754714145261469, -32.222617822645894], [12.63373009135578, -31.132970647404328], 
[10.972046162637847, -33.40140036871376], [11.996569131522532, -32.44727632739224], [13.021092100407218, -31.493152286070718], 
[11.037539591070605, -33.48283313840881], [12.196183980962447, -32.69699398325544], [13.354828370854289, -31.91115482810207], 
[11.08398754099544, -33.56471756644561], [12.351188542011512, -32.96956916224388], [13.618389543027584, -32.37442075804215], 
[11.105246509107058, -33.61885592560765], [12.459212663100056, -33.26280023636591], [13.813178817093053, -32.90674454712418], 
[11.115640076932097, -33.669265620320346], [12.492760733488806, -33.417196785902405], [13.869881390045515, -33.165127951484465], 
[11.126033250632231, -33.733970183708514], [12.51446752335782, -33.55438658111362], [13.90290179608341, -33.37480297851872], 
[11.138771875658515, -33.95484709673353], [12.5383733648474, -33.921445428208514], [13.937974854036286, -33.8880437596835], 
[11.13916875864998, -34.328124889751294], [12.538827672367225, -34.35902675461191], [13.938486586084469, -34.38992861947253], 
[11.120300271134804, -34.70954861546663], [12.515783503615497, -34.82191652843665], [13.91126673609619, -34.934284441406675], 
[11.102376487102653, -34.89821135411194], [12.494452784096639, -35.0469513398169], [13.886529081090625, -35.19569132552186], 
[11.090684230509062, -34.99447720824653], [12.474031033082342, -35.20977148083705], [13.857377835655623, -35.42506575342757], 
[11.06215148138571, -35.11502325733884], [12.402166302470603, -35.52043697105956], [13.742181123555495, -35.92585068478028], 
[11.01588051971369, -35.240414524787305], [12.293877992457032, -35.81201093805599], [13.571875465200375, -36.38360735132468], 
[10.959721445029222, -35.34629307816397], [12.15005709737265, -36.08324696733217], [13.340392749716079, -36.82020085650038], 
[10.888728746210779, -35.445542167161484], [11.971594611548491, -36.33289864439395], [13.054460476886204, -37.220255121626415], 
[10.801402870162041, -35.53879992587997], [11.759381529315599, -36.559719554747176], [12.717360188469156, -37.58063918361438], 
[10.686831069523274, -35.63318009041437], [11.514308845004992, -36.76246328389767], [12.34178662048671, -37.89174647738096], 
[10.56486073464271, -35.711930213561764], [11.237267552947715, -36.93988341735128], [11.90967437125272, -38.1678366211408], 
[10.466624831143571, -35.76191910177666], [11.085760776565431, -37.01757458043575], [11.704896721987291, -38.273230059094836], 
[10.331506670909453, -35.82691352472833], [10.917004666083228, -37.09860220425941], [11.502502661257003, -38.37029088379048], 
[10.132141964298334, -35.908194777755476], [10.591916330444826, -37.23054402520661], [11.051690696591319, -38.55289327265775], 
[9.93692412578062, -35.96386084316017], [10.245776072686246, -37.329368248812955], [10.554628019591872, -38.69487565446574], 
