inner_point, midpoint, outer_point, 
[-29.635901265770798, -9.82812813288703], [-31.83090914411204, -11.063836395848384], [-34.187027627104314, -11.968454222539876], 
[-28.41019496665271, -12.50849402136241], [-30.794579527360824, -13.334465950427699], [-33.17896408806894, -14.160437879492974], 
[-27.45943755823714, -14.905280240993577], [-29.87082042690713, -15.654099981691445], [-32.28220329557712, -16.402919722389342], 
[-26.62710461802422, -17.338568426570845], [-29.063050694582515, -18.015144998196817], [-31.49899677114081, -18.691721569822775], 
[-25.917782328165117, -19.797349776614737], [-28.37468918221859, -20.41000750850094], [-30.831596036272032, -21.022665240387113], 
[-25.336056870811007, -22.27061548964579], [-27.809154741646893, -22.831094021160993], [-30.28225261248278, -23.391572552676195], 
[-24.94209481535043, -24.33204178912011], [-27.445584700648368, -24.761347514321443], [-29.949074585946335, -25.190653239522746], 
[-24.646819905383012, -26.260434832799348], [-27.165670021881738, -26.633705205158535], [-29.684520138380478, -27.006975577517778], 
[-24.44697338775873, -28.140944241162458], [-26.980982560398814, -28.348533491002428], [-29.514991733038897, -28.556122740842397], 
[-24.32270369998139, -30.296165723115067], [-26.847215848926623, -30.459592185665386], [-29.378170040724953, -30.433264344110626], 
[-24.27955148283013, -33.28239297224194], [-26.7962160313958, -33.259898104380014], [-29.31288057996146, -33.23740323651806], 
[-24.316904906932848, -36.017503203051064], [-26.86104480107562, -35.9191982682521], [-29.412658928870513, -36.02200640103432], 
[-24.534605268372218, -38.63010792955535], [-27.066070413294455, -38.36842692684425], [-29.569291120418796, -37.864417821384876], 
[-25.025693018023617, -42.076406834980645], [-27.56011229881787, -41.79179928666794], [-30.094531579612138, -41.50719173835526], 
[-25.755807670780968, -45.509904887047554], [-28.212994907089325, -44.85248594709422], [-30.67018214339771, -44.19506700714088], 
[-26.602010911098148, -48.52943158006104], [-29.059272978810966, -47.87091751498764], [-31.398013040761782, -46.837992739997276], 
[-27.768383199704658, -51.86822845268546], [-30.18399686889323, -51.074609697206014], [-32.599610538081805, -50.28099094172656], 
[-29.153850740675978, -55.122519781257694], [-31.411925065245725, -53.95842316820659], [-33.66999938981549, -52.79432655515548], 
[-30.750199529975987, -58.26851120964587], [-32.93965779252656, -56.98326091834454], [-35.31664663502451, -56.0414772533173], 
[-32.608338896987775, -61.37665396818782], [-34.66019552560492, -59.88364284950514], [-36.712052154222064, -58.39063173082248], 
[-34.99254255866907, -64.76827571513147], [-37.163143183426385, -63.445566555482195], [-39.3337438081837, -62.122857395832916], 
[-38.16865508009231, -68.54716326185725], [-39.92878738524257, -66.73706501662906], [-41.68891969039284, -64.92696677140086], 
[-41.060236972596186, -71.44177324043358], [-43.001437611951644, -69.81103995840895], [-44.94263825130709, -68.18030667638433], 
[-44.80130846674399, -74.59475905553666], [-46.29270645584067, -72.57897289370513], [-47.78410444493733, -70.5631867318736], 
[-48.813537084569845, -77.3814866023385], [-49.82141329413557, -75.0579339013334], [-50.829289503701276, -72.7343812003283], 
[-51.62610059880565, -79.02716328883042], [-52.749031574240206, -76.79839475707777], [-53.87196254967475, -74.56962622532515], 
[-53.80233708485926, -80.14635031739368], [-55.11672958913783, -78.0171318133388], [-56.10771832118867, -75.73197502427502], 
[-56.7868635065677, -81.48100240874575], [-57.9204076445225, -79.26263469390474], [-58.722660890585686, -76.9085920590991], 
[-59.85901325791984, -82.63077764860411], [-60.799077365379276, -80.33453414886264], [-61.739141472838696, -78.03829064912117], 
[-63.0110472924341, -83.59047711957695], [-63.748214156457976, -81.23003242674486], [-64.48538102048184, -78.86958773391277], 
[-66.23522656362896, -84.35490190427235], [-66.58630860107388, -81.90903808324663], [-66.9373906385188, -79.46317426222089], 
[-68.69605080844772, -84.79694400618087], [-68.88545127848633, -82.33465107396455], [-69.43426078038523, -79.9316039315473], 
[-69.45982475934055, -84.90632120735589], [-69.80779693543951, -82.4743685064403], [-70.15576911153846, -80.04241580552473], 
[-70.56318238099233, -85.04808292151311], [-70.85031107294506, -82.61216665221198], [-71.24471889372434, -80.18942273372205], 
[-71.55759878435413, -85.16267028382049], [-71.79883982331384, -82.72201958902176], [-71.9751137519435, -80.27461106056114], 
[-72.8131011925653, -85.26495249631256], [-72.94519927973985, -82.82405305878538], [-73.07729736691441, -80.38315362125817], 
[-73.64423956762805, -85.30249416768976], [-73.76495847785021, -82.87501466278928], [-73.88567738807238, -80.44753515788881], 
[-73.98331054522343, -85.3129564984782], [-74.09081585921362, -82.88908249450535], [-74.1983211732038, -80.46520849053249], 
[-74.44266703985166, -85.32397411248411], [-74.50238942284905, -82.9020343107032], [-74.56211180584644, -80.48009450892229], 
