inner_point, midpoint, outer_point, 
[-3.0694873131355402, -32.818148515168645], [-2.666514999127658, -32.8228723], [-2.263542685119776, -32.827596084831356], 
[-3.0792577819406763, -33.58162764429338], [-2.676301450679972, -33.587560189861144], [-2.2733451194192678, -33.59349273542891], 
[-3.1057979339969384, -34.018928464709106], [-2.7078758534701244, -34.082701639549406], [-2.3099537729433104, -34.146474814389705], 
[-3.114816099407406, -34.06615185705726], [-2.7506646332779887, -34.23878647037624], [-2.3865131671485713, -34.411421083695224], 
[-3.1317560154872384, -34.09552062523794], [-2.783240879917793, -34.2978723], [-2.4347257443483477, -34.500223974762065], 
[-3.170069031557813, -34.16278782678416], [-2.820099299388488, -34.36261321697602], [-2.470129567219163, -34.562438607167884], 
[-3.1838314908057623, -34.18854444197148], [-2.890889289332632, -34.46530041136704], [-2.597947087859502, -34.7420563807626], 
[-3.1676804082672896, -34.17475955700915], [-2.997043731891706, -34.53985149704001], [-2.8264070555161225, -34.90494343707087], 
[-3.246566690758983, -34.1929754252342], [-3.181758928634183, -34.590730317056256], [-3.1169511665093834, -34.98848520887831], 
[-3.5131730260675127, -34.22017328581138], [-3.488231181128535, -34.6224007144771], [-3.4632893361895576, -35.02462814314283], 
[-3.96745489986897, -34.23640198670155], [-3.9596567909432334, -34.63932653236387], [-3.951858682017497, -35.04225107802618], 
[-5.036297186634018, -34.24428198229701], [-5.036456646416768, -34.64728195074934], [-5.036616106199519, -35.050281919201666], 
[-6.157480968191247, -34.243465229880485], [-6.156540000000001, -34.646464131341595], [-6.155599031808754, -35.049463032802706], 
[-7.824567995700403, -34.241732645190936], [-7.831703032559301, -34.64466947801839], [-7.838838069418199, -35.04760631084585], 
[-8.895840165185973, -34.21930554500892], [-8.89933042991595, -34.62229043064623], [-8.902820694645929, -35.02527531628354], 
[-9.013593506868451, -34.21450682912665], [-9.162418333122538, -34.58902007467404], [-9.311243159376625, -34.96353332022143], 
