,times,crashes
0,33.19,0.0
1,33.2,0.0
2,33.22,0.0
3,32.93,0.0
4,33.06,0.0
5,33.0,0.0
6,33.08,0.0
7,33.08,0.0
8,32.94,0.0
9,33.16,0.0
10,33.01,0.0
11,32.91,0.0
12,33.22,0.0
13,33.44,0.0
14,33.1,0.0
15,33.21,0.0
16,33.16,0.0
17,33.1,0.0
18,32.96,0.0
19,33.13,0.0
20,33.24,0.0
