,times,crashes
0,10.65,0.0
1,10.6,0.0
2,10.56,0.0
3,10.33,0.0
4,10.55,0.0
5,10.54,0.0
6,10.45,0.0
7,10.47,0.0
8,11.1,0.0
9,10.49,0.0
10,10.91,0.0
11,10.59,0.0
12,10.37,0.0
13,10.46,0.0
14,10.3,0.0
15,10.98,0.0
16,10.53,0.0
17,10.44,0.0
18,10.82,0.0
19,10.63,0.0
20,10.45,0.0
