,times,crashes
0,45.31,1.0
1,45.27,1.0
2,38.51,1.0
3,45.23,1.0
4,38.52,1.0
5,45.21,1.0
6,45.21,1.0
7,45.23,1.0
8,45.29,1.0
9,45.16,1.0
10,45.19,1.0
11,38.5,1.0
12,45.26,1.0
