,times,crashes
0,38.41,1.0
1,16.07,1.0
2,38.1,1.0
3,28.61,1.0
4,28.77,1.0
5,28.78,1.0
6,19.19,1.0
7,19.24,1.0
8,28.72,1.0
9,29.63,1.0
10,15.65,1.0
11,52.18,0.0
12,11.57,1.0
