,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,,x_12,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12
0,0.8007017,0.8007017,0.8007017,0.8007017,0.8007017,0.8007017,0.8007017,0.8007017,0.8007017,0.8007017,0.8007017,0.8007017,0.8007017,-0.2753365,-0.2753365,-0.2753365,-0.2753365,-0.2753365,-0.2753365,-0.2753365,-0.2753365,-0.2753365,-0.2753365,-0.2753365,-0.2753365,-0.2753365
1,0.80041933,0.80041933,0.80041933,0.80041933,0.80041933,0.80041933,0.80041933,0.80041933,0.80041933,0.80041933,0.80041933,0.80041933,0.80041933,-0.2757768,-0.2757768,-0.2757768,-0.2757768,-0.2757768,-0.2757768,-0.2757768,-0.2757768,-0.2757768,-0.2757768,-0.2757768,-0.2757768,-0.2757768
2,0.79964644,0.79964644,0.79964644,0.79964644,0.79964644,0.79964644,0.79964644,0.79964644,0.79964644,0.79964644,0.79964644,0.79964644,0.79964644,-0.27698207,-0.27698207,-0.27698207,-0.27698207,-0.27698207,-0.27698207,-0.27698207,-0.27698207,-0.27698207,-0.27698207,-0.27698207,-0.27698207,-0.27698207
3,0.79838747,0.79838747,0.79838747,0.79838747,0.79838747,0.79838747,0.79838747,0.79838747,0.79838747,0.79838747,0.79838747,0.79838747,0.79838747,-0.27894515,-0.27894515,-0.27894515,-0.27894515,-0.27894515,-0.27894515,-0.27894515,-0.27894515,-0.27894515,-0.27894515,-0.27894515,-0.27894515,-0.27894515
4,0.7966024,0.7966024,0.7966024,0.7966024,0.7966024,0.7966024,0.7966024,0.7966024,0.7966024,0.7966024,0.7966024,0.7966024,0.7966024,-0.28162947,-0.28162947,-0.28162947,-0.28162947,-0.28162947,-0.28162947,-0.28162947,-0.28162947,-0.28162947,-0.28162947,-0.28162947,-0.28162947,-0.28162947
5,0.79427093,0.79427093,0.79427093,0.79427093,0.79427093,0.79427093,0.79427093,0.79427093,0.79427093,0.79427093,0.79427093,0.79427093,0.79427093,-0.28500992,-0.28500992,-0.28500992,-0.28500992,-0.28500992,-0.28500992,-0.28500992,-0.28500992,-0.28500992,-0.28500992,-0.28500992,-0.28500992,-0.28500992
6,0.79137176,0.79137176,0.79137176,0.79137176,0.79137176,0.79137176,0.79137176,0.79137176,0.79137176,0.79137176,0.79137176,0.79137176,0.79137176,-0.2890602,-0.2890602,-0.2890602,-0.2890602,-0.2890602,-0.2890602,-0.2890602,-0.2890602,-0.2890602,-0.2890602,-0.2890602,-0.2890602,-0.2890602
7,0.78788275,0.78788275,0.78788275,0.78788275,0.78788275,0.78788275,0.78788275,0.78788275,0.78788275,0.78788275,0.78788275,0.78788275,0.78788275,-0.2937519,-0.2937519,-0.2937519,-0.2937519,-0.2937519,-0.2937519,-0.2937519,-0.2937519,-0.2937519,-0.2937519,-0.2937519,-0.2937519,-0.2937519
8,0.7839002,0.7839007,0.7838994,0.7839012,0.7838994,0.7839016,0.7839019,0.7839011,0.7839005,0.7839018,0.7839019,0.78389984,0.7839007,-0.29914606,-0.2991464,-0.2991455,-0.2991468,-0.2991455,-0.29914704,-0.29914725,-0.29914674,-0.2991463,-0.29914722,-0.29914728,-0.29914576,-0.29914638
9,0.7793571,0.77935565,0.77935934,0.779354,0.77935934,0.77935284,0.7793519,0.7793543,0.7793561,0.77935207,0.7793517,0.77935827,0.77935565,-0.30518273,-0.30518168,-0.30518448,-0.30518046,-0.30518445,-0.30517957,-0.30517882,-0.30518064,-0.30518204,-0.305179,-0.30517873,-0.30518365,-0.3051817
10,0.7742335,0.77422935,0.77424085,0.7742247,0.77424073,0.7742215,0.774219,0.7742254,0.77423084,0.77421945,0.77421856,0.77423733,0.77422947,-0.31183633,-0.31183317,-0.3118418,-0.31182963,-0.31184173,-0.31182715,-0.31182522,-0.31183016,-0.31183428,-0.3118256,-0.31182492,-0.31183913,-0.31183326
11,0.76850075,0.7684916,0.76851666,0.76848143,0.76851654,0.76847446,0.7684689,0.76848304,0.76849484,0.76847005,0.7684681,0.7685091,0.76849186,-0.3190733,-0.31906626,-0.31908542,-0.31905836,-0.3190853,-0.3190529,-0.31904855,-0.31905958,-0.3190687,-0.31904945,-0.3190479,-0.31907952,-0.31906644
12,0.76213956,0.76212394,0.762167,0.76210666,0.7621667,0.7620948,0.76208544,0.76210934,0.7621294,0.76208735,0.76208407,0.76215386,0.76212436,-0.32686612,-0.32685375,-0.32688758,-0.3268401,-0.32688734,-0.32683074,-0.32682335,-0.32684222,-0.32685804,-0.32682487,-0.32682225,-0.32687712,-0.32685408
13,0.75519955,0.75517726,0.75523883,0.7551524,0.7552384,0.75513554,0.7551223,0.75515646,0.75518507,0.75512505,0.75512034,0.7552199,0.7551778,-0.3352453,-0.33522743,-0.33527687,-0.33520806,-0.3352765,-0.3351947,-0.3351842,-0.33521086,-0.3352336,-0.33518636,-0.3351826,-0.33526164,-0.3352279
14,0.74772996,0.74770224,0.74777913,0.74767214,0.7477786,0.74765134,0.747635,0.74767727,0.74771196,0.7476384,0.7476326,0.7477553,0.74770296,-0.34424073,-0.34421834,-0.34428075,-0.34419358,-0.3442803,-0.3441772,-0.34416434,-0.34419683,-0.34422606,-0.344167,-0.3441624,-0.34426153,-0.34421894
