9.519999999991342,
403.90999999977225,
352.24999999967963,
403.93999999977405,
403.9299999996326,
403.97999999972996,
208.3499999998105,
403.9599999996326,
9.959999999990941,
362.0399999996707,
8.569999999992206,
403.9699999996326,
403.9499999996326,
266.79999999980424,
403.90999999963265,
164.54999999985034,
403.9699999996326,
25.18999999997709,
43.56999999996037,
85.27999999992244,
162.0499999999599,
403.9499999996326,
1.049999999999045,
337.1899999996933,
235.759999999787,
394.56999999964114,
236.80999999986705,
403.9499999996326,
27.94999999997458,
403.89999999963266,
139.27999999987333,
403.90999999977225,
391.70999999964374,
24.729999999977508,
403.9699999996326,
403.89999999963266,
403.89999999963266,
403.9699999996326,
88.22999999991976,
275.2899999997496,
129.70999999988203,
73.45999999993319,
21.829999999980146,
48.459999999955926,
362.0399999996707,
403.94999999977136,
230.64999999979023,
259.36999999986716,
90.35999999991782,
366.0499999996671,
403.9599999996326,
23.10999999997898,
205.70999999985128,
121.2799999998897,
403.9399999996326,
403.90999999963265,
32.07999999997082,
403.9499999996326,
403.9899999996468,
403.9799999996326,
403.91999999969516,
205.70999999985128,
403.9599999996326,
268.3999999998653,
403.9199999997193,
13.339999999987867,
403.9399999996326,
295.8299999998661,
150.5299999998631,
403.9599999996326,
279.4099999998649,
403.9699999997207,
85.88999999992188,
303.86999999972363,
313.1099999997152,
223.60999999979663,
80.269999999927,
403.9599999996326,
403.90999999975486,
164.54999999985034,
403.9699999996326,
403.9699999996326,
136.40999999987594,
403.9899999996326,
403.9199999997705,
403.91999999963264,
53.25999999995156,
403.9299999996326,
401.59999999963475,
1.049999999999045,
403.9799999996326,
403.96999999977487,
97.5299999999113,
376.62999999965746,
317.15999999971154,
266.79999999980424,
69.72999999995221,
403.9399999996326,
403.9199999997485,
205.70999999985128,
403.9299999996326,
8.569999999992206,
106.73999999990292,
27.989999999974543,
123.66999999997918,
260.309999999867,
155.51999999997224,
403.9499999996326,
350.14999999968154,
38.949999999964575,
403.96999999965817,
403.96999999968233,
403.9199999997193,
403.9199999997705,
276.8399999998093,
231.29999999986495,
235.89999999986645,
403.9299999996326,
403.9699999996923,
282.3599999998114,
163.4999999998513,
403.96999999968233,
305.38999999986635,
64.22999999994158,
403.91999999974064,
225.35999999986183,
254.47999999986803,
165.3599999998496,
316.17999999971244,
106.73999999990292,
5.449999999995043,
403.9199999997428,
403.9599999996326,
403.9299999996326,
23.559999999978572,
209.6399999998534,
272.35999999986456,
403.89999999975703,
34.65999999996848,
282.3599999998114,
403.90999999963265,
106.73999999990292,
403.91999999966816,
403.9599999996326,
259.36999999986716,
403.90999999963265,
403.91999999969516,
34.65999999996848,
340.11999999981396,
5.449999999995043,
256.7299999997992,
8.569999999992206,
403.90999999963265,
68.64999999993756,
1.049999999999045,
403.89999999975703,
39.179999999964366,
305.38999999986635,
403.9099999997506,
403.9299999996326,
403.8999999997179,
403.9599999996326,
216.29999999985728,
403.89999999963266,
8.569999999992206,
403.9699999996923,
403.89999999963266,
153.3699999998605,
97.5299999999113,
365.9999999996671,
403.9799999996326,
13.339999999987867,
403.9599999996326,
290.3999999998666,
150.5299999998631,
313.1099999997152,
90.35999999991782,
403.9799999996326,
403.9199999996838,
228.55999999986318,
403.9799999996326,
403.9599999996326,
121.2799999998897,
30.099999999972624,
77.38999999992961,
311.5699999998175,
88.22999999991976,
403.9199999997428,
9.629999999991242,
403.9299999997392,
270.309999999865,
403.9699999996326,
403.9499999996326,
3.8499999999964984,
403.91999999974064,
343.1499999996879,
299.83999999981967,
133.39999999987867,
3.8499999999964984,
299.83999999981967
