"Step","MPC_MPCC_f_2022_01_13_11_40_50 - position_x","MPC_MPCC_f_2022_01_13_11_40_50 - position_x__MIN","MPC_MPCC_f_2022_01_13_11_40_50 - position_x__MAX"
"98","5.601127624511719","5.601127624511719","5.601127624511719"
"99","5.690056800842285","5.690056800842285","5.690056800842285"
"100","5.779449462890625","5.779449462890625","5.779449462890625"
"101","5.869304656982422","5.869304656982422","5.869304656982422"
"102","5.959621906280518","5.959621906280518","5.959621906280518"
"103","6.050396919250488","6.050396919250488","6.050396919250488"
"104","6.141624450683594","6.141624450683594","6.141624450683594"
"105","6.233295440673828","6.233295440673828","6.233295440673828"
"106","6.325397491455078","6.325397491455078","6.325397491455078"
"107","6.417919635772705","6.417919635772705","6.417919635772705"
"108","6.510860919952393","6.510860919952393","6.510860919952393"
"109","6.6042046546936035","6.6042046546936035","6.6042046546936035"
"110","6.697938919067383","6.697938919067383","6.697938919067383"
"111","6.792056560516357","6.792056560516357","6.792056560516357"
"112","6.886542320251465","6.886542320251465","6.886542320251465"
"113","6.98138427734375","6.98138427734375","6.98138427734375"
"114","7.07656192779541","7.07656192779541","7.07656192779541"
"115","7.172042369842529","7.172042369842529","7.172042369842529"
"116","7.267805099487305","7.267805099487305","7.267805099487305"
"117","7.36382532119751","7.36382532119751","7.36382532119751"
"118","7.46007776260376","7.46007776260376","7.46007776260376"
"119","7.556519985198975","7.556519985198975","7.556519985198975"
"120","7.653138160705566","7.653138160705566","7.653138160705566"
"121","7.749903202056885","7.749903202056885","7.749903202056885"
"122","7.846746921539307","7.846746921539307","7.846746921539307"
"123","7.943657398223877","7.943657398223877","7.943657398223877"
"124","8.040607452392578","8.040607452392578","8.040607452392578"
"125","8.13757610321045","8.13757610321045","8.13757610321045"
"126","8.234541893005371","8.234541893005371","8.234541893005371"
"127","8.331477165222168","8.331477165222168","8.331477165222168"
"128","8.428351402282715","8.428351402282715","8.428351402282715"
"129","8.525126457214355","8.525126457214355","8.525126457214355"
"130","8.621758460998535","8.621758460998535","8.621758460998535"
"131","8.718202590942383","8.718202590942383","8.718202590942383"
"132","8.814413070678711","8.814413070678711","8.814413070678711"
"133","8.910337448120117","8.910337448120117","8.910337448120117"
"134","9.0059232711792","9.0059232711792","9.0059232711792"
"135","9.101113319396973","9.101113319396973","9.101113319396973"
"136","9.19584846496582","9.19584846496582","9.19584846496582"
"137","9.290067672729492","9.290067672729492","9.290067672729492"
"138","9.383708953857422","9.383708953857422","9.383708953857422"
"139","9.47670841217041","9.47670841217041","9.47670841217041"
"140","9.569001197814941","9.569001197814941","9.569001197814941"
"141","9.660520553588867","9.660520553588867","9.660520553588867"
"142","9.751195907592773","9.751195907592773","9.751195907592773"
"143","9.840958595275879","9.840958595275879","9.840958595275879"
"144","9.929738998413086","9.929738998413086","9.929738998413086"
"145","10.017465591430664","10.017465591430664","10.017465591430664"
"146","10.104066848754883","10.104066848754883","10.104066848754883"
"147","10.189472198486328","10.189472198486328","10.189472198486328"
"148","10.27361011505127","10.27361011505127","10.27361011505127"
"149","10.356409072875977","10.356409072875977","10.356409072875977"
"150","10.437797546386719","10.437797546386719","10.437797546386719"
"151","10.517704963684082","10.517704963684082","10.517704963684082"
"152","10.596060752868652","10.596060752868652","10.596060752868652"
"153","10.672809600830078","10.672809600830078","10.672809600830078"
"154","10.747881889343262","10.747881889343262","10.747881889343262"
"155","10.821216583251953","10.821216583251953","10.821216583251953"
"156","10.892746925354004","10.892746925354004","10.892746925354004"
"157","10.962413787841797","10.962413787841797","10.962413787841797"
"158","11.030167579650879","11.030167579650879","11.030167579650879"
"159","11.09594440460205","11.09594440460205","11.09594440460205"
"160","11.159703254699707","11.159703254699707","11.159703254699707"
"161","11.22139835357666","11.22139835357666","11.22139835357666"
"162","11.280988693237305","11.280988693237305","11.280988693237305"
"163","11.338432312011719","11.338432312011719","11.338432312011719"
"164","11.3936767578125","11.3936767578125","11.3936767578125"
"165","11.446682929992676","11.446682929992676","11.446682929992676"
"166","11.497404098510742","11.497404098510742","11.497404098510742"
"167","11.545797348022461","11.545797348022461","11.545797348022461"
"168","11.591816902160645","11.591816902160645","11.591816902160645"
"169","11.635414123535156","11.635414123535156","11.635414123535156"
"170","11.676544189453125","11.676544189453125","11.676544189453125"
"171","11.71515941619873","11.71515941619873","11.71515941619873"
"172","11.751212120056152","11.751212120056152","11.751212120056152"
"173","11.784661293029785","11.784661293029785","11.784661293029785"
"174","11.815459251403809","11.815459251403809","11.815459251403809"
"175","11.843555450439453","11.843555450439453","11.843555450439453"
"176","11.868905067443848","11.868905067443848","11.868905067443848"
"177","11.891464233398438","11.891464233398438","11.891464233398438"
"178","11.911190032958984","11.911190032958984","11.911190032958984"
"179","11.928047180175781","11.928047180175781","11.928047180175781"
"180","11.942007064819336","11.942007064819336","11.942007064819336"
"181","11.953046798706055","11.953046798706055","11.953046798706055"
"182","11.96114730834961","11.96114730834961","11.96114730834961"
"183","11.96629524230957","11.96629524230957","11.96629524230957"
"184","11.968478202819824","11.968478202819824","11.968478202819824"
"185","11.967692375183105","11.967692375183105","11.967692375183105"
"186","11.963940620422363","11.963940620422363","11.963940620422363"
"187","11.957223892211914","11.957223892211914","11.957223892211914"
"188","11.947541236877441","11.947541236877441","11.947541236877441"
"189","11.934889793395996","11.934889793395996","11.934889793395996"
"190","11.919266700744629","11.919266700744629","11.919266700744629"
"191","11.90066909790039","11.90066909790039","11.90066909790039"
"192","11.87908935546875","11.87908935546875","11.87908935546875"
"193","11.85452651977539","11.85452651977539","11.85452651977539"
"194","11.826981544494629","11.826981544494629","11.826981544494629"
"195","11.79645824432373","11.79645824432373","11.79645824432373"
"196","11.76296615600586","11.76296615600586","11.76296615600586"
"197","11.726515769958496","11.726515769958496","11.726515769958496"
"198","11.687127113342285","11.687127113342285","11.687127113342285"
"199","11.644821166992188","11.644821166992188","11.644821166992188"
"200","11.599624633789062","11.599624633789062","11.599624633789062"
"201","11.551569938659668","11.551569938659668","11.551569938659668"
"202","11.500697135925293","11.500697135925293","11.500697135925293"
"203","11.447053909301758","11.447053909301758","11.447053909301758"
"204","11.39069652557373","11.39069652557373","11.39069652557373"
"205","11.331686019897461","11.331686019897461","11.331686019897461"
"206","11.270085334777832","11.270085334777832","11.270085334777832"
"207","11.205958366394043","11.205958366394043","11.205958366394043"
"208","11.139389038085938","11.139389038085938","11.139389038085938"
"209","11.07046890258789","11.07046890258789","11.07046890258789"
"210","10.999284744262695","10.999284744262695","10.999284744262695"
"211","10.925921440124512","10.925921440124512","10.925921440124512"
"212","10.850478172302246","10.850478172302246","10.850478172302246"
"213","10.773052215576172","10.773052215576172","10.773052215576172"
"214","10.693745613098145","10.693745613098145","10.693745613098145"
"215","10.612652778625488","10.612652778625488","10.612652778625488"
"216","10.529878616333008","10.529878616333008","10.529878616333008"
"217","10.44552230834961","10.44552230834961","10.44552230834961"
"218","10.359683990478516","10.359683990478516","10.359683990478516"
"219","10.272472381591797","10.272472381591797","10.272472381591797"
"220","10.183980941772461","10.183980941772461","10.183980941772461"
"221","10.094290733337402","10.094290733337402","10.094290733337402"
"222","10.003483772277832","10.003483772277832","10.003483772277832"
"223","9.911641120910645","9.911641120910645","9.911641120910645"
"224","9.818845748901367","9.818845748901367","9.818845748901367"
"225","9.725175857543945","9.725175857543945","9.725175857543945"
"226","9.630714416503906","9.630714416503906","9.630714416503906"
"227","9.535539627075195","9.535539627075195","9.535539627075195"
"228","9.439738273620605","9.439738273620605","9.439738273620605"
"229","9.343391418457031","9.343391418457031","9.343391418457031"
"230","9.246572494506836","9.246572494506836","9.246572494506836"
"231","9.1493501663208","9.1493501663208","9.1493501663208"
"232","9.051790237426758","9.051790237426758","9.051790237426758"
"233","8.953939437866211","8.953939437866211","8.953939437866211"
"234","8.85585880279541","8.85585880279541","8.85585880279541"
"235","8.757619857788086","8.757619857788086","8.757619857788086"
"236","8.65928840637207","8.65928840637207","8.65928840637207"
"237","8.560894966125488","8.560894966125488","8.560894966125488"
"238","8.46247673034668","8.46247673034668","8.46247673034668"
"239","8.364047050476074","8.364047050476074","8.364047050476074"
"240","8.265613555908203","8.265613555908203","8.265613555908203"
"241","8.167203903198242","8.167203903198242","8.167203903198242"
"242","8.068832397460938","8.068832397460938","8.068832397460938"
"243","7.97052526473999","7.97052526473999","7.97052526473999"
"244","7.872273921966553","7.872273921966553","7.872273921966553"
"245","7.774089813232422","7.774089813232422","7.774089813232422"
"246","7.675994873046875","7.675994873046875","7.675994873046875"
"247","7.577969074249268","7.577969074249268","7.577969074249268"
"248","7.480013370513916","7.480013370513916","7.480013370513916"
"249","7.382119178771973","7.382119178771973","7.382119178771973"
"250","7.28427791595459","7.28427791595459","7.28427791595459"
"251","7.18648099899292","7.18648099899292","7.18648099899292"
"252","7.088708400726318","7.088708400726318","7.088708400726318"
"253","6.9909443855285645","6.9909443855285645","6.9909443855285645"
"254","6.8931884765625","6.8931884765625","6.8931884765625"
"255","6.795443058013916","6.795443058013916","6.795443058013916"
"256","6.697674751281738","6.697674751281738","6.697674751281738"
"257","6.599874496459961","6.599874496459961","6.599874496459961"
"258","6.5020551681518555","6.5020551681518555","6.5020551681518555"
"259","6.40419864654541","6.40419864654541","6.40419864654541"
"260","6.306291103363037","6.306291103363037","6.306291103363037"
"261","6.208322525024414","6.208322525024414","6.208322525024414"
"262","6.110313415527344","6.110313415527344","6.110313415527344"
"263","6.0122785568237305","6.0122785568237305","6.0122785568237305"
"264","5.9142351150512695","5.9142351150512695","5.9142351150512695"
"265","5.816210746765137","5.816210746765137","5.816210746765137"
"266","5.718196392059326","5.718196392059326","5.718196392059326"
"267","5.62021541595459","5.62021541595459","5.62021541595459"
"268","5.522305965423584","5.522305965423584","5.522305965423584"
"269","5.42448616027832","5.42448616027832","5.42448616027832"
"270","5.326758861541748","5.326758861541748","5.326758861541748"
"271","5.2291340827941895","5.2291340827941895","5.2291340827941895"
"272","5.131620407104492","5.131620407104492","5.131620407104492"
"273","5.034231185913086","5.034231185913086","5.034231185913086"
"274","4.936987400054932","4.936987400054932","4.936987400054932"
"275","4.839911937713623","4.839911937713623","4.839911937713623"
"276","4.74302339553833","4.74302339553833","4.74302339553833"
"277","4.646348476409912","4.646348476409912","4.646348476409912"
"278","4.5499114990234375","4.5499114990234375","4.5499114990234375"
"279","4.453745365142822","4.453745365142822","4.453745365142822"
"280","4.357889652252197","4.357889652252197","4.357889652252197"
"281","4.262383460998535","4.262383460998535","4.262383460998535"
"282","4.167270660400391","4.167270660400391","4.167270660400391"
"283","4.072595596313477","4.072595596313477","4.072595596313477"
"284","3.9784066677093506","3.9784066677093506","3.9784066677093506"
"285","3.8847496509552","3.8847496509552","3.8847496509552"
"286","3.7916738986968994","3.7916738986968994","3.7916738986968994"
"287","3.6992294788360596","3.6992294788360596","3.6992294788360596"
"288","3.6074695587158203","3.6074695587158203","3.6074695587158203"
"289","3.516444444656372","3.516444444656372","3.516444444656372"
"290","3.4262068271636963","3.4262068271636963","3.4262068271636963"
"291","3.336811065673828","3.336811065673828","3.336811065673828"
"292","3.2483131885528564","3.2483131885528564","3.2483131885528564"
"293","3.160768985748291","3.160768985748291","3.160768985748291"
"294","3.0742366313934326","3.0742366313934326","3.0742366313934326"
"295","2.988776922225952","2.988776922225952","2.988776922225952"
"296","2.904446840286255","2.904446840286255","2.904446840286255"
"297","2.821305513381958","2.821305513381958","2.821305513381958"
"298","2.7394115924835205","2.7394115924835205","2.7394115924835205"
"299","2.6588246822357178","2.6588246822357178","2.6588246822357178"
"300","2.5796070098876953","2.5796070098876953","2.5796070098876953"
"301","2.501821517944336","2.501821517944336","2.501821517944336"
"302","2.4255311489105225","2.4255311489105225","2.4255311489105225"
"303","2.3507981300354004","2.3507981300354004","2.3507981300354004"
"304","2.277683973312378","2.277683973312378","2.277683973312378"
"305","2.206251382827759","2.206251382827759","2.206251382827759"
"306","2.1365628242492676","2.1365628242492676","2.1365628242492676"
"307","2.0686802864074707","2.0686802864074707","2.0686802864074707"
"308","2.0026650428771973","2.0026650428771973","2.0026650428771973"
"309","1.9385780096054077","1.9385780096054077","1.9385780096054077"
"310","1.876479983329773","1.876479983329773","1.876479983329773"
"311","1.8164310455322266","1.8164310455322266","1.8164310455322266"
"312","1.7584892511367798","1.7584892511367798","1.7584892511367798"
"313","1.7027100324630737","1.7027100324630737","1.7027100324630737"
"314","1.64914870262146","1.64914870262146","1.64914870262146"
"315","1.59786057472229","1.59786057472229","1.59786057472229"
"316","1.5488996505737305","1.5488996505737305","1.5488996505737305"
"317","1.5023181438446045","1.5023181438446045","1.5023181438446045"
"318","1.4581714868545532","1.4581714868545532","1.4581714868545532"
"319","1.4165105819702148","1.4165105819702148","1.4165105819702148"
"320","1.3773819208145142","1.3773819208145142","1.3773819208145142"
"321","1.3408269882202148","1.3408269882202148","1.3408269882202148"
"322","1.3068856000900269","1.3068856000900269","1.3068856000900269"
"323","1.2756016254425049","1.2756016254425049","1.2756016254425049"
"324","1.2470123767852783","1.2470123767852783","1.2470123767852783"
"325","1.2211509943008423","1.2211509943008423","1.2211509943008423"
"326","1.1980453729629517","1.1980453729629517","1.1980453729629517"
"327","1.1777173280715942","1.1777173280715942","1.1777173280715942"
"328","1.160184383392334","1.160184383392334","1.160184383392334"
"329","1.1454569101333618","1.1454569101333618","1.1454569101333618"
"330","1.1335424184799194","1.1335424184799194","1.1335424184799194"
"331","1.1244401931762695","1.1244401931762695","1.1244401931762695"
"332","1.1181467771530151","1.1181467771530151","1.1181467771530151"
"333","1.114656925201416","1.114656925201416","1.114656925201416"
"334","1.113964557647705","1.113964557647705","1.113964557647705"
"335","1.1160688400268555","1.1160688400268555","1.1160688400268555"
"336","1.1209750175476074","1.1209750175476074","1.1209750175476074"
"337","1.1286791563034058","1.1286791563034058","1.1286791563034058"
"338","1.1391695737838745","1.1391695737838745","1.1391695737838745"
"339","1.1524336338043213","1.1524336338043213","1.1524336338043213"
"340","1.168463110923767","1.168463110923767","1.168463110923767"
"341","1.1872469186782837","1.1872469186782837","1.1872469186782837"
"342","1.2087808847427368","1.2087808847427368","1.2087808847427368"
"343","1.2330585718154907","1.2330585718154907","1.2330585718154907"
"344","1.2600682973861694","1.2600682973861694","1.2600682973861694"
"345","1.2897932529449463","1.2897932529449463","1.2897932529449463"
"346","1.3222132921218872","1.3222132921218872","1.3222132921218872"
"347","1.3573015928268433","1.3573015928268433","1.3573015928268433"
"348","1.3950235843658447","1.3950235843658447","1.3950235843658447"
"349","1.435348629951477","1.435348629951477","1.435348629951477"
"350","1.4782283306121826","1.4782283306121826","1.4782283306121826"
"351","1.523626685142517","1.523626685142517","1.523626685142517"
"352","1.5714714527130127","1.5714714527130127","1.5714714527130127"
"353","1.6217249631881714","1.6217249631881714","1.6217249631881714"
"354","1.6742925643920898","1.6742925643920898","1.6742925643920898"
"355","1.7291237115859985","1.7291237115859985","1.7291237115859985"
"356","1.7861130237579346","1.7861130237579346","1.7861130237579346"
"357","1.8452050685882568","1.8452050685882568","1.8452050685882568"
"358","1.9062806367874146","1.9062806367874146","1.9062806367874146"
"359","1.9692658185958862","1.9692658185958862","1.9692658185958862"
"360","2.0340824127197266","2.0340824127197266","2.0340824127197266"
"361","2.1006600856781006","2.1006600856781006","2.1006600856781006"
"362","2.168889045715332","2.168889045715332","2.168889045715332"
"363","2.2388675212860107","2.2388675212860107","2.2388675212860107"
"364","2.3103349208831787","2.3103349208831787","2.3103349208831787"
"365","2.383108139038086","2.383108139038086","2.383108139038086"
"366","2.4571070671081543","2.4571070671081543","2.4571070671081543"
"367","2.532243490219116","2.532243490219116","2.532243490219116"
"368","2.608449697494507","2.608449697494507","2.608449697494507"
"369","2.6856515407562256","2.6856515407562256","2.6856515407562256"
"370","2.763796329498291","2.763796329498291","2.763796329498291"
"371","2.8428165912628174","2.8428165912628174","2.8428165912628174"
"372","2.92266845703125","2.92266845703125","2.92266845703125"
"373","3.003269910812378","3.003269910812378","3.003269910812378"
"374","3.0845868587493896","3.0845868587493896","3.0845868587493896"
"375","3.1665494441986084","3.1665494441986084","3.1665494441986084"
"376","3.249129056930542","3.249129056930542","3.249129056930542"
"377","3.3323097229003906","3.3323097229003906","3.3323097229003906"
"378","3.416121244430542","3.416121244430542","3.416121244430542"
"379","3.500553846359253","3.500553846359253","3.500553846359253"
"380","3.585613489151001","3.585613489151001","3.585613489151001"
"381","3.671267509460449","3.671267509460449","3.671267509460449"
"382","3.757453441619873","3.757453441619873","3.757453441619873"
"383","3.844099521636963","3.844099521636963","3.844099521636963"
"384","3.9311134815216064","3.9311134815216064","3.9311134815216064"
"385","4.018392562866211","4.018392562866211","4.018392562866211"
"386","4.105836868286133","4.105836868286133","4.105836868286133"
"387","4.193348407745361","4.193348407745361","4.193348407745361"
"388","4.280840873718262","4.280840873718262","4.280840873718262"
"389","4.3682427406311035","4.3682427406311035","4.3682427406311035"
"390","4.4554853439331055","4.4554853439331055","4.4554853439331055"
"391","4.542494297027588","4.542494297027588","4.542494297027588"
"392","4.62921667098999","4.62921667098999","4.62921667098999"
"393","4.715564727783203","4.715564727783203","4.715564727783203"
"394","4.801528453826904","4.801528453826904","4.801528453826904"
"395","4.8871026039123535","4.8871026039123535","4.8871026039123535"
"396","4.972278118133545","4.972278118133545","4.972278118133545"
"397","5.057041168212891","5.057041168212891","5.057041168212891"
"398","5.141371726989746","5.141371726989746","5.141371726989746"
"399","5.225244045257568","5.225244045257568","5.225244045257568"
"400","5.308631896972656","5.308631896972656","5.308631896972656"
"401","5.391504287719727","5.391504287719727","5.391504287719727"
"402","5.473827838897705","5.473827838897705","5.473827838897705"
"403","5.555563926696777","5.555563926696777","5.555563926696777"
"404","5.6366753578186035","5.6366753578186035","5.6366753578186035"
"405","5.717120170593262","5.717120170593262","5.717120170593262"
"406","5.796858310699463","5.796858310699463","5.796858310699463"
"407","5.875847816467285","5.875847816467285","5.875847816467285"
"408","5.954042911529541","5.954042911529541","5.954042911529541"
"409","6.031394958496094","6.031394958496094","6.031394958496094"
"410","6.107855319976807","6.107855319976807","6.107855319976807"
"411","6.183371543884277","6.183371543884277","6.183371543884277"
"412","6.2578911781311035","6.2578911781311035","6.2578911781311035"
"413","6.33135986328125","6.33135986328125","6.33135986328125"
"414","6.403722286224365","6.403722286224365","6.403722286224365"
"415","6.474923610687256","6.474923610687256","6.474923610687256"
"416","6.544907569885254","6.544907569885254","6.544907569885254"
"417","6.613616466522217","6.613616466522217","6.613616466522217"
"418","6.68099308013916","6.68099308013916","6.68099308013916"
"419","6.746978282928467","6.746978282928467","6.746978282928467"
"420","6.811514854431152","6.811514854431152","6.811514854431152"
"421","6.8745436668396","6.8745436668396","6.8745436668396"
"422","6.936008453369141","6.936008453369141","6.936008453369141"
"423","6.995850563049316","6.995850563049316","6.995850563049316"
"424","7.054013252258301","7.054013252258301","7.054013252258301"
"425","7.110439300537109","7.110439300537109","7.110439300537109"
"426","7.165072917938232","7.165072917938232","7.165072917938232"
"427","7.217860698699951","7.217860698699951","7.217860698699951"
"428","7.268747806549072","7.268747806549072","7.268747806549072"
"429","7.317683219909668","7.317683219909668","7.317683219909668"
"430","7.364616394042969","7.364616394042969","7.364616394042969"
"431","7.4094977378845215","7.4094977378845215","7.4094977378845215"
"432","7.452279090881348","7.452279090881348","7.452279090881348"
"433","7.492909908294678","7.492909908294678","7.492909908294678"
"434","7.531342029571533","7.531342029571533","7.531342029571533"
"435","7.567529678344727","7.567529678344727","7.567529678344727"
"436","7.601435661315918","7.601435661315918","7.601435661315918"
"437","7.633025169372559","7.633025169372559","7.633025169372559"
"438","7.662263870239258","7.662263870239258","7.662263870239258"
"439","7.689113616943359","7.689113616943359","7.689113616943359"
"440","7.713537693023682","7.713537693023682","7.713537693023682"
"441","7.73550271987915","7.73550271987915","7.73550271987915"
"442","7.754977703094482","7.754977703094482","7.754977703094482"
"443","7.771934509277344","7.771934509277344","7.771934509277344"
"444","7.786351680755615","7.786351680755615","7.786351680755615"
"445","7.79821252822876","7.79821252822876","7.79821252822876"
"446","7.807505130767822","7.807505130767822","7.807505130767822"
"447","7.814220905303955","7.814220905303955","7.814220905303955"
"448","7.818353652954102","7.818353652954102","7.818353652954102"
"449","7.8199028968811035","7.8199028968811035","7.8199028968811035"
"450","7.818867206573486","7.818867206573486","7.818867206573486"
"451","7.815250873565674","7.815250873565674","7.815250873565674"
"452","7.809057235717773","7.809057235717773","7.809057235717773"
"453","7.800299167633057","7.800299167633057","7.800299167633057"
"454","7.788989067077637","7.788989067077637","7.788989067077637"
"455","7.775135040283203","7.775135040283203","7.775135040283203"
"456","7.758742809295654","7.758742809295654","7.758742809295654"
"457","7.739810466766357","7.739810466766357","7.739810466766357"
"458","7.718338966369629","7.718338966369629","7.718338966369629"
"459","7.694329738616943","7.694329738616943","7.694329738616943"
"460","7.667787075042725","7.667787075042725","7.667787075042725"
"461","7.638714790344238","7.638714790344238","7.638714790344238"
"462","7.607119083404541","7.607119083404541","7.607119083404541"
"463","7.57301139831543","7.57301139831543","7.57301139831543"
"464","7.536405563354492","7.536405563354492","7.536405563354492"
"465","7.497319221496582","7.497319221496582","7.497319221496582"
"466","7.455774307250977","7.455774307250977","7.455774307250977"
"467","7.4117960929870605","7.4117960929870605","7.4117960929870605"
"468","7.365412712097168","7.365412712097168","7.365412712097168"
"469","7.31665563583374","7.31665563583374","7.31665563583374"
"470","7.265561103820801","7.265561103820801","7.265561103820801"
"471","7.212168216705322","7.212168216705322","7.212168216705322"
"472","7.156519412994385","7.156519412994385","7.156519412994385"
"473","7.09866189956665","7.09866189956665","7.09866189956665"
"474","7.0386433601379395","7.0386433601379395","7.0386433601379395"
"475","6.976515293121338","6.976515293121338","6.976515293121338"
"476","6.912330150604248","6.912330150604248","6.912330150604248"
"477","6.84614372253418","6.84614372253418","6.84614372253418"
