"Step","MPC_MPCC_f_2022_01_13_11_40_50 - position_y","MPC_MPCC_f_2022_01_13_11_40_50 - position_y__MIN","MPC_MPCC_f_2022_01_13_11_40_50 - position_y__MAX"
"427","-11.952049255371094","-11.952049255371094","-11.952049255371094"
"428","-12.009832382202148","-12.009832382202148","-12.009832382202148"
"429","-12.06904411315918","-12.06904411315918","-12.06904411315918"
"430","-12.129637718200684","-12.129637718200684","-12.129637718200684"
"431","-12.191569328308105","-12.191569328308105","-12.191569328308105"
"432","-12.254790306091309","-12.254790306091309","-12.254790306091309"
"433","-12.319259643554688","-12.319259643554688","-12.319259643554688"
"434","-12.384933471679688","-12.384933471679688","-12.384933471679688"
"435","-12.451765060424805","-12.451765060424805","-12.451765060424805"
"436","-12.519686698913574","-12.519686698913574","-12.519686698913574"
"437","-12.588632583618164","-12.588632583618164","-12.588632583618164"
"438","-12.658534049987793","-12.658534049987793","-12.658534049987793"
"439","-12.729333877563477","-12.729333877563477","-12.729333877563477"
"440","-12.80097484588623","-12.80097484588623","-12.80097484588623"
"441","-12.873394012451172","-12.873394012451172","-12.873394012451172"
"442","-12.946529388427734","-12.946529388427734","-12.946529388427734"
"443","-13.020312309265137","-13.020312309265137","-13.020312309265137"
"444","-13.094672203063965","-13.094672203063965","-13.094672203063965"
"445","-13.169532775878906","-13.169532775878906","-13.169532775878906"
"446","-13.244812965393066","-13.244812965393066","-13.244812965393066"
"447","-13.3204345703125","-13.3204345703125","-13.3204345703125"
"448","-13.396316528320312","-13.396316528320312","-13.396316528320312"
"449","-13.472375869750977","-13.472375869750977","-13.472375869750977"
"450","-13.548531532287598","-13.548531532287598","-13.548531532287598"
"451","-13.624700546264648","-13.624700546264648","-13.624700546264648"
"452","-13.700804710388184","-13.700804710388184","-13.700804710388184"
"453","-13.776758193969727","-13.776758193969727","-13.776758193969727"
"454","-13.85247802734375","-13.85247802734375","-13.85247802734375"
"455","-13.927887916564941","-13.927887916564941","-13.927887916564941"
"456","-14.002912521362305","-14.002912521362305","-14.002912521362305"
"457","-14.077482223510742","-14.077482223510742","-14.077482223510742"
"458","-14.151527404785156","-14.151527404785156","-14.151527404785156"
"459","-14.224977493286133","-14.224977493286133","-14.224977493286133"
"460","-14.297762870788574","-14.297762870788574","-14.297762870788574"
"461","-14.369812965393066","-14.369812965393066","-14.369812965393066"
"462","-14.441059112548828","-14.441059112548828","-14.441059112548828"
"463","-14.511429786682129","-14.511429786682129","-14.511429786682129"
"464","-14.580855369567871","-14.580855369567871","-14.580855369567871"
"465","-14.649263381958008","-14.649263381958008","-14.649263381958008"
"466","-14.716582298278809","-14.716582298278809","-14.716582298278809"
"467","-14.782742500305176","-14.782742500305176","-14.782742500305176"
"468","-14.847673416137695","-14.847673416137695","-14.847673416137695"
"469","-14.91130256652832","-14.91130256652832","-14.91130256652832"
"470","-14.973562240600586","-14.973562240600586","-14.973562240600586"
"471","-15.034382820129395","-15.034382820129395","-15.034382820129395"
"472","-15.093695640563965","-15.093695640563965","-15.093695640563965"
"473","-15.151432991027832","-15.151432991027832","-15.151432991027832"
"474","-15.20753002166748","-15.20753002166748","-15.20753002166748"
"475","-15.261920928955078","-15.261920928955078","-15.261920928955078"
"476","-15.314541816711426","-15.314541816711426","-15.314541816711426"
"477","-15.365330696105957","-15.365330696105957","-15.365330696105957"
"478","-15.414225578308105","-15.414225578308105","-15.414225578308105"
"479","-15.461220741271973","-15.461220741271973","-15.461220741271973"
"480","-15.506245613098145","-15.506245613098145","-15.506245613098145"
"481","-15.549238204956055","-15.549238204956055","-15.549238204956055"
"482","-15.59015941619873","-15.59015941619873","-15.59015941619873"
"483","-15.628993034362793","-15.628993034362793","-15.628993034362793"
"484","-15.665717124938965","-15.665717124938965","-15.665717124938965"
"485","-15.700316429138184","-15.700316429138184","-15.700316429138184"
"486","-15.73278522491455","-15.73278522491455","-15.73278522491455"
"487","-15.763128280639648","-15.763128280639648","-15.763128280639648"
"488","-15.791357040405273","-15.791357040405273","-15.791357040405273"
"489","-15.817488670349121","-15.817488670349121","-15.817488670349121"
"490","-15.841546058654785","-15.841546058654785","-15.841546058654785"
"491","-15.86356258392334","-15.86356258392334","-15.86356258392334"
"492","-15.88357925415039","-15.88357925415039","-15.88357925415039"
"493","-15.901646614074707","-15.901646614074707","-15.901646614074707"
"494","-15.91782283782959","-15.91782283782959","-15.91782283782959"
"495","-15.932170867919922","-15.932170867919922","-15.932170867919922"
"496","-15.944761276245117","-15.944761276245117","-15.944761276245117"
"497","-15.955669403076172","-15.955669403076172","-15.955669403076172"
"498","-15.964975357055664","-15.964975357055664","-15.964975357055664"
"499","-15.972763061523438","-15.972763061523438","-15.972763061523438"
"500","-15.979119300842285","-15.979119300842285","-15.979119300842285"
"501","-15.984135627746582","-15.984135627746582","-15.984135627746582"
"502","-15.98790168762207","-15.98790168762207","-15.98790168762207"
"503","-15.99051284790039","-15.99051284790039","-15.99051284790039"
"504","-15.992060661315918","-15.992060661315918","-15.992060661315918"
"505","-15.992639541625977","-15.992639541625977","-15.992639541625977"
"506","-15.992345809936523","-15.992345809936523","-15.992345809936523"
"507","-15.99127197265625","-15.99127197265625","-15.99127197265625"
"508","-15.98951244354248","-15.98951244354248","-15.98951244354248"
"509","-15.98715877532959","-15.98715877532959","-15.98715877532959"
"510","-15.984305381774902","-15.984305381774902","-15.984305381774902"
"511","-15.981043815612793","-15.981043815612793","-15.981043815612793"
"512","-15.977462768554688","-15.977462768554688","-15.977462768554688"
"513","-15.973654747009277","-15.973654747009277","-15.973654747009277"
"514","-15.969708442687988","-15.969708442687988","-15.969708442687988"
"515","-15.96571159362793","-15.96571159362793","-15.96571159362793"
"516","-15.961751937866211","-15.961751937866211","-15.961751937866211"
"517","-15.957917213439941","-15.957917213439941","-15.957917213439941"
"518","-15.954291343688965","-15.954291343688965","-15.954291343688965"
"519","-15.950959205627441","-15.950959205627441","-15.950959205627441"
"520","-15.948004722595215","-15.948004722595215","-15.948004722595215"
"521","-15.94550895690918","-15.94550895690918","-15.94550895690918"
"522","-15.94355297088623","-15.94355297088623","-15.94355297088623"
"523","-15.942214965820312","-15.942214965820312","-15.942214965820312"
"524","-15.941572189331055","-15.941572189331055","-15.941572189331055"
"525","-15.941699981689453","-15.941699981689453","-15.941699981689453"
"526","-15.942672729492188","-15.942672729492188","-15.942672729492188"
"527","-15.944561958312988","-15.944561958312988","-15.944561958312988"
"528","-15.947439193725586","-15.947439193725586","-15.947439193725586"
"529","-15.951373100280762","-15.951373100280762","-15.951373100280762"
"530","-15.956439018249512","-15.956439018249512","-15.956439018249512"
"531","-15.962708473205566","-15.962708473205566","-15.962708473205566"
"532","-15.970248222351074","-15.970248222351074","-15.970248222351074"
"533","-15.979117393493652","-15.979117393493652","-15.979117393493652"
"534","-15.989385604858398","-15.989385604858398","-15.989385604858398"
"535","-16.001115798950195","-16.001115798950195","-16.001115798950195"
"536","-16.014373779296875","-16.014373779296875","-16.014373779296875"
"537","-16.029226303100586","-16.029226303100586","-16.029226303100586"
"538","-16.045732498168945","-16.045732498168945","-16.045732498168945"
"539","-16.06396484375","-16.06396484375","-16.06396484375"
"540","-16.08397674560547","-16.08397674560547","-16.08397674560547"
"541","-16.105831146240234","-16.105831146240234","-16.105831146240234"
"542","-16.129573822021484","-16.129573822021484","-16.129573822021484"
"543","-16.155254364013672","-16.155254364013672","-16.155254364013672"
"544","-16.182910919189453","-16.182910919189453","-16.182910919189453"
"545","-16.21259307861328","-16.21259307861328","-16.21259307861328"
"546","-16.244319915771484","-16.244319915771484","-16.244319915771484"
"547","-16.278141021728516","-16.278141021728516","-16.278141021728516"
"548","-16.31406021118164","-16.31406021118164","-16.31406021118164"
"549","-16.35211944580078","-16.35211944580078","-16.35211944580078"
"550","-16.39230728149414","-16.39230728149414","-16.39230728149414"
"551","-16.434659957885742","-16.434659957885742","-16.434659957885742"
"552","-16.479148864746094","-16.479148864746094","-16.479148864746094"
"553","-16.525806427001953","-16.525806427001953","-16.525806427001953"
"554","-16.574588775634766","-16.574588775634766","-16.574588775634766"
"555","-16.625524520874023","-16.625524520874023","-16.625524520874023"
"556","-16.678550720214844","-16.678550720214844","-16.678550720214844"
"557","-16.733680725097656","-16.733680725097656","-16.733680725097656"
"558","-16.790836334228516","-16.790836334228516","-16.790836334228516"
"559","-16.85002326965332","-16.85002326965332","-16.85002326965332"
"560","-16.911128997802734","-16.911128997802734","-16.911128997802734"
"561","-16.974123001098633","-16.974123001098633","-16.974123001098633"
"562","-17.038949966430664","-17.038949966430664","-17.038949966430664"
"563","-17.105684280395508","-17.105684280395508","-17.105684280395508"
"564","-17.174110412597656","-17.174110412597656","-17.174110412597656"
"565","-17.244152069091797","-17.244152069091797","-17.244152069091797"
"566","-17.31584930419922","-17.31584930419922","-17.31584930419922"
"567","-17.388992309570312","-17.388992309570312","-17.388992309570312"
"568","-17.46392822265625","-17.46392822265625","-17.46392822265625"
"569","-17.540578842163086","-17.540578842163086","-17.540578842163086"
"570","-17.618873596191406","-17.618873596191406","-17.618873596191406"
"571","-17.698759078979492","-17.698759078979492","-17.698759078979492"
"572","-17.780147552490234","-17.780147552490234","-17.780147552490234"
"573","-17.862911224365234","-17.862911224365234","-17.862911224365234"
"574","-17.946908950805664","-17.946908950805664","-17.946908950805664"
"575","-18.03200340270996","-18.03200340270996","-18.03200340270996"
"576","-18.118064880371094","-18.118064880371094","-18.118064880371094"
"577","-18.204967498779297","-18.204967498779297","-18.204967498779297"
"578","-18.292600631713867","-18.292600631713867","-18.292600631713867"
"579","-18.3808536529541","-18.3808536529541","-18.3808536529541"
"580","-18.469587326049805","-18.469587326049805","-18.469587326049805"
"581","-18.558610916137695","-18.558610916137695","-18.558610916137695"
"582","-18.647750854492188","-18.647750854492188","-18.647750854492188"
"583","-18.736675262451172","-18.736675262451172","-18.736675262451172"
"584","-18.825393676757812","-18.825393676757812","-18.825393676757812"
"585","-18.913787841796875","-18.913787841796875","-18.913787841796875"
"586","-19.001611709594727","-19.001611709594727","-19.001611709594727"
"587","-19.088783264160156","-19.088783264160156","-19.088783264160156"
"588","-19.175321578979492","-19.175321578979492","-19.175321578979492"
"589","-19.261140823364258","-19.261140823364258","-19.261140823364258"
"590","-19.346227645874023","-19.346227645874023","-19.346227645874023"
"591","-19.430484771728516","-19.430484771728516","-19.430484771728516"
"592","-19.51395034790039","-19.51395034790039","-19.51395034790039"
"593","-19.59670639038086","-19.59670639038086","-19.59670639038086"
"594","-19.678544998168945","-19.678544998168945","-19.678544998168945"
"595","-19.759605407714844","-19.759605407714844","-19.759605407714844"
"596","-19.839698791503906","-19.839698791503906","-19.839698791503906"
"597","-19.918785095214844","-19.918785095214844","-19.918785095214844"
"598","-19.996810913085938","-19.996810913085938","-19.996810913085938"
"599","-20.073841094970703","-20.073841094970703","-20.073841094970703"
"600","-20.149822235107422","-20.149822235107422","-20.149822235107422"
"601","-20.224689483642578","-20.224689483642578","-20.224689483642578"
"602","-20.298337936401367","-20.298337936401367","-20.298337936401367"
"603","-20.37073516845703","-20.37073516845703","-20.37073516845703"
"604","-20.441925048828125","-20.441925048828125","-20.441925048828125"
"605","-20.511857986450195","-20.511857986450195","-20.511857986450195"
"606","-20.58046531677246","-20.58046531677246","-20.58046531677246"
"607","-20.64767074584961","-20.64767074584961","-20.64767074584961"
"608","-20.713388442993164","-20.713388442993164","-20.713388442993164"
"609","-20.777584075927734","-20.777584075927734","-20.777584075927734"
"610","-20.84021759033203","-20.84021759033203","-20.84021759033203"
"611","-20.9012508392334","-20.9012508392334","-20.9012508392334"
"612","-20.960643768310547","-20.960643768310547","-20.960643768310547"
"613","-21.018360137939453","-21.018360137939453","-21.018360137939453"
"614","-21.074357986450195","-21.074357986450195","-21.074357986450195"
"615","-21.12860107421875","-21.12860107421875","-21.12860107421875"
"616","-21.181047439575195","-21.181047439575195","-21.181047439575195"
"617","-21.231651306152344","-21.231651306152344","-21.231651306152344"
"618","-21.28037452697754","-21.28037452697754","-21.28037452697754"
"619","-21.32716941833496","-21.32716941833496","-21.32716941833496"
"620","-21.371992111206055","-21.371992111206055","-21.371992111206055"
"621","-21.41480255126953","-21.41480255126953","-21.41480255126953"
"622","-21.455554962158203","-21.455554962158203","-21.455554962158203"
"623","-21.49420166015625","-21.49420166015625","-21.49420166015625"
"624","-21.530696868896484","-21.530696868896484","-21.530696868896484"
"625","-21.56499481201172","-21.56499481201172","-21.56499481201172"
"626","-21.597055435180664","-21.597055435180664","-21.597055435180664"
"627","-21.626846313476562","-21.626846313476562","-21.626846313476562"
"628","-21.65433120727539","-21.65433120727539","-21.65433120727539"
"629","-21.679468154907227","-21.679468154907227","-21.679468154907227"
"630","-21.70222282409668","-21.70222282409668","-21.70222282409668"
"631","-21.722543716430664","-21.722543716430664","-21.722543716430664"
"632","-21.740392684936523","-21.740392684936523","-21.740392684936523"
"633","-21.755765914916992","-21.755765914916992","-21.755765914916992"
"634","-21.76864242553711","-21.76864242553711","-21.76864242553711"
"635","-21.778989791870117","-21.778989791870117","-21.778989791870117"
"636","-21.786779403686523","-21.786779403686523","-21.786779403686523"
"637","-21.7919979095459","-21.7919979095459","-21.7919979095459"
"638","-21.794626235961914","-21.794626235961914","-21.794626235961914"
"639","-21.794666290283203","-21.794666290283203","-21.794666290283203"
"640","-21.7921199798584","-21.7921199798584","-21.7921199798584"
"641","-21.787002563476562","-21.787002563476562","-21.787002563476562"
"642","-21.77933120727539","-21.77933120727539","-21.77933120727539"
"643","-21.769128799438477","-21.769128799438477","-21.769128799438477"
"644","-21.75641632080078","-21.75641632080078","-21.75641632080078"
"645","-21.741233825683594","-21.741233825683594","-21.741233825683594"
"646","-21.723609924316406","-21.723609924316406","-21.723609924316406"
"647","-21.703580856323242","-21.703580856323242","-21.703580856323242"
"648","-21.68117332458496","-21.68117332458496","-21.68117332458496"
"649","-21.656410217285156","-21.656410217285156","-21.656410217285156"
"650","-21.629318237304688","-21.629318237304688","-21.629318237304688"
"651","-21.59992027282715","-21.59992027282715","-21.59992027282715"
"652","-21.568241119384766","-21.568241119384766","-21.568241119384766"
"653","-21.534305572509766","-21.534305572509766","-21.534305572509766"
"654","-21.498140335083008","-21.498140335083008","-21.498140335083008"
"655","-21.45977210998535","-21.45977210998535","-21.45977210998535"
"656","-21.419233322143555","-21.419233322143555","-21.419233322143555"
"657","-21.376558303833008","-21.376558303833008","-21.376558303833008"
"658","-21.331790924072266","-21.331790924072266","-21.331790924072266"
"659","-21.284969329833984","-21.284969329833984","-21.284969329833984"
"660","-21.23613739013672","-21.23613739013672","-21.23613739013672"
"661","-21.185344696044922","-21.185344696044922","-21.185344696044922"
"662","-21.132638931274414","-21.132638931274414","-21.132638931274414"
"663","-21.07806968688965","-21.07806968688965","-21.07806968688965"
"664","-21.021696090698242","-21.021696090698242","-21.021696090698242"
"665","-20.963571548461914","-20.963571548461914","-20.963571548461914"
"666","-20.903759002685547","-20.903759002685547","-20.903759002685547"
"667","-20.842313766479492","-20.842313766479492","-20.842313766479492"
"668","-20.7793025970459","-20.7793025970459","-20.7793025970459"
"669","-20.714784622192383","-20.714784622192383","-20.714784622192383"
"670","-20.648822784423828","-20.648822784423828","-20.648822784423828"
"671","-20.581287384033203","-20.581287384033203","-20.581287384033203"
"672","-20.512277603149414","-20.512277603149414","-20.512277603149414"
"673","-20.442060470581055","-20.442060470581055","-20.442060470581055"
"674","-20.37049102783203","-20.37049102783203","-20.37049102783203"
"675","-20.297706604003906","-20.297706604003906","-20.297706604003906"
"676","-20.223766326904297","-20.223766326904297","-20.223766326904297"
"677","-20.148754119873047","-20.148754119873047","-20.148754119873047"
"678","-20.072717666625977","-20.072717666625977","-20.072717666625977"
"679","-19.995697021484375","-19.995697021484375","-19.995697021484375"
"680","-19.917739868164062","-19.917739868164062","-19.917739868164062"
"681","-19.838865280151367","-19.838865280151367","-19.838865280151367"
"682","-19.759119033813477","-19.759119033813477","-19.759119033813477"
"683","-19.678543090820312","-19.678543090820312","-19.678543090820312"
"684","-19.597177505493164","-19.597177505493164","-19.597177505493164"
"685","-19.515052795410156","-19.515052795410156","-19.515052795410156"
"686","-19.43220329284668","-19.43220329284668","-19.43220329284668"
"687","-19.34865951538086","-19.34865951538086","-19.34865951538086"
"688","-19.264436721801758","-19.264436721801758","-19.264436721801758"
"689","-19.179561614990234","-19.179561614990234","-19.179561614990234"
"690","-19.094058990478516","-19.094058990478516","-19.094058990478516"
"691","-19.007963180541992","-19.007963180541992","-19.007963180541992"
"692","-18.92128562927246","-18.92128562927246","-18.92128562927246"
"693","-18.834060668945312","-18.834060668945312","-18.834060668945312"
"694","-18.746305465698242","-18.746305465698242","-18.746305465698242"
"695","-18.658042907714844","-18.658042907714844","-18.658042907714844"
"696","-18.56928825378418","-18.56928825378418","-18.56928825378418"
"697","-18.480058670043945","-18.480058670043945","-18.480058670043945"
"698","-18.39037322998047","-18.39037322998047","-18.39037322998047"
"699","-18.300254821777344","-18.300254821777344","-18.300254821777344"
"700","-18.209712982177734","-18.209712982177734","-18.209712982177734"
"701","-18.11876106262207","-18.11876106262207","-18.11876106262207"
"702","-18.027416229248047","-18.027416229248047","-18.027416229248047"
"703","-17.935688018798828","-17.935688018798828","-17.935688018798828"
"704","-17.843589782714844","-17.843589782714844","-17.843589782714844"
"705","-17.751131057739258","-17.751131057739258","-17.751131057739258"
"706","-17.6583251953125","-17.6583251953125","-17.6583251953125"
"707","-17.5651798248291","-17.5651798248291","-17.5651798248291"
"708","-17.471704483032227","-17.471704483032227","-17.471704483032227"
"709","-17.37790870666504","-17.37790870666504","-17.37790870666504"
"710","-17.283802032470703","-17.283802032470703","-17.283802032470703"
"711","-17.18939208984375","-17.18939208984375","-17.18939208984375"
"712","-17.094688415527344","-17.094688415527344","-17.094688415527344"
"713","-16.99969482421875","-16.99969482421875","-16.99969482421875"
"714","-16.9044246673584","-16.9044246673584","-16.9044246673584"
"715","-16.808883666992188","-16.808883666992188","-16.808883666992188"
"716","-16.713085174560547","-16.713085174560547","-16.713085174560547"
"717","-16.617034912109375","-16.617034912109375","-16.617034912109375"
"718","-16.520740509033203","-16.520740509033203","-16.520740509033203"
"719","-16.424211502075195","-16.424211502075195","-16.424211502075195"
"720","-16.327455520629883","-16.327455520629883","-16.327455520629883"
"721","-16.230478286743164","-16.230478286743164","-16.230478286743164"
"722","-16.133291244506836","-16.133291244506836","-16.133291244506836"
"723","-16.03590202331543","-16.03590202331543","-16.03590202331543"
"724","-15.938321113586426","-15.938321113586426","-15.938321113586426"
"725","-15.840559005737305","-15.840559005737305","-15.840559005737305"
"726","-15.74262523651123","-15.74262523651123","-15.74262523651123"
"727","-15.644530296325684","-15.644530296325684","-15.644530296325684"
"728","-15.546284675598145","-15.546284675598145","-15.546284675598145"
"729","-15.447896003723145","-15.447896003723145","-15.447896003723145"
"730","-15.349374771118164","-15.349374771118164","-15.349374771118164"
"731","-15.250728607177734","-15.250728607177734","-15.250728607177734"
"732","-15.151968002319336","-15.151968002319336","-15.151968002319336"
"733","-15.0531005859375","-15.0531005859375","-15.0531005859375"
"734","-14.954133033752441","-14.954133033752441","-14.954133033752441"
"735","-14.855073928833008","-14.855073928833008","-14.855073928833008"
"736","-14.755931854248047","-14.755931854248047","-14.755931854248047"
"737","-14.656713485717773","-14.656713485717773","-14.656713485717773"
"738","-14.557426452636719","-14.557426452636719","-14.557426452636719"
"739","-14.458078384399414","-14.458078384399414","-14.458078384399414"
"740","-14.358673095703125","-14.358673095703125","-14.358673095703125"
"741","-14.259217262268066","-14.259217262268066","-14.259217262268066"
"742","-14.159714698791504","-14.159714698791504","-14.159714698791504"
"743","-14.060172080993652","-14.060172080993652","-14.060172080993652"
"744","-13.960592269897461","-13.960592269897461","-13.960592269897461"
"745","-13.860979080200195","-13.860979080200195","-13.860979080200195"
"746","-13.761335372924805","-13.761335372924805","-13.761335372924805"
"747","-13.661666870117188","-13.661666870117188","-13.661666870117188"
"748","-13.56197452545166","-13.56197452545166","-13.56197452545166"
"749","-13.462262153625488","-13.462262153625488","-13.462262153625488"
"750","-13.362532615661621","-13.362532615661621","-13.362532615661621"
"751","-13.262787818908691","-13.262787818908691","-13.262787818908691"
"752","-13.163029670715332","-13.163029670715332","-13.163029670715332"
"753","-13.06325912475586","-13.06325912475586","-13.06325912475586"
"754","-12.963478088378906","-12.963478088378906","-12.963478088378906"
"755","-12.863687515258789","-12.863687515258789","-12.863687515258789"
"756","-12.763888359069824","-12.763888359069824","-12.763888359069824"
"757","-12.664080619812012","-12.664080619812012","-12.664080619812012"
"758","-12.564266204833984","-12.564266204833984","-12.564266204833984"
"759","-12.464444160461426","-12.464444160461426","-12.464444160461426"
"760","-12.364614486694336","-12.364614486694336","-12.364614486694336"
"761","-12.264779090881348","-12.264779090881348","-12.264779090881348"
"762","-12.164936065673828","-12.164936065673828","-12.164936065673828"
"763","-12.065086364746094","-12.065086364746094","-12.065086364746094"
"764","-11.965231895446777","-11.965231895446777","-11.965231895446777"
"765","-11.865372657775879","-11.865372657775879","-11.865372657775879"
"766","-11.765507698059082","-11.765507698059082","-11.765507698059082"
"767","-11.665637016296387","-11.665637016296387","-11.665637016296387"
"768","-11.56576156616211","-11.56576156616211","-11.56576156616211"
"769","-11.46588134765625","-11.46588134765625","-11.46588134765625"
"770","-11.365995407104492","-11.365995407104492","-11.365995407104492"
"771","-11.266103744506836","-11.266103744506836","-11.266103744506836"
"772","-11.166208267211914","-11.166208267211914","-11.166208267211914"
"773","-11.066306114196777","-11.066306114196777","-11.066306114196777"
"774","-10.966399192810059","-10.966399192810059","-10.966399192810059"
"775","-10.866486549377441","-10.866486549377441","-10.866486549377441"
"776","-10.766568183898926","-10.766568183898926","-10.766568183898926"
"777","-10.666643142700195","-10.666643142700195","-10.666643142700195"
"778","-10.566713333129883","-10.566713333129883","-10.566713333129883"
"779","-10.466778755187988","-10.466778755187988","-10.466778755187988"
"780","-10.366837501525879","-10.366837501525879","-10.366837501525879"
"781","-10.266892433166504","-10.266892433166504","-10.266892433166504"
"782","-10.16694164276123","-10.16694164276123","-10.16694164276123"
"783","-10.06699275970459","-10.06699275970459","-10.06699275970459"
"784","-9.967045783996582","-9.967045783996582","-9.967045783996582"
"785","-9.86709213256836","-9.86709213256836","-9.86709213256836"
"786","-9.76713752746582","-9.76713752746582","-9.76713752746582"
"787","-9.667182922363281","-9.667182922363281","-9.667182922363281"
"788","-9.567228317260742","-9.567228317260742","-9.567228317260742"
"789","-9.467273712158203","-9.467273712158203","-9.467273712158203"
"790","-9.367319107055664","-9.367319107055664","-9.367319107055664"
"791","-9.267362594604492","-9.267362594604492","-9.267362594604492"
"792","-9.16740608215332","-9.16740608215332","-9.16740608215332"
"793","-9.067449569702148","-9.067449569702148","-9.067449569702148"
"794","-8.967493057250977","-8.967493057250977","-8.967493057250977"
"795","-8.867536544799805","-8.867536544799805","-8.867536544799805"
"796","-8.76758098602295","-8.76758098602295","-8.76758098602295"
"797","-8.667627334594727","-8.667627334594727","-8.667627334594727"
"798","-8.567673683166504","-8.567673683166504","-8.567673683166504"
"799","-8.467721939086914","-8.467721939086914","-8.467721939086914"
"800","-8.36777114868164","-8.36777114868164","-8.36777114868164"
"801","-8.267824172973633","-8.267824172973633","-8.267824172973633"
"802","-8.16788101196289","-8.16788101196289","-8.16788101196289"
"803","-8.06794261932373","-8.06794261932373","-8.06794261932373"
"804","-7.968011379241943","-7.968011379241943","-7.968011379241943"
"805","-7.8680830001831055","-7.8680830001831055","-7.8680830001831055"
"806","-7.768159866333008","-7.768159866333008","-7.768159866333008"
"807","-7.668246746063232","-7.668246746063232","-7.668246746063232"
"808","-7.5683441162109375","-7.5683441162109375","-7.5683441162109375"
"809","-7.468451976776123","-7.468451976776123","-7.468451976776123"
"810","-7.3685712814331055","-7.3685712814331055","-7.3685712814331055"
"811","-7.268702030181885","-7.268702030181885","-7.268702030181885"
"812","-7.168844699859619","-7.168844699859619","-7.168844699859619"
"813","-7.068997859954834","-7.068997859954834","-7.068997859954834"
"814","-6.969161510467529","-6.969161510467529","-6.969161510467529"
"815","-6.8693342208862305","-6.8693342208862305","-6.8693342208862305"
"816","-6.769514560699463","-6.769514560699463","-6.769514560699463"
"817","-6.669701099395752","-6.669701099395752","-6.669701099395752"
"818","-6.569891929626465","-6.569891929626465","-6.569891929626465"
"819","-6.470085144042969","-6.470085144042969","-6.470085144042969"
"820","-6.370278835296631","-6.370278835296631","-6.370278835296631"
"821","-6.270469665527344","-6.270469665527344","-6.270469665527344"
"822","-6.170654773712158","-6.170654773712158","-6.170654773712158"
"823","-6.070830821990967","-6.070830821990967","-6.070830821990967"
"824","-5.9709954261779785","-5.9709954261779785","-5.9709954261779785"
"825","-5.871145725250244","-5.871145725250244","-5.871145725250244"
"826","-5.7712788581848145","-5.7712788581848145","-5.7712788581848145"
"827","-5.671392917633057","-5.671392917633057","-5.671392917633057"
"828","-5.571485996246338","-5.571485996246338","-5.571485996246338"
"829","-5.4715576171875","-5.4715576171875","-5.4715576171875"
"830","-5.371607780456543","-5.371607780456543","-5.371607780456543"
"831","-5.271637439727783","-5.271637439727783","-5.271637439727783"
"832","-5.171650409698486","-5.171650409698486","-5.171650409698486"
"833","-5.071649074554443","-5.071649074554443","-5.071649074554443"
"834","-4.971639633178711","-4.971639633178711","-4.971639633178711"
"835","-4.87162971496582","-4.87162971496582","-4.87162971496582"
"836","-4.77163028717041","-4.77163028717041","-4.77163028717041"
"837","-4.671655178070068","-4.671655178070068","-4.671655178070068"
"838","-4.571719169616699","-4.571719169616699","-4.571719169616699"
"839","-4.471840858459473","-4.471840858459473","-4.471840858459473"
"840","-4.372042655944824","-4.372042655944824","-4.372042655944824"
"841","-4.272344589233398","-4.272344589233398","-4.272344589233398"
"842","-4.172770977020264","-4.172770977020264","-4.172770977020264"
"843","-4.0733466148376465","-4.0733466148376465","-4.0733466148376465"
"844","-3.9741013050079346","-3.9741013050079346","-3.9741013050079346"
"845","-3.8750674724578857","-3.8750674724578857","-3.8750674724578857"
"846","-3.776278495788574","-3.776278495788574","-3.776278495788574"
"847","-3.6777706146240234","-3.6777706146240234","-3.6777706146240234"
"848","-3.5795845985412598","-3.5795845985412598","-3.5795845985412598"
"849","-3.481764554977417","-3.481764554977417","-3.481764554977417"
"850","-3.384357213973999","-3.384357213973999","-3.384357213973999"
"851","-3.2874112129211426","-3.2874112129211426","-3.2874112129211426"
"852","-3.1909780502319336","-3.1909780502319336","-3.1909780502319336"
"853","-3.0951108932495117","-3.0951108932495117","-3.0951108932495117"
"854","-2.9998652935028076","-2.9998652935028076","-2.9998652935028076"
"855","-2.905299425125122","-2.905299425125122","-2.905299425125122"
"856","-2.8114736080169678","-2.8114736080169678","-2.8114736080169678"
"857","-2.7184507846832275","-2.7184507846832275","-2.7184507846832275"
"858","-2.6262946128845215","-2.6262946128845215","-2.6262946128845215"
"859","-2.5350711345672607","-2.5350711345672607","-2.5350711345672607"
"860","-2.444847822189331","-2.444847822189331","-2.444847822189331"
"861","-2.3556928634643555","-2.3556928634643555","-2.3556928634643555"
"862","-2.2676753997802734","-2.2676753997802734","-2.2676753997802734"
"863","-2.180865526199341","-2.180865526199341","-2.180865526199341"
"864","-2.095332622528076","-2.095332622528076","-2.095332622528076"
"865","-2.011146306991577","-2.011146306991577","-2.011146306991577"
"866","-1.928374171257019","-1.928374171257019","-1.928374171257019"
"867","-1.8470841646194458","-1.8470841646194458","-1.8470841646194458"
"868","-1.7673428058624268","-1.7673428058624268","-1.7673428058624268"
"869","-1.689216136932373","-1.689216136932373","-1.689216136932373"
"870","-1.6127686500549316","-1.6127686500549316","-1.6127686500549316"
"871","-1.5380620956420898","-1.5380620956420898","-1.5380620956420898"
