"Step","MPC_MPCC_f_2022_01_13_11_40_50 - position_y","MPC_MPCC_f_2022_01_13_11_40_50 - position_y__MIN","MPC_MPCC_f_2022_01_13_11_40_50 - position_y__MAX"
"50","-0.053618814796209335","-0.053618814796209335","-0.053618814796209335"
"51","-0.054820023477077484","-0.054820023477077484","-0.054820023477077484"
"52","-0.056095678359270096","-0.056095678359270096","-0.056095678359270096"
"53","-0.0574481226503849","-0.0574481226503849","-0.0574481226503849"
"54","-0.058879636228084564","-0.058879636228084564","-0.058879636228084564"
"55","-0.06039246916770935","-0.06039246916770935","-0.06039246916770935"
"56","-0.06198882311582565","-0.06198882311582565","-0.06198882311582565"
"57","-0.06367086619138718","-0.06367086619138718","-0.06367086619138718"
"58","-0.06544074416160583","-0.06544074416160583","-0.06544074416160583"
"59","-0.06730049848556519","-0.06730049848556519","-0.06730049848556519"
"60","-0.06925215572118759","-0.06925215572118759","-0.06925215572118759"
"61","-0.07129750400781631","-0.07129750400781631","-0.07129750400781631"
"62","-0.07343848794698715","-0.07343848794698715","-0.07343848794698715"
"63","-0.07567687332630157","-0.07567687332630157","-0.07567687332630157"
"64","-0.0780147835612297","-0.0780147835612297","-0.0780147835612297"
"65","-0.08045423030853271","-0.08045423030853271","-0.08045423030853271"
"66","-0.08299721777439117","-0.08299721777439117","-0.08299721777439117"
"67","-0.08564577996730804","-0.08564577996730804","-0.08564577996730804"
"68","-0.08840188384056091","-0.08840188384056091","-0.08840188384056091"
"69","-0.09126750379800797","-0.09126750379800797","-0.09126750379800797"
"70","-0.0942443311214447","-0.0942443311214447","-0.0942443311214447"
"71","-0.09733375161886215","-0.09733375161886215","-0.09733375161886215"
"72","-0.10053685307502747","-0.10053685307502747","-0.10053685307502747"
"73","-0.10385426133871078","-0.10385426133871078","-0.10385426133871078"
"74","-0.10728597640991211","-0.10728597640991211","-0.10728597640991211"
"75","-0.11083129793405533","-0.11083129793405533","-0.11083129793405533"
"76","-0.11448884755373001","-0.11448884755373001","-0.11448884755373001"
"77","-0.11825621128082275","-0.11825621128082275","-0.11825621128082275"
"78","-0.12212976068258286","-0.12212976068258286","-0.12212976068258286"
"79","-0.12610411643981934","-0.12610411643981934","-0.12610411643981934"
"80","-0.13017266988754272","-0.13017266988754272","-0.13017266988754272"
"81","-0.1343277096748352","-0.1343277096748352","-0.1343277096748352"
"82","-0.13855984807014465","-0.13855984807014465","-0.13855984807014465"
"83","-0.1428578794002533","-0.1428578794002533","-0.1428578794002533"
"84","-0.14720910787582397","-0.14720910787582397","-0.14720910787582397"
"85","-0.15159974992275238","-0.15159974992275238","-0.15159974992275238"
"86","-0.15601566433906555","-0.15601566433906555","-0.15601566433906555"
"87","-0.16044119000434875","-0.16044119000434875","-0.16044119000434875"
"88","-0.16486001014709473","-0.16486001014709473","-0.16486001014709473"
"89","-0.16925372183322906","-0.16925372183322906","-0.16925372183322906"
"90","-0.17360137403011322","-0.17360137403011322","-0.17360137403011322"
"91","-0.17788055539131165","-0.17788055539131165","-0.17788055539131165"
"92","-0.18206636607646942","-0.18206636607646942","-0.18206636607646942"
"93","-0.18613287806510925","-0.18613287806510925","-0.18613287806510925"
"94","-0.19005349278450012","-0.19005349278450012","-0.19005349278450012"
"95","-0.19380326569080353","-0.19380326569080353","-0.19380326569080353"
"96","-0.1973569244146347","-0.1973569244146347","-0.1973569244146347"
"97","-0.20069211721420288","-0.20069211721420288","-0.20069211721420288"
"98","-0.20379115641117096","-0.20379115641117096","-0.20379115641117096"
"99","-0.2066357284784317","-0.2066357284784317","-0.2066357284784317"
"100","-0.2092122584581375","-0.2092122584581375","-0.2092122584581375"
"101","-0.21151402592658997","-0.21151402592658997","-0.21151402592658997"
"102","-0.2135385125875473","-0.2135385125875473","-0.2135385125875473"
"103","-0.21528606116771698","-0.21528606116771698","-0.21528606116771698"
"104","-0.21676336228847504","-0.21676336228847504","-0.21676336228847504"
"105","-0.21798263490200043","-0.21798263490200043","-0.21798263490200043"
"106","-0.21896027028560638","-0.21896027028560638","-0.21896027028560638"
"107","-0.2197228968143463","-0.2197228968143463","-0.2197228968143463"
"108","-0.22030408680438995","-0.22030408680438995","-0.22030408680438995"
"109","-0.2207459658384323","-0.2207459658384323","-0.2207459658384323"
"110","-0.2210921198129654","-0.2210921198129654","-0.2210921198129654"
"111","-0.22139334678649902","-0.22139334678649902","-0.22139334678649902"
"112","-0.22170805931091309","-0.22170805931091309","-0.22170805931091309"
"113","-0.22210000455379486","-0.22210000455379486","-0.22210000455379486"
"114","-0.22263628244400024","-0.22263628244400024","-0.22263628244400024"
"115","-0.22339069843292236","-0.22339069843292236","-0.22339069843292236"
"116","-0.22444234788417816","-0.22444234788417816","-0.22444234788417816"
"117","-0.2258724719285965","-0.2258724719285965","-0.2258724719285965"
"118","-0.22776374220848083","-0.22776374220848083","-0.22776374220848083"
"119","-0.23020139336585999","-0.23020139336585999","-0.23020139336585999"
"120","-0.23326945304870605","-0.23326945304870605","-0.23326945304870605"
"121","-0.2370549738407135","-0.2370549738407135","-0.2370549738407135"
"122","-0.24164627492427826","-0.24164627492427826","-0.24164627492427826"
"123","-0.24712732434272766","-0.24712732434272766","-0.24712732434272766"
"124","-0.2535855770111084","-0.2535855770111084","-0.2535855770111084"
"125","-0.2611056864261627","-0.2611056864261627","-0.2611056864261627"
"126","-0.26977628469467163","-0.26977628469467163","-0.26977628469467163"
"127","-0.2796838879585266","-0.2796838879585266","-0.2796838879585266"
"128","-0.2909124195575714","-0.2909124195575714","-0.2909124195575714"
"129","-0.3035399913787842","-0.3035399913787842","-0.3035399913787842"
"130","-0.3176410496234894","-0.3176410496234894","-0.3176410496234894"
"131","-0.3332865536212921","-0.3332865536212921","-0.3332865536212921"
"132","-0.35054367780685425","-0.35054367780685425","-0.35054367780685425"
"133","-0.369474858045578","-0.369474858045578","-0.369474858045578"
"134","-0.39013785123825073","-0.39013785123825073","-0.39013785123825073"
"135","-0.4125829041004181","-0.4125829041004181","-0.4125829041004181"
"136","-0.4368586540222168","-0.4368586540222168","-0.4368586540222168"
"137","-0.4630071520805359","-0.4630071520805359","-0.4630071520805359"
"138","-0.4910667836666107","-0.4910667836666107","-0.4910667836666107"
"139","-0.5210727453231812","-0.5210727453231812","-0.5210727453231812"
"140","-0.5530556440353394","-0.5530556440353394","-0.5530556440353394"
"141","-0.5870388150215149","-0.5870388150215149","-0.5870388150215149"
"142","-0.623038649559021","-0.623038649559021","-0.623038649559021"
"143","-0.6610715389251709","-0.6610715389251709","-0.6610715389251709"
"144","-0.7011466026306152","-0.7011466026306152","-0.7011466026306152"
"145","-0.7432702779769897","-0.7432702779769897","-0.7432702779769897"
"146","-0.7874439358711243","-0.7874439358711243","-0.7874439358711243"
"147","-0.8336641788482666","-0.8336641788482666","-0.8336641788482666"
"148","-0.8819288015365601","-0.8819288015365601","-0.8819288015365601"
"149","-0.9322307109832764","-0.9322307109832764","-0.9322307109832764"
"150","-0.9845536947250366","-0.9845536947250366","-0.9845536947250366"
"151","-1.0388785600662231","-1.0388785600662231","-1.0388785600662231"
"152","-1.095185399055481","-1.095185399055481","-1.095185399055481"
"153","-1.1534614562988281","-1.1534614562988281","-1.1534614562988281"
"154","-1.213668704032898","-1.213668704032898","-1.213668704032898"
"155","-1.2757753133773804","-1.2757753133773804","-1.2757753133773804"
"156","-1.3397233486175537","-1.3397233486175537","-1.3397233486175537"
"157","-1.4054676294326782","-1.4054676294326782","-1.4054676294326782"
"158","-1.4729619026184082","-1.4729619026184082","-1.4729619026184082"
"159","-1.542126178741455","-1.542126178741455","-1.542126178741455"
"160","-1.612897515296936","-1.612897515296936","-1.612897515296936"
"161","-1.6851979494094849","-1.6851979494094849","-1.6851979494094849"
"162","-1.7589502334594727","-1.7589502334594727","-1.7589502334594727"
"163","-1.8340706825256348","-1.8340706825256348","-1.8340706825256348"
"164","-1.9104686975479126","-1.9104686975479126","-1.9104686975479126"
"165","-1.9880784749984741","-1.9880784749984741","-1.9880784749984741"
"166","-2.0668294429779053","-2.0668294429779053","-2.0668294429779053"
"167","-2.1466782093048096","-2.1466782093048096","-2.1466782093048096"
"168","-2.2275846004486084","-2.2275846004486084","-2.2275846004486084"
"169","-2.309507369995117","-2.309507369995117","-2.309507369995117"
"170","-2.392401933670044","-2.392401933670044","-2.392401933670044"
"171","-2.4762215614318848","-2.4762215614318848","-2.4762215614318848"
"172","-2.560917854309082","-2.560917854309082","-2.560917854309082"
"173","-2.646430730819702","-2.646430730819702","-2.646430730819702"
"174","-2.7327115535736084","-2.7327115535736084","-2.7327115535736084"
"175","-2.8197083473205566","-2.8197083473205566","-2.8197083473205566"
"176","-2.9073657989501953","-2.9073657989501953","-2.9073657989501953"
"177","-2.9956235885620117","-2.9956235885620117","-2.9956235885620117"
"178","-3.0844180583953857","-3.0844180583953857","-3.0844180583953857"
"179","-3.1736807823181152","-3.1736807823181152","-3.1736807823181152"
"180","-3.2633347511291504","-3.2633347511291504","-3.2633347511291504"
"181","-3.353297472000122","-3.353297472000122","-3.353297472000122"
"182","-3.4434847831726074","-3.4434847831726074","-3.4434847831726074"
"183","-3.533810615539551","-3.533810615539551","-3.533810615539551"
"184","-3.6241869926452637","-3.6241869926452637","-3.6241869926452637"
"185","-3.7145228385925293","-3.7145228385925293","-3.7145228385925293"
"186","-3.8047237396240234","-3.8047237396240234","-3.8047237396240234"
"187","-3.8946990966796875","-3.8946990966796875","-3.8946990966796875"
"188","-3.9843599796295166","-3.9843599796295166","-3.9843599796295166"
"189","-4.073619842529297","-4.073619842529297","-4.073619842529297"
"190","-4.162392616271973","-4.162392616271973","-4.162392616271973"
"191","-4.250593185424805","-4.250593185424805","-4.250593185424805"
"192","-4.338138103485107","-4.338138103485107","-4.338138103485107"
"193","-4.424943447113037","-4.424943447113037","-4.424943447113037"
"194","-4.510921955108643","-4.510921955108643","-4.510921955108643"
"195","-4.595988750457764","-4.595988750457764","-4.595988750457764"
"196","-4.680055618286133","-4.680055618286133","-4.680055618286133"
"197","-4.763035297393799","-4.763035297393799","-4.763035297393799"
"198","-4.844840049743652","-4.844840049743652","-4.844840049743652"
"199","-4.925381183624268","-4.925381183624268","-4.925381183624268"
"200","-5.004570960998535","-5.004570960998535","-5.004570960998535"
"201","-5.082322597503662","-5.082322597503662","-5.082322597503662"
"202","-5.158548355102539","-5.158548355102539","-5.158548355102539"
"203","-5.233162879943848","-5.233162879943848","-5.233162879943848"
"204","-5.306081771850586","-5.306081771850586","-5.306081771850586"
"205","-5.377223491668701","-5.377223491668701","-5.377223491668701"
"206","-5.446507453918457","-5.446507453918457","-5.446507453918457"
"207","-5.5138726234436035","-5.5138726234436035","-5.5138726234436035"
"208","-5.579238414764404","-5.579238414764404","-5.579238414764404"
"209","-5.642526626586914","-5.642526626586914","-5.642526626586914"
"210","-5.703670978546143","-5.703670978546143","-5.703670978546143"
"211","-5.762612819671631","-5.762612819671631","-5.762612819671631"
"212","-5.819293022155762","-5.819293022155762","-5.819293022155762"
"213","-5.873656749725342","-5.873656749725342","-5.873656749725342"
"214","-5.925652503967285","-5.925652503967285","-5.925652503967285"
"215","-5.975240707397461","-5.975240707397461","-5.975240707397461"
"216","-6.022381782531738","-6.022381782531738","-6.022381782531738"
"217","-6.067047119140625","-6.067047119140625","-6.067047119140625"
"218","-6.109214782714844","-6.109214782714844","-6.109214782714844"
"219","-6.148864269256592","-6.148864269256592","-6.148864269256592"
"220","-6.185990333557129","-6.185990333557129","-6.185990333557129"
"221","-6.220597267150879","-6.220597267150879","-6.220597267150879"
"222","-6.252696514129639","-6.252696514129639","-6.252696514129639"
"223","-6.282306671142578","-6.282306671142578","-6.282306671142578"
"224","-6.309455394744873","-6.309455394744873","-6.309455394744873"
"225","-6.3341803550720215","-6.3341803550720215","-6.3341803550720215"
"226","-6.356527328491211","-6.356527328491211","-6.356527328491211"
"227","-6.376552581787109","-6.376552581787109","-6.376552581787109"
"228","-6.394318580627441","-6.394318580627441","-6.394318580627441"
"229","-6.409897327423096","-6.409897327423096","-6.409897327423096"
"230","-6.423367500305176","-6.423367500305176","-6.423367500305176"
"231","-6.43480920791626","-6.43480920791626","-6.43480920791626"
"232","-6.444306373596191","-6.444306373596191","-6.444306373596191"
"233","-6.451943874359131","-6.451943874359131","-6.451943874359131"
"234","-6.4578046798706055","-6.4578046798706055","-6.4578046798706055"
"235","-6.46196985244751","-6.46196985244751","-6.46196985244751"
"236","-6.46451473236084","-6.46451473236084","-6.46451473236084"
"237","-6.465517044067383","-6.465517044067383","-6.465517044067383"
"238","-6.465049743652344","-6.465049743652344","-6.465049743652344"
"239","-6.463179588317871","-6.463179588317871","-6.463179588317871"
"240","-6.4599714279174805","-6.4599714279174805","-6.4599714279174805"
"241","-6.455484867095947","-6.455484867095947","-6.455484867095947"
"242","-6.449775218963623","-6.449775218963623","-6.449775218963623"
"243","-6.44289493560791","-6.44289493560791","-6.44289493560791"
"244","-6.4348931312561035","-6.4348931312561035","-6.4348931312561035"
"245","-6.4258198738098145","-6.4258198738098145","-6.4258198738098145"
"246","-6.415724277496338","-6.415724277496338","-6.415724277496338"
"247","-6.404646873474121","-6.404646873474121","-6.404646873474121"
"248","-6.39263391494751","-6.39263391494751","-6.39263391494751"
"249","-6.379727840423584","-6.379727840423584","-6.379727840423584"
"250","-6.365974426269531","-6.365974426269531","-6.365974426269531"
"251","-6.3514251708984375","-6.3514251708984375","-6.3514251708984375"
"252","-6.336137771606445","-6.336137771606445","-6.336137771606445"
"253","-6.320176601409912","-6.320176601409912","-6.320176601409912"
"254","-6.303610801696777","-6.303610801696777","-6.303610801696777"
"255","-6.286514759063721","-6.286514759063721","-6.286514759063721"
"256","-6.268957614898682","-6.268957614898682","-6.268957614898682"
"257","-6.2510199546813965","-6.2510199546813965","-6.2510199546813965"
"258","-6.232792854309082","-6.232792854309082","-6.232792854309082"
"259","-6.214362144470215","-6.214362144470215","-6.214362144470215"
"260","-6.195815086364746","-6.195815086364746","-6.195815086364746"
"261","-6.177243709564209","-6.177243709564209","-6.177243709564209"
"262","-6.158748149871826","-6.158748149871826","-6.158748149871826"
"263","-6.140427589416504","-6.140427589416504","-6.140427589416504"
"264","-6.122381210327148","-6.122381210327148","-6.122381210327148"
"265","-6.104710578918457","-6.104710578918457","-6.104710578918457"
"266","-6.08750581741333","-6.08750581741333","-6.08750581741333"
"267","-6.070865631103516","-6.070865631103516","-6.070865631103516"
"268","-6.054888725280762","-6.054888725280762","-6.054888725280762"
"269","-6.0396647453308105","-6.0396647453308105","-6.0396647453308105"
"270","-6.025277614593506","-6.025277614593506","-6.025277614593506"
"271","-6.011810779571533","-6.011810779571533","-6.011810779571533"
"272","-5.99934720993042","-5.99934720993042","-5.99934720993042"
"273","-5.987969398498535","-5.987969398498535","-5.987969398498535"
"274","-5.977753639221191","-5.977753639221191","-5.977753639221191"
"275","-5.968773365020752","-5.968773365020752","-5.968773365020752"
"276","-5.961103916168213","-5.961103916168213","-5.961103916168213"
"277","-5.95481538772583","-5.95481538772583","-5.95481538772583"
"278","-5.949975490570068","-5.949975490570068","-5.949975490570068"
"279","-5.946644306182861","-5.946644306182861","-5.946644306182861"
"280","-5.944876670837402","-5.944876670837402","-5.944876670837402"
"281","-5.944724082946777","-5.944724082946777","-5.944724082946777"
"282","-5.946231842041016","-5.946231842041016","-5.946231842041016"
"283","-5.949442386627197","-5.949442386627197","-5.949442386627197"
"284","-5.954394340515137","-5.954394340515137","-5.954394340515137"
"285","-5.961124897003174","-5.961124897003174","-5.961124897003174"
"286","-5.969666481018066","-5.969666481018066","-5.969666481018066"
"287","-5.980049133300781","-5.980049133300781","-5.980049133300781"
"288","-5.992297172546387","-5.992297172546387","-5.992297172546387"
"289","-6.006437301635742","-6.006437301635742","-6.006437301635742"
"290","-6.022492408752441","-6.022492408752441","-6.022492408752441"
"291","-6.040481090545654","-6.040481090545654","-6.040481090545654"
"292","-6.060417175292969","-6.060417175292969","-6.060417175292969"
"293","-6.082314491271973","-6.082314491271973","-6.082314491271973"
"294","-6.106180667877197","-6.106180667877197","-6.106180667877197"
"295","-6.132016658782959","-6.132016658782959","-6.132016658782959"
"296","-6.159831523895264","-6.159831523895264","-6.159831523895264"
"297","-6.189628601074219","-6.189628601074219","-6.189628601074219"
"298","-6.221412181854248","-6.221412181854248","-6.221412181854248"
"299","-6.25518274307251","-6.25518274307251","-6.25518274307251"
"300","-6.290930271148682","-6.290930271148682","-6.290930271148682"
"301","-6.328639030456543","-6.328639030456543","-6.328639030456543"
"302","-6.368288993835449","-6.368288993835449","-6.368288993835449"
"303","-6.4098663330078125","-6.4098663330078125","-6.4098663330078125"
"304","-6.4533586502075195","-6.4533586502075195","-6.4533586502075195"
"305","-6.498744487762451","-6.498744487762451","-6.498744487762451"
"306","-6.545999526977539","-6.545999526977539","-6.545999526977539"
"307","-6.595089912414551","-6.595089912414551","-6.595089912414551"
"308","-6.645978927612305","-6.645978927612305","-6.645978927612305"
"309","-6.698632717132568","-6.698632717132568","-6.698632717132568"
"310","-6.753017425537109","-6.753017425537109","-6.753017425537109"
"311","-6.809092044830322","-6.809092044830322","-6.809092044830322"
"312","-6.866811752319336","-6.866811752319336","-6.866811752319336"
"313","-6.926121234893799","-6.926121234893799","-6.926121234893799"
"314","-6.986968040466309","-6.986968040466309","-6.986968040466309"
"315","-7.049302577972412","-7.049302577972412","-7.049302577972412"
"316","-7.113072395324707","-7.113072395324707","-7.113072395324707"
"317","-7.178220272064209","-7.178220272064209","-7.178220272064209"
"318","-7.2447004318237305","-7.2447004318237305","-7.2447004318237305"
"319","-7.312456130981445","-7.312456130981445","-7.312456130981445"
"320","-7.3814215660095215","-7.3814215660095215","-7.3814215660095215"
"321","-7.451526165008545","-7.451526165008545","-7.451526165008545"
"322","-7.522696018218994","-7.522696018218994","-7.522696018218994"
"323","-7.594867706298828","-7.594867706298828","-7.594867706298828"
"324","-7.66796875","-7.66796875","-7.66796875"
"325","-7.741921901702881","-7.741921901702881","-7.741921901702881"
"326","-7.816646575927734","-7.816646575927734","-7.816646575927734"
"327","-7.892055988311768","-7.892055988311768","-7.892055988311768"
"328","-7.968062877655029","-7.968062877655029","-7.968062877655029"
"329","-8.044574737548828","-8.044574737548828","-8.044574737548828"
"330","-8.121498107910156","-8.121498107910156","-8.121498107910156"
"331","-8.198737144470215","-8.198737144470215","-8.198737144470215"
"332","-8.276195526123047","-8.276195526123047","-8.276195526123047"
"333","-8.353780746459961","-8.353780746459961","-8.353780746459961"
"334","-8.43139934539795","-8.43139934539795","-8.43139934539795"
"335","-8.508968353271484","-8.508968353271484","-8.508968353271484"
"336","-8.586406707763672","-8.586406707763672","-8.586406707763672"
"337","-8.663633346557617","-8.663633346557617","-8.663633346557617"
"338","-8.740560531616211","-8.740560531616211","-8.740560531616211"
"339","-8.817106246948242","-8.817106246948242","-8.817106246948242"
"340","-8.8931884765625","-8.8931884765625","-8.8931884765625"
"341","-8.968727111816406","-8.968727111816406","-8.968727111816406"
"342","-9.043647766113281","-9.043647766113281","-9.043647766113281"
"343","-9.117874145507812","-9.117874145507812","-9.117874145507812"
"344","-9.191330909729004","-9.191330909729004","-9.191330909729004"
"345","-9.263938903808594","-9.263938903808594","-9.263938903808594"
"346","-9.335622787475586","-9.335622787475586","-9.335622787475586"
"347","-9.406305313110352","-9.406305313110352","-9.406305313110352"
"348","-9.475908279418945","-9.475908279418945","-9.475908279418945"
"349","-9.544358253479004","-9.544358253479004","-9.544358253479004"
"350","-9.611577987670898","-9.611577987670898","-9.611577987670898"
"351","-9.67749309539795","-9.67749309539795","-9.67749309539795"
"352","-9.74203109741211","-9.74203109741211","-9.74203109741211"
"353","-9.805119514465332","-9.805119514465332","-9.805119514465332"
"354","-9.86668872833252","-9.86668872833252","-9.86668872833252"
"355","-9.926671028137207","-9.926671028137207","-9.926671028137207"
"356","-9.985002517700195","-9.985002517700195","-9.985002517700195"
"357","-10.041618347167969","-10.041618347167969","-10.041618347167969"
"358","-10.09646224975586","-10.09646224975586","-10.09646224975586"
"359","-10.149476051330566","-10.149476051330566","-10.149476051330566"
"360","-10.200604438781738","-10.200604438781738","-10.200604438781738"
"361","-10.249791145324707","-10.249791145324707","-10.249791145324707"
"362","-10.296992301940918","-10.296992301940918","-10.296992301940918"
"363","-10.342276573181152","-10.342276573181152","-10.342276573181152"
"364","-10.385522842407227","-10.385522842407227","-10.385522842407227"
"365","-10.426689147949219","-10.426689147949219","-10.426689147949219"
"366","-10.465764045715332","-10.465764045715332","-10.465764045715332"
"367","-10.502744674682617","-10.502744674682617","-10.502744674682617"
"368","-10.537632942199707","-10.537632942199707","-10.537632942199707"
"369","-10.570433616638184","-10.570433616638184","-10.570433616638184"
"370","-10.601161003112793","-10.601161003112793","-10.601161003112793"
"371","-10.629833221435547","-10.629833221435547","-10.629833221435547"
"372","-10.656479835510254","-10.656479835510254","-10.656479835510254"
"373","-10.681132316589355","-10.681132316589355","-10.681132316589355"
"374","-10.703843116760254","-10.703843116760254","-10.703843116760254"
"375","-10.724666595458984","-10.724666595458984","-10.724666595458984"
"376","-10.743680953979492","-10.743680953979492","-10.743680953979492"
"377","-10.76097297668457","-10.76097297668457","-10.76097297668457"
"378","-10.776654243469238","-10.776654243469238","-10.776654243469238"
"379","-10.790839195251465","-10.790839195251465","-10.790839195251465"
"380","-10.803662300109863","-10.803662300109863","-10.803662300109863"
"381","-10.815263748168945","-10.815263748168945","-10.815263748168945"
"382","-10.82579517364502","-10.82579517364502","-10.82579517364502"
"383","-10.835417747497559","-10.835417747497559","-10.835417747497559"
"384","-10.844297409057617","-10.844297409057617","-10.844297409057617"
"385","-10.85260009765625","-10.85260009765625","-10.85260009765625"
"386","-10.860485076904297","-10.860485076904297","-10.860485076904297"
"387","-10.8681058883667","-10.8681058883667","-10.8681058883667"
"388","-10.875609397888184","-10.875609397888184","-10.875609397888184"
"389","-10.883127212524414","-10.883127212524414","-10.883127212524414"
"390","-10.890787124633789","-10.890787124633789","-10.890787124633789"
"391","-10.898701667785645","-10.898701667785645","-10.898701667785645"
"392","-10.906978607177734","-10.906978607177734","-10.906978607177734"
"393","-10.9157133102417","-10.9157133102417","-10.9157133102417"
"394","-10.925002098083496","-10.925002098083496","-10.925002098083496"
"395","-10.93493938446045","-10.93493938446045","-10.93493938446045"
"396","-10.945618629455566","-10.945618629455566","-10.945618629455566"
"397","-10.95712947845459","-10.95712947845459","-10.95712947845459"
"398","-10.969557762145996","-10.969557762145996","-10.969557762145996"
"399","-10.982983589172363","-10.982983589172363","-10.982983589172363"
"400","-10.99748420715332","-10.99748420715332","-10.99748420715332"
"401","-11.013130187988281","-11.013130187988281","-11.013130187988281"
"402","-11.029988288879395","-11.029988288879395","-11.029988288879395"
"403","-11.04811954498291","-11.04811954498291","-11.04811954498291"
"404","-11.067580223083496","-11.067580223083496","-11.067580223083496"
"405","-11.088425636291504","-11.088425636291504","-11.088425636291504"
"406","-11.110705375671387","-11.110705375671387","-11.110705375671387"
"407","-11.134468078613281","-11.134468078613281","-11.134468078613281"
"408","-11.159754753112793","-11.159754753112793","-11.159754753112793"
"409","-11.186599731445312","-11.186599731445312","-11.186599731445312"
"410","-11.215038299560547","-11.215038299560547","-11.215038299560547"
"411","-11.245094299316406","-11.245094299316406","-11.245094299316406"
"412","-11.276788711547852","-11.276788711547852","-11.276788711547852"
"413","-11.310138702392578","-11.310138702392578","-11.310138702392578"
"414","-11.345161437988281","-11.345161437988281","-11.345161437988281"
"415","-11.381865501403809","-11.381865501403809","-11.381865501403809"
"416","-11.420262336730957","-11.420262336730957","-11.420262336730957"
"417","-11.460351943969727","-11.460351943969727","-11.460351943969727"
"418","-11.502128601074219","-11.502128601074219","-11.502128601074219"
"419","-11.545587539672852","-11.545587539672852","-11.545587539672852"
"420","-11.590719223022461","-11.590719223022461","-11.590719223022461"
"421","-11.6375150680542","-11.6375150680542","-11.6375150680542"
"422","-11.685956954956055","-11.685956954956055","-11.685956954956055"
"423","-11.736024856567383","-11.736024856567383","-11.736024856567383"
"424","-11.78769588470459","-11.78769588470459","-11.78769588470459"
"425","-11.84094524383545","-11.84094524383545","-11.84094524383545"
"426","-11.89574146270752","-11.89574146270752","-11.89574146270752"
