,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12
25,0.61974585,0.619538,0.6201155,0.61931604,0.62011135,0.619174,0.6190638,0.6193492,0.619608,0.6190858,0.6190474,0.6199374,0.61954284,-0.4751,-0.474921,-0.4754355,-0.47472557,-0.47543177,-0.4745888,-0.47448316,-0.47475666,-0.47498524,-0.47450557,-0.47446766,-0.47527003,-0.47492594
26,0.6049056,0.60468674,0.60529333,0.6044543,0.6052889,0.6043069,0.6041927,0.60448885,0.6047598,0.6042153,0.6041756,0.60510665,0.60469174,-0.4901472,-0.4899613,-0.49049893,-0.48975793,-0.49049506,-0.4896148,-0.48950428,-0.4897904,-0.49002853,-0.48952785,-0.48948815,-0.49032506,-0.48996648
27,0.58960944,0.5893814,0.59001195,0.5891403,0.59000736,0.5889887,0.58887154,0.589176,0.58945686,0.5888946,0.588854,0.5898181,0.5893866,-0.50577265,-0.5055813,-0.5061379,-0.5053719,-0.5061339,-0.50522375,-0.50510937,-0.5054054,-0.50565106,-0.50513387,-0.50509274,-0.5059571,-0.5055867
28,0.57388145,0.57364625,0.5742951,0.57339865,0.57429034,0.5732444,0.5731255,0.57343525,0.57372355,0.5731488,0.57310766,0.57409585,0.57365155,-0.521988,-0.5217931,-0.5223637,-0.52157986,-0.52235967,-0.5214281,-0.52131104,-0.5216141,-0.52186465,-0.5213362,-0.5212941,-0.5221774,-0.5217987
29,0.5577478,0.5575076,0.5581686,0.55725616,0.55816364,0.5571011,0.5569818,0.5572932,0.5575859,0.557005,0.5569638,0.5579658,0.55751294,-0.5388069,-0.53861094,-0.5391892,-0.53839606,-0.5391851,-0.53824234,-0.5381239,-0.5384305,-0.53868335,-0.5381495,-0.53810686,-0.5389993,-0.53861654
30,0.54123634,0.5409939,0.54165953,0.54074186,0.5416545,0.54058796,0.5404699,0.5407789,0.5410724,0.54049265,0.54045206,0.54145557,0.5409993,-0.5562453,-0.5560506,-0.5566298,-0.55583686,-0.5566256,-0.5556831,-0.5555648,-0.5558712,-0.556123,-0.55559045,-0.55554783,-0.5564384,-0.5560562
31,0.52437806,0.5241366,0.52479845,0.52388716,0.52479345,0.5237369,0.52362186,0.52392364,0.5242141,0.52364385,0.52360445,0.524596,0.52414185,-0.5743207,-0.57413006,-0.5747019,-0.5739207,-0.57469785,-0.5737691,-0.5736527,-0.5739544,-0.5742015,-0.5736781,-0.5736361,-0.5745115,-0.57413566
32,0.507206,0.5069691,0.50761735,0.5067263,0.5076124,0.5065824,0.50647277,0.5067616,0.5070444,0.5064935,0.50645614,0.5074194,0.5069741,-0.5930529,-0.5928697,-0.59342504,-0.59266835,-0.5934211,-0.5925213,-0.5924086,-0.5927008,-0.592939,-0.5924333,-0.59239256,-0.59323835,-0.5928751
33,0.4897567,0.48952848,0.49015173,0.48929703,0.49014688,0.48916262,0.48906088,0.48933047,0.48960015,0.48907992,0.48904547,0.48996177,0.48953325,-0.6124633,-0.6122911,-0.61281985,-0.61210173,-0.6128161,-0.6119621,-0.61185527,-0.6121324,-0.612357,-0.61187875,-0.6118401,-0.6126401,-0.61229634
34,0.47199675,0.4717803,0.47237015,0.4715635,0.47236547,0.47144076,0.47134864,0.4715945,0.47184724,0.47136557,0.4713347,0.47219077,0.47178468,-0.6325108,-0.63235205,-0.63284725,-0.6321774,-0.63284373,-0.632047,-0.63194746,-0.6322058,-0.6324137,-0.6319695,-0.63193345,-0.63267654,-0.632357
35,0.453895,0.45369223,0.45424324,0.45349208,0.45423883,0.45338237,0.45330095,0.45352042,0.4537538,0.45331556,0.45328858,0.45407617,0.4536962,-0.6531587,-0.65301496,-0.6534723,-0.65285665,-0.6534691,-0.6527365,-0.6526451,-0.65288246,-0.6530718,-0.6526656,-0.6526323,-0.65331197,-0.6530196
36,0.4354219,0.43523377,0.43574357,0.43505117,0.4357394,0.43495506,0.43488473,0.43507668,0.43528962,0.43489692,0.43487403,0.4355897,0.43523726,-0.6743731,-0.67424506,-0.6746621,-0.6741037,-0.6746592,-0.6739943,-0.6739113,-0.6741269,-0.6742968,-0.6739301,-0.67389977,-0.67451286,-0.6742493
37,0.41654897,0.41637534,0.4168439,0.4162099,0.41683996,0.41612723,0.4160678,0.4162329,0.41642553,0.41607767,0.41605875,0.41670328,0.41637838,-0.69612104,-0.6960086,-0.6963853,-0.6958845,-0.6963827,-0.69578564,-0.69571084,-0.69590473,-0.6960554,-0.69572806,-0.6957006,-0.69624734,-0.69601256
38,0.39724812,0.39708817,0.39751717,0.39693877,0.39751348,0.39686865,0.39681953,0.39695948,0.397133,0.39682716,0.396812,0.39738962,0.39709076,-0.718369,-0.71827155,-0.71861035,-0.7181637,-0.71860796,-0.71807486,-0.7180077,-0.7181812,-0.71831363,-0.7180234,-0.71799856,-0.71848255,-0.7182752
39,0.37749094,0.3773429,0.37773693,0.37720767,0.37773347,0.3771487,0.3771087,0.37722635,0.3773831,0.37711436,0.37710252,0.3776211,0.37734514,-0.74108267,-0.7409988,-0.7413032,-0.7409055,-0.74130106,-0.7408254,-0.74076486,-0.7409204,-0.7410365,-0.7407793,-0.74075675,-0.74118453,-0.74100214
40,0.35724774,0.35710913,0.3574748,0.356985,0.35747153,0.35693514,0.35690266,0.35700214,0.35714552,0.3569067,0.3568976,0.35736874,0.357111,-0.76422626,-0.764154,-0.76442945,-0.7640731,-0.76442754,-0.764,-0.76394475,-0.7640858,-0.76418805,-0.76395816,-0.7639374,-0.7643184,-0.7641571
41,0.33656117,0.33643058,0.33677173,0.33631644,0.3367686,0.3362746,0.3362487,0.33633226,0.33646372,0.33625126,0.33624458,0.3366742,0.3364322,-0.78782904,-0.7877671,-0.7880168,-0.7876967,-0.78801507,-0.78762966,-0.7875789,-0.7877075,-0.7877979,-0.78759146,-0.78757226,-0.7879125,-0.7877701
42,0.31539556,0.31527075,0.3155935,0.315164,0.31559047,0.31512833,0.31510788,0.31517887,0.3153014,0.3151093,0.31510454,0.31550267,0.31527212,-0.8118518,-0.8117982,-0.8120275,-0.81173605,-0.8120259,-0.8116735,-0.8116256,-0.8117453,-0.8118266,-0.8116375,-0.8116194,-0.81192833,-0.8118011
43,0.29379067,0.29367036,0.29397836,0.2935694,0.2939754,0.29353893,0.29352316,0.29358372,0.29369897,0.2935236,0.29352048,0.2938932,0.29367155,-0.83632094,-0.8362746,-0.8364862,-0.83621955,-0.8364848,-0.83616066,-0.8361149,-0.8362273,-0.8363008,-0.8361264,-0.8361091,-0.8363913,-0.8362773
44,0.2717834,0.2716672,0.27196145,0.27157164,0.2719586,0.27154613,0.2715353,0.2715855,0.27169392,0.27153483,0.27153325,0.2718817,0.2716682,-0.86126167,-0.8612223,-0.8614171,-0.8611741,-0.86141586,-0.8611186,-0.8610743,-0.86118037,-0.8612465,-0.8610854,-0.8610689,-0.8613262,-0.86122495
45,0.24941078,0.24929917,0.24957821,0.24920967,0.24957544,0.2491896,0.24918416,0.24922295,0.24932377,0.24918266,0.24918278,0.24950431,0.24929997,-0.8866986,-0.8866667,-0.8868435,-0.8866259,-0.88684237,-0.8865742,-0.88653165,-0.88663054,-0.88668877,-0.88654226,-0.88652664,-0.88675684,-0.8866692
46,0.22671036,0.22660488,0.22686476,0.22652315,0.22686209,0.2265097,0.22651058,0.22653556,0.22662683,0.22650784,0.22651003,0.22679788,0.22660543,-0.91265726,-0.91263413,-0.9127895,-0.9126021,-0.9127885,-0.9125553,-0.9125153,-0.9126049,-0.91265357,-0.9125253,-0.9125108,-0.91270816,-0.91263646
47,0.20372221,0.20362526,0.20385955,0.2035541,0.20385703,0.20354922,0.20355782,0.20356521,0.20364371,0.20355353,0.20355834,0.20380156,0.20362552,-0.9391644,-0.93915206,-0.93928045,-0.93913114,-0.9392796,-0.9390908,-0.9390549,-0.93913186,-0.93916816,-0.93906397,-0.93905115,-0.93920606,-0.9391542
48,0.18048893,0.18040404,0.18060338,0.18034734,0.18060109,0.18035378,0.18037231,0.18035655,0.18041773,0.18036601,0.18037422,0.18055707,0.18040389,-0.96624875,-0.96624994,-0.9663436,-0.9662434,-0.96634305,-0.9662118,-0.9661818,-0.9662414,-0.9662618,-0.96618956,-0.9661791,-0.96627855,-0.96625185
49,0.15705717,0.15698875,0.15714107,0.15695168,0.15713908,0.15697297,0.15700428,0.15695815,0.15699612,0.15699539,0.157008,0.15711008,0.15698811,-0.9939403,-0.99395883,-0.9940076,-0.9939708,-0.99400735,-0.99395084,-0.9939291,-0.9939655,-0.9939651,-0.993935,-0.99392766,-0.993955,-0.9939604
50,0.13339858,0.13335082,0.1334455,0.13333762,0.13344386,0.1333767,0.13342305,0.13334072,0.13335052,0.13341106,0.13342895,0.13343288,0.13334955,-1.0222061,-1.0222445,-1.0222409,-1.0222782,-1.022241,-1.0222721,-1.0222604,-1.022269,-1.0222441,-1.0222642,-1.0222607,-1.0222031,-1.0222455
51,0.10948964,0.109465584,0.109494194,0.10947967,0.10949295,0.10953877,0.109601825,0.109478846,0.10945658,0.10958658,0.10961018,0.10950243,0.10946364,-1.0510173,-1.0510778,-1.0510156,-1.0511359,-1.0510162,-1.0511457,-1.0511458,-1.0511225,-1.05107,-1.0511469,-1.0511478,-1.0509946,-1.0510784
52,0.08530782,0.085309476,0.08526603,0.08535353,0.08526524,0.085434556,0.08551579,0.08534837,0.08529117,0.08549695,0.0855268,0.08529704,0.085306786,-1.0803477,-1.0804327,-1.0803062,-1.0805169,-1.0803074,-1.0805439,-1.0805568,-1.0804989,-1.0804163,-1.0805548,-1.0805607,-1.0803037,-1.0804327
53,0.060829755,0.060858812,0.060738977,0.060934607,0.06073867,0.06103864,0.061138768,0.06092485,0.060830668,0.061116133,0.061152577,0.060793903,0.060855344,-1.1101716,-1.110282,-1.1100879,-1.1103939,-1.1100894,-1.110439,-1.1104654,-1.1103711,-1.1102569,-1.1104606,-1.1104716,-1.110105,-1.1102813
54,0.03603044,0.03608768,0.03588905,0.03619556,0.03588923,0.03632313,0.036442533,0.036181428,0.03604947,0.036416024,0.036459237,0.03596862,0.036083408,-1.1404614,-1.1405979,-1.1403347,-1.1407386,-1.1403369,-1.1408023,-1.1408427,-1.1407106,-1.1405638,-1.1408348,-1.1408509,-1.1403722,-1.1405967
55,0.010881791,0.0109671615,0.010689772,0.0111065945,0.010690437,0.011257425,0.0113969585,0.011088099,0.010918966,0.011365534,0.011416511,0.010793676,0.010962088,-1.1711881,-1.1713504,-1.1710188,-1.1715199,-1.1710215,-1.1716018,-1.1716545,-1.1714866,-1.1713072,-1.1716452,-1.1716647,-1.1710767,-1.1713486
56,-0.014646444,-0.014534194,-0.014887246,-0.014363973,-0.014886115,-0.014190972,-0.014032277,-0.014387266,-0.014591936,-0.014068435,-0.01401002,-0.014759835,-0.014540034,-1.2023171,-1.202504,-1.202107,-1.2027004,-1.2021102,-1.2027997,-1.2028638,-1.202663,-1.2024523,-1.2028532,-1.2028761,-1.2021844,-1.2025018
57,-0.0405888,-0.040452152,-0.040797975,-0.040254,-0.040796384,-0.040060826,-0.039883964,-0.040281698,-0.04051856,-0.039924506,-0.03985925,-0.040646672,-0.040458694,-1.2338111,-1.2340211,-1.2336278,-1.234242,-1.2336315,-1.234357,-1.2344306,-1.234201,-1.2339613,-1.234419,-1.2344446,-1.2337239,-1.2340183
58,-0.06690418,-0.0667447,-0.067081235,-0.06652071,-0.067079216,-0.066308714,-0.066114195,-0.06655256,-0.066819236,-0.06615888,-0.06608721,-0.0669073,-0.066751905,-1.265697,-1.2659286,-1.2655412,-1.2661728,-1.2655454,-1.2663027,-1.2663838,-1.2661284,-1.2658614,-1.2663713,-1.2663995,-1.2656549,-1.2659254
59,-0.09355872,-0.093377404,-0.09370054,-0.093128055,-0.093698114,-0.092898086,-0.09268663,-0.09316386,-0.0934597,-0.0927353,-0.09265748,-0.093503974,-0.093385234,-1.2979978,-1.2982503,-1.2978721,-1.2985159,-1.2978767,-1.2986597,-1.2987479,-1.2984684,-1.2981758,-1.2987345,-1.2987651,-1.2980016,-1.2982466
60,-0.12052115,-0.1203185,-0.12062234,-0.120043516,-0.12061951,-0.11979584,-0.11956778,-0.12008319,-0.120408334,-0.11962041,-0.11953652,-0.12040342,-0.120326936,-1.3307345,-1.3310074,-1.3306412,-1.331293,-1.3306463,-1.3314502,-1.3315451,-1.3312423,-1.3309257,-1.3315312,-1.3315638,-1.3307867,-1.3310032
61,-0.14775924,-0.147535,-0.14781457,-0.14723416,-0.14781132,-0.14696863,-0.14672391,-0.14727777,-0.14763246,-0.14678052,-0.14669055,-0.14757311,-0.14754406,-1.3639264,-1.3642199,-1.3638693,-1.3645254,-1.3638749,-1.3646961,-1.3647978,-1.3644717,-1.3641311,-1.3647832,-1.3648181,-1.3640312,-1.3642153
62,-0.17523885,-0.17499194,-0.17524375,-0.17466407,-0.17524007,-0.17437991,-0.17411786,-0.17471176,-0.17509742,-0.17417859,-0.17408231,-0.1749788,-0.17500162,-1.3975947,-1.3979093,-1.3975779,-1.3982357,-1.3975841,-1.3984205,-1.3985292,-1.3981787,-1.3978132,-1.3985138,-1.3985511,-1.3977568,-1.3979042
63,-0.20292173,-0.20265016,-0.20287259,-0.20229311,-0.20286845,-0.2019888,-0.2017083,-0.20234524,-0.20276436,-0.20177336,-0.20167036,-0.20258231,-0.20266053,-1.431762,-1.4320992,-1.4317888,-1.4324481,-1.4317954,-1.4326481,-1.4327649,-1.4323876,-1.4319953,-1.4327486,-1.4327885,-1.4319859,-1.4320936
64,-0.23076619,-0.23046681,-0.23066126,-0.2300771,-0.23065658,-0.22975035,-0.22944947,-0.23013422,-0.23059082,-0.22951928,-0.22940888,-0.23034315,-0.23047793,-1.4664551,-1.4668173,-1.4665275,-1.4671913,-1.4665347,-1.4674083,-1.4675348,-1.467127,-1.4667047,-1.4675171,-1.4675604,-1.4667449,-1.4668111
65,-0.25872648,-0.25839493,-0.25864568,-0.25796756,-0.2586404,-0.25761497,-0.257291,-0.2580304,-0.25853032,-0.2573661,-0.2572473,-0.2582978,-0.25840694,-1.5017054,-1.5020957,-1.50176,-1.5024985,-1.5017679,-1.5027354,-1.5028735,-1.5024296,-1.5019733,-1.5028542,-1.5029016,-1.5019993,-1.5020888
66,-0.28683418,-0.28646678,-0.28685427,-0.2859977,-0.2868484,-0.28561664,-0.28526717,-0.28606698,-0.28661484,-0.2853481,-0.28522003,-0.28647524,-0.28647977,-1.5374807,-1.537902,-1.5374563,-1.538337,-1.5374646,-1.5385962,-1.5387478,-1.5382631,-1.5377688,-1.5387263,-1.5387783,-1.5377183,-1.5378944
67,-0.31511256,-0.314706,-0.31531143,-0.31419137,-0.3153049,-0.31377834,-0.31340107,-0.31426772,-0.31486788,-0.31348822,-0.31335023,-0.31490022,-0.31472,-1.5737537,-1.5742084,-1.5735871,-1.5746782,-1.5735961,-1.5749606,-1.5751271,-1.5745989,-1.5740635,-1.5751032,-1.5751604,-1.5738728,-1.5741999
68,-0.34358108,-0.34313235,-0.34404188,-0.34256905,-0.3440347,-0.34212148,-0.3417142,-0.3426527,-0.3433091,-0.34180832,-0.34165937,-0.34359786,-0.34314746,-1.6104987,-1.610989,-1.610125,-1.6114963,-1.6101346,-1.6118034,-1.6119854,-1.611411,-1.6108317,-1.6119593,-1.6120218,-1.6104347,-1.6109797
69,-0.3722607,-0.37176684,-0.3730728,-0.37115192,-0.3730652,-0.37066814,-0.37022936,-0.3712434,-0.37195975,-0.37033078,-0.3701703,-0.3725961,-0.37178314,-1.6476929,-1.64822,-1.6470424,-1.6487666,-1.6470531,-1.6491002,-1.6492991,-1.648675,-1.6480502,-1.6492705,-1.6493387,-1.6473765,-1.6482097
70,-0.40117395,-0.4006333,-0.40243465,-0.39996436,-0.40242657,-0.3994427,-0.3989715,-0.40006423,-0.40084282,-0.39908043,-0.398908,-0.40192562,-0.40065083,-1.6853119,-1.6858772,-1.6843106,-1.6864643,-1.6843221,-1.686825,-1.687042,-1.6863664,-1.6856942,-1.6870106,-1.6870848,-1.6846678,-1.685866
71,-0.43034744,-0.4297592,-0.43216068,-0.42903486,-0.43215245,-0.42847458,-0.42797068,-0.42914328,-0.4299857,-0.42808717,-0.4279026,-0.43162107,-0.42977795,-1.7233292,-1.7239339,-1.7218955,-1.7245618,-1.7219082,-1.7249503,-1.725186,-1.7244577,-1.7237375,-1.7251519,-1.7252321,-1.7222754,-1.7239217
72,-0.45981276,-0.45917693,-0.46228987,-0.45839712,-0.46228153,-0.457798,-0.45726162,-0.45851412,-0.45942032,-0.45738563,-0.45718893,-0.46172217,-0.45919693,-1.7617155,-1.7623596,-1.7597612,-1.763028,-1.7597753,-1.7634436,-1.7636982,-1.7629176,-1.7621496,-1.7636611,-1.7637475,-1.7601618,-1.7623464
73,-0.48960635,-0.48892435,-0.4927844,-0.48808974,-0.49277598,-0.4874522,-0.4868846,-0.48821506,-0.4891841,-0.48701566,-0.4868074,-0.49219066,-0.48894554,-1.8004366,-1.8011193,-1.797932,-1.8018256,-1.7979473,-1.8022664,-1.8025396,-1.8017092,-1.8008959,-1.8024994,-1.8025918,-1.798352,-1.8011051
74,-0.5197706,-0.51904523,-0.5236146,-0.5181579,-0.5236061,-0.5174843,-0.5168874,-0.518291,-0.51932055,-0.5170252,-0.516806,-0.5229963,-0.5190675,-1.8394537,-1.840173,-1.8364273,-1.8409132,-1.8364437,-1.8413776,-1.8416681,-1.840791,-1.8399372,-1.8416252,-1.8417232,-1.8368654,-1.840158
75,-0.5503549,-0.5495903,-0.55475384,-0.5486555,-0.5547453,-0.5479495,-0.54732555,-0.54879564,-0.5498796,-0.5474693,-0.5472401,-0.5541119,-0.54961365,-1.8787248,-1.8794775,-1.8752626,-1.8802482,-1.8752801,-1.8807337,-1.8810384,-1.8801209,-1.8792304,-1.880993,-1.8810954,-1.8757176,-1.8794615
76,-0.581414,-0.5806164,-0.5861774,-0.5796411,-0.58616894,-0.57890743,-0.57826054,-0.5797871,-0.5809176,-0.5784095,-0.57817155,-0.585512,-0.5806406,-1.9182022,-1.9189837,-1.9144546,-1.9197798,-1.9144732,-1.9202828,-1.920599,-1.9196482,-1.9187269,-1.9205517,-1.9206575,-1.9149249,-1.9189671
77,-0.61292195,-0.6120971,-0.61785835,-0.6110878,-0.6178498,-0.6103314,-0.6096653,-0.6112387,-0.6124081,-0.60981864,-0.60957336,-0.6171698,-0.612122,-1.9578993,-1.9587055,-1.9540199,-1.959522,-1.9540396,-1.9600395,-1.9603642,-1.9593871,-1.9584405,-1.9603157,-1.960424,-1.9545051,-1.9586883
