,s_x,s_y,delta,velocity,yaw,yaw_der,slip_angle,steer_v,acceleration,param,comp_time,lap_finished,out_of_soft
266,1.3717974,-7.8153076,-0.1647286,9.109176,4.385316,3.1996217,-0.48906016,-1.1688982,-8.730527,26.634932,0.01612993,0.0,1.0
267,1.305437,-7.8777094,-0.17641759,9.02187,4.4173117,3.1997163,-0.50124586,-1.0039556,-8.934178,26.696022,0.016044736,0.0,1.0
268,1.2409495,-7.940803,-0.18645714,8.9325285,4.449309,3.1997871,-0.5131144,-0.8711286,-9.084659,26.766241,0.015859062,0.0,1.0
269,1.1783711,-8.004544,-0.19516844,8.8416815,4.481307,3.19984,-0.52458936,-0.76237845,-9.195603,26.835567,0.01576287,0.0,1.0
270,1.1177368,-8.068894,-0.20279221,8.749725,4.513305,3.1998801,-0.5356136,-0.67171353,-9.277291,26.903984,0.014777599,0.0,1.0
271,1.0590819,-8.133821,-0.20950934,8.656953,4.5453043,3.1999102,-0.546145,-0.5946576,-9.337403,26.971481,0.019642638,0.0,1.0
272,1.0024412,-8.199289,-0.21545592,8.563579,4.5773034,3.1999326,-0.55615336,-0.5278687,-9.381629,27.05805,0.022545822,0.0,1.0
273,0.94784904,-8.265267,-0.22073461,8.469763,4.6093025,3.1999495,-0.56561744,-0.46884778,-9.414173,27.143686,0.014852533,0.0,1.0
274,0.8953391,-8.331724,-0.22542308,8.375621,4.641302,3.1999621,-0.574523,-0.41572732,-9.438124,27.248384,0.015833536,0.0,1.0
275,0.8449442,-8.3986225,-0.22958036,8.2812395,4.6733017,3.1999714,-0.58286095,-0.36710706,-9.455758,27.372139,0.015558785,0.0,1.0
276,0.79669607,-8.465928,-0.23325144,8.186682,4.7053013,3.1999786,-0.5906266,-0.32194102,-9.468741,27.554953,0.015524122,0.0,1.0
277,0.75062513,-8.533601,-0.23647085,8.091994,4.7373013,3.199984,-0.5978181,-0.2794443,-9.478299,29.396818,0.02781138,0.0,1.0
278,0.70676035,-8.601601,-0.2392653,7.9972115,4.769301,3.199988,-0.6044359,-0.23902524,-9.485334,29.39774,0.01466371,0.0,1.0
279,0.6651289,-8.669882,-0.24165554,7.902358,4.801301,3.199991,-0.61048245,-0.20024301,-9.490505,29.407711,0.016866723,0.0,1.0
280,0.62575597,-8.738399,-0.24365796,7.807453,4.8333006,3.1999934,-0.6159612,-0.16276434,-9.494297,29.416735,0.015203807,0.0,1.0
281,0.5886647,-8.807099,-0.24528562,7.71251,4.8653007,3.199995,-0.6208769,-0.12633534,-9.49707,29.424809,0.014980684,0.0,0.0
282,0.5538758,-8.875933,-0.24654897,7.6175394,4.8973007,3.1999965,-0.6252349,-0.09076778,-9.499085,29.441935,0.016047796,0.0,0.0
283,0.5214074,-8.944842,-0.24745664,7.5225487,4.929301,3.1999974,-0.6290411,-0.055915415,-9.500537,29.44811,0.01492536,0.0,0.0
284,0.491275,-9.013769,-0.24801579,7.427543,4.961301,3.199998,-0.63230175,0.0,0.1,29.463335,0.057520892,0.0,0.0
285,0.46349105,-9.082652,-0.24801579,7.428543,4.9933004,1.5927501,-0.62784433,0.0,0.1,29.47761,0.080382705,0.0,0.0
286,0.4382329,-9.152512,-0.24801579,7.429543,5.009228,0.23343751,-0.60782665,0.0,0.1,29.491896,0.06842413,0.0,0.0
287,0.41549855,-9.223244,-0.24801579,7.4305434,5.0115623,-0.9076522,-0.5757915,3.2,-9.51,29.506191,0.028851643,0.0,0.0
288,0.39520547,-9.294724,-0.2160158,7.335443,5.0024858,-0.4606951,-0.53896284,3.2,-9.51,29.530497,0.021186773,0.0,0.0
289,0.3771379,-9.365819,-0.1840158,7.240343,4.997879,-0.024274882,-0.50747615,2.576592,-9.51,29.543852,0.015385981,0.0,0.0
290,0.36119702,-9.436445,-0.15824988,7.145243,4.9976363,0.4148095,-0.4808764,1.854476,-9.51,29.566256,0.01631665,0.0,0.0
291,0.34730783,-9.506535,-0.13970512,7.0501432,5.0017843,0.83857685,-0.45917895,0.0,0.1,29.587708,0.057419054,0.0,1.0
292,0.33539528,-9.576022,-0.13970512,7.051143,5.01017,0.01921008,-0.4384169,2.2653089,-9.51,29.59821,0.029757066,0.0,1.0
293,0.32551152,-9.645838,-0.11705203,6.9560432,5.010362,0.47939137,-0.4142757,0.0,0.1,29.61872,0.056530662,0.0,1.0
294,0.31743968,-9.714929,-0.11705203,6.957043,5.0151563,-0.1878479,-0.3921288,0.0,0.1,29.63828,0.072877005,0.0,1.0
295,0.31123102,-9.784222,-0.11705203,6.958043,5.0132775,-0.7345424,-0.36506733,0.0,0.1,29.65785,0.074188456,0.0,1.0
296,0.3067685,-9.853659,-0.11705203,6.959043,5.0059323,-1.1777856,-0.33464855,3.2,-9.51,29.687431,0.024685979,0.0,1.0
297,0.3039088,-9.92319,-0.08505203,6.863943,4.9941545,-0.69177175,-0.30381313,0.0,0.1,29.707022,0.07082867,0.0,1.0
298,0.30239555,-9.991813,-0.08505203,6.864943,4.9872365,-1.006888,-0.2769909,0.0,0.1,29.73566,0.077631,0.0,1.0
299,0.30224842,-10.060462,-0.08505203,6.8659434,4.9771676,-1.2557613,-0.24910504,0.0,0.1,29.75431,0.067722805,0.0,1.0
300,0.30332455,-10.129113,-0.08505203,6.8669434,4.96461,-1.4487928,-0.2208889,0.0,0.1,29.78297,0.07052962,0.0,1.0
301,0.30547574,-10.197749,-0.08505203,6.8679433,4.9501224,-1.5950477,-0.1929175,0.0,0.1,29.81164,0.08724425,0.0,1.0
302,0.30855265,-10.266359,-0.08505203,6.868943,4.9341717,-1.702393,-0.16563275,0.0,0.1,29.840319,0.073256224,0.0,1.0
303,0.31240752,-10.334941,-0.08505203,6.869943,4.9171476,-1.7776268,-0.13936545,0.0,0.1,29.869009,0.17243257,0.0,1.0
304,0.31689683,-10.403493,-0.08505203,6.870943,4.8993716,-1.8265954,-0.11435421,0.0,0.1,29.897707,0.213599,0.0,1.0
305,0.3218827,-10.472021,-0.08505203,6.871943,4.8811054,-1.854304,-0.090761945,0.0,0.1,29.916418,0.087662034,0.0,1.0
306,0.32723427,-10.540532,-0.08505203,6.8729434,4.8625627,-1.8650154,-0.06868988,3.2,-9.51,29.945137,0.017009549,0.0,1.0
307,0.3328284,-10.609034,-0.05305203,0.0,0.0,0.0,0.0,2.5096903e-29,2.639309e-36,29.973866,69.0,0.0,1.0
