,times,crashes
0,33.17,0.0
1,33.07,0.0
2,33.34,0.0
3,33.07,0.0
4,33.04,0.0
5,32.98,0.0
6,33.06,0.0
7,33.16,0.0
8,33.04,0.0
9,33.07,0.0
10,33.18,0.0
11,33.2,0.0
12,33.08,0.0
13,33.06,0.0
14,33.03,0.0
15,33.06,0.0
16,33.25,0.0
17,33.08,0.0
18,33.07,0.0
19,33.15,0.0
20,33.0,0.0
