inner_point, midpoint, outer_point, 
[-5.405970787521539, -54.06511916184249], [-5.470664887844344, -54.368293490213844], [-5.535358988167149, -54.6714678185852], 
[6.715021816232589, -42.732817719030784], [6.803767122366056, -42.4357920119964], [6.892512428499522, -42.13876630496201], 
[6.945627971840095, -42.81426927156512], [7.061799613844011, -42.52685989524953], [7.177971255847927, -42.23945051893394], 
[7.162101077524141, -42.912488982804035], [7.302664141504797, -42.63618837649929], [7.443227205485454, -42.35988777019455], 
[7.3579933361456895, -43.02391957921998], [7.524060861001532, -42.76215331480026], [7.690128385857374, -42.50038705038054], 
[7.532037884871137, -43.146789130249694], [7.723689927987335, -42.90313056920702], [7.915341971103533, -42.65947200816435], 
[7.681358534148152, -43.27800145506404], [7.899251498115328, -43.057495998774186], [8.117144462082505, -42.83699054248433], 
[7.8057454283039585, -43.41648957273264], [8.04844572703862, -43.22362546255631], [8.291146025773282, -43.03076135237999], 
[7.899057892657934, -43.5523610741298], [8.16897277041034, -43.39989481960801], [8.438887648162746, -43.24742856508622], 
[7.937531592875288, -43.62698250000388], [8.21642918981963, -43.49164540080831], [8.495326786763972, -43.35630830161274], 
[7.977547190314995, -43.714737651383416], [8.263889058990147, -43.5959591422009], [8.550230927665298, -43.47718063301838], 
[8.03874014466786, -43.90193223032154], [8.338706144277738, -43.823699250843276], [8.638672143887616, -43.74546627136501], 
[8.082989563635453, -44.11564186705967], [8.389349717996081, -44.068276734101644], [8.69570987235671, -44.02091160114362], 
[8.106234830613097, -44.339997848352574], [8.415763860250602, -44.32291628485082], [8.725292889888106, -44.305834721349065], 
[8.108124415341672, -44.568857601754765], [8.41789265114671, -44.58084259596562], [8.727660886951748, -44.592827590176476], 
[8.08860310427762, -44.792810662626515], [8.39568017078984, -44.835280360320866], [8.702757237302059, -44.877750058015216], 
[8.047957260969977, -45.005760188863505], [8.349070499285412, -45.07945427079137], [8.650183737600848, -45.15314835271924], 
[7.990176068329632, -45.19146759664177], [8.278007716738843, -45.30658902025196], [8.565839365148054, -45.42171044386215], 
[7.9517002080656844, -45.278673209402], [8.232266559237528, -45.41051600438951], [8.512832910409372, -45.54235879937701], 
