# x_m,y_m,w_tr_right_m,w_tr_left_m
10.02401252927661,-6.7714890067803495,0.31,0.31
10.288527941333996,-6.961380361379078,0.31,0.31
10.590822238739657,-7.121956162405311,0.31,0.31
10.930776505011181,-7.253101442434904,0.31,0.31
11.116400698160154,-7.306368252583717,0.31,0.31
11.29323222075889,-7.351897162888399,0.31,0.31
11.683027472656326,-7.4250867002615095,0.31,0.31
12.501574148424618,-7.516220550083752,0.31,0.31
13.43135980387475,-7.582929474876188,0.31,0.31
14.496725952184413,-7.658286306953855,0.31,0.31
15.38526284982574,-7.744503359420754,0.31,0.31
15.74686137818042,-7.80217320891537,0.31,0.31
15.881359803874751,-7.834789073401289,0.31,0.31
16.016666926240806,-7.8721053796747285,0.31,0.31
16.27469941771876,-7.96317326292786,0.31,0.31
16.515563945379547,-8.072501744177622,0.31,0.31
16.736960664876282,-8.198466682478589,0.31,0.31
16.936589731862085,-8.339443936885353,0.31,0.31
17.112151301990078,-8.493809366452517,0.31,0.31
17.26134553091337,-8.659938830234644,0.31,0.31
17.38187257428509,-8.836208187286339,0.31,0.31
17.42932899369438,-8.92795876848664,0.31,0.31
17.476788862864897,-9.032272509879228,0.31,0.31
17.55160594815249,-9.260012618521607,0.31,0.31
17.60224952187083,-9.504590101779975,0.31,0.31
17.62866366412535,-9.75922965252915,0.31,0.31
17.63079245502146,-10.017155963643951,0.31,0.31
17.60857997466459,-10.271593727999196,0.31,0.31
17.561970303160162,-10.515767638469704,0.31,0.31
17.490907520613593,-10.742902387930293,0.31,0.31
17.44516636311228,-10.846829372067837,0.31,0.31
17.402273738961963,-10.932678458904569,0.31,0.31
17.295926111691035,-11.094422252159369,0.31,0.31
17.165295868838236,-11.243946988056571,0.31,0.31
17.010818831717415,-11.380948443423769,0.31,0.31
16.832930821642435,-11.505122395088527,0.31,0.31
16.632067659927152,-11.616164619878411,0.31,0.31
16.408665167885424,-11.713770894621014,0.31,0.31
16.163159166831118,-11.797636996143893,0.31,0.31
16.03135980387475,-11.833730891040794,0.31,0.31
15.83542230387475,-11.874749587045464,0.31,0.31
14.938234803874753,-12.010745808411137,0.31,0.31
14.381359803874751,-12.083838884356972,0.31,0.31
13.506406443953358,-12.19341280304382,0.31,0.31
11.693108525512121,-12.370108435825863,0.31,0.31
10.00635980387475,-12.51015790538468,0.31,0.31
9.504156818660523,-12.553417584991465,0.31,0.31
8.720100878256329,-12.635690923639515,0.31,0.31
8.564417844510718,-12.661465194852362,0.31,0.31
8.445622482622076,-12.691544720012722,0.31,0.31
8.224371064019351,-12.773919845087143,0.31,0.31
8.02224642286271,-12.883434421120292,0.31,0.31
7.838714793859511,-13.020621960616943,0.31,0.31
7.673242411717116,-13.186015976081855,0.31,0.31
7.525295511142872,-13.380149980019773,0.31,0.31
7.394340326844144,-13.603557484935493,0.31,0.31
7.2798430935282905,-13.856772003333752,0.31,0.31
7.22925179446182,-13.995998918673237,0.31,0.31
7.155642473821029,-14.24517986827528,0.31,0.31
6.834743816356898,-15.530162663046802,0.31,0.31
6.639093343953075,-16.359185667678332,0.31,0.31
6.444060561112499,-17.184271431197693,0.31,0.31
6.129132902759753,-18.431194228551455,0.31,0.31
6.059916041235384,-18.65237701913354,0.31,0.31
5.99690579329577,-18.80299960247458,0.31,0.31
5.852501207542849,-19.07078216609215,0.31,0.31
5.68558885058496,-19.298722211076623,0.31,0.31
5.49567220758151,-19.487167076366113,0.31,0.31
5.282254763691906,-19.636464100898728,0.31,0.31
5.044840004075556,-19.746960623612615,0.31,0.31
4.782931413891864,-19.819003983445853,0.31,0.31
4.496032478300242,-19.852941519336603,0.31,0.31
4.341984173519236,-19.854163112741062,0.31,0.31
4.167096150720196,-19.84964907014612,0.31,0.31
3.840982491960646,-19.822702856572043,0.31,0.31
3.742234916030406,-19.804606857892175,0.31,0.31
