length: 171, 
centerline_x, centerline_y, left_w, right_w 
2.4701276687815756, -41.98877333258318, 0.31, 0.31, 
3.288674344549868, -42.07990718240542, 0.31, 0.31, 
4.21846, -42.14661610719786, 0.31, 0.31, 
5.283826148309663, -42.221972939275524, 0.31, 0.31, 
6.1723630459509895, -42.308189991742424, 0.31, 0.31, 
6.533961574305669, -42.36585984123704, 0.31, 0.31, 
6.668460000000001, -42.39847570572296, 0.31, 0.31, 
6.803767122366056, -42.4357920119964, 0.31, 0.31, 
7.061799613844011, -42.52685989524953, 0.31, 0.31, 
7.302664141504797, -42.63618837649929, 0.31, 0.31, 
7.524060861001532, -42.76215331480026, 0.31, 0.31, 
7.723689927987335, -42.90313056920702, 0.31, 0.31, 
7.899251498115328, -43.057495998774186, 0.31, 0.31, 
8.04844572703862, -43.22362546255631, 0.31, 0.31, 
8.16897277041034, -43.39989481960801, 0.31, 0.31, 
8.21642918981963, -43.49164540080831, 0.31, 0.31, 
8.263889058990147, -43.5959591422009, 0.31, 0.31, 
8.338706144277738, -43.823699250843276, 0.31, 0.31, 
8.389349717996081, -44.068276734101644, 0.31, 0.31, 
8.415763860250602, -44.32291628485082, 0.31, 0.31, 
8.41789265114671, -44.58084259596562, 0.31, 0.31, 
8.39568017078984, -44.835280360320866, 0.31, 0.31, 
8.349070499285412, -45.07945427079137, 0.31, 0.31, 
8.278007716738843, -45.30658902025196, 0.31, 0.31, 
8.232266559237528, -45.41051600438951, 0.31, 0.31, 
8.189373935087213, -45.49636509122624, 0.31, 0.31, 
8.083026307816285, -45.65810888448104, 0.31, 0.31, 
7.9523960649634855, -45.80763362037824, 0.31, 0.31, 
7.797919027842665, -45.94463507574544, 0.31, 0.31, 
7.620031017767685, -46.0688090274102, 0.31, 0.31, 
7.419167856052402, -46.17985125220008, 0.31, 0.31, 
7.195765364010674, -46.27745752694268, 0.31, 0.31, 
6.950259362956368, -46.36132362846556, 0.31, 0.31, 
6.81846, -46.39741752336246, 0.31, 0.31, 
6.6225225000000005, -46.438436219367134, 0.31, 0.31, 
5.725335000000003, -46.57443244073281, 0.31, 0.31, 
5.168460000000001, -46.64752551667864, 0.31, 0.31, 
4.293506640078608, -46.75709943536549, 0.31, 0.31, 
2.4802087216373714, -46.93379506814753, 0.31, 0.31, 
0.7934599999999996, -47.07384453770635, 0.31, 0.31, 
0.2912570147857725, -47.117104217313134, 0.31, 0.31, 
-0.49279892561842153, -47.199377555961185, 0.31, 0.31, 
-0.6484819593640321, -47.22515182717403, 0.31, 0.31, 
-0.7672773212526742, -47.25523135233439, 0.31, 0.31, 
-0.9885287398553988, -47.33760647740881, 0.31, 0.31, 
-1.1906533810120408, -47.44712105344196, 0.31, 0.31, 
-1.374185010015239, -47.58430859293861, 0.31, 0.31, 
-1.5396573921576344, -47.749702608403524, 0.31, 0.31, 
-1.6876042927318782, -47.94383661234144, 0.31, 0.31, 
-1.8185594770306057, -48.16724411725716, 0.31, 0.31, 
-1.9330567103464595, -48.42045863565542, 0.31, 0.31, 
-1.9836480094129296, -48.55968555099491, 0.31, 0.31, 
-2.057257330053721, -48.80886650059695, 0.31, 0.31, 
-2.378155987517852, -50.09384929536847, 0.31, 0.31, 
-2.5738064599216752, -50.9228723, 0.31, 0.31, 
-2.768839242762251, -51.74795806351936, 0.31, 0.31, 
-3.0837669011149966, -52.994880860873124, 0.31, 0.31, 
-3.1529837626393658, -53.21606365145521, 0.31, 0.31, 
-3.2159940105789797, -53.36668623479625, 0.31, 0.31, 
-3.360398596331901, -53.63446879841382, 0.31, 0.31, 
-3.52731095328979, -53.86240884339829, 0.31, 0.31, 
-3.71722759629324, -54.05085370868778, 0.31, 0.31, 
-3.930645040182844, -54.2001507332204, 0.31, 0.31, 
-4.168059799799194, -54.310647255934285, 0.31, 0.31, 
-4.429968389982886, -54.38269061576752, 0.31, 0.31, 
-4.716867325574508, -54.41662815165827, 0.31, 0.31, 
-4.870915630355514, -54.41784974506273, 0.31, 0.31, 
-5.045803653154554, -54.41333570246779, 0.31, 0.31, 
-5.371917311914104, -54.38638948889371, 0.31, 0.31, 
-5.470664887844344, -54.368293490213844, 0.31, 0.31, 
